map	world	npc	x	y	z	dir	respawn	despawn_at_other	gate
301230000	IDLDF5_Under_03	233880	252.671646	181.281067	333.775116	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	252.671646	181.281067	335.616272	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	252.671646	181.281067	336.226105	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	252.671646	181.281067	337.462006	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	327.539215	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	328.781616	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	329.983643	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	330.834869	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	330.834869	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	331.221375	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	332.443817	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	333.285858	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	333.651947	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	334.521759	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	334.861084	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	335.767609	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	336.102936	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	337.338837	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.211227	329.235229	338.584686	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	253.965546	180.663376	330.964813	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	180.663376	332.17395	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	180.663376	332.805969	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	180.663376	334.651703	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	180.663376	335.897552	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	181.52565	326.929382	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	181.52565	327.539215	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	181.52565	328.781616	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	181.52565	329.983643	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	181.52565	331.221375	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	181.52565	332.471313	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	181.52565	334.37442	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	181.52565	336.226105	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	181.52565	336.226105	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	253.965546	181.52565	337.462006	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	180.611389	330.964813	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	180.611389	332.17395	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	180.611389	332.805969	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	180.611389	334.651703	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	180.611389	335.897552	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	181.473663	327.539215	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	181.473663	328.781616	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	181.473663	329.983643	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	181.473663	331.221375	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	181.473663	332.471313	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	181.473663	332.471313	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	181.473663	334.984253	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	181.473663	336.226105	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	181.473663	337.462006	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.158173	181.473663	338.098022	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	327.539215	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	328.781616	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	329.37381	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	330.611542	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	330.834869	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	330.834869	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	331.833984	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	333.285858	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	333.651947	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	334.521759	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	334.861084	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	335.767609	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	336.102936	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	337.338837	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.443222	330.140991	338.584686	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	327.539215	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	328.781616	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	329.983643	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	330.225037	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	331.221375	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	332.044006	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	332.443817	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	333.285858	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	333.651947	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	334.521759	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	334.861084	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	335.767609	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	336.102936	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	337.338837	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	255.506378	328.731537	338.584686	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.214752	180.256088	330.35498	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	180.256088	332.17395	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	180.256088	332.805969	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	180.256088	334.651703	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	180.256088	335.897552	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	181.118362	326.929382	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	181.118362	327.539215	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	181.118362	328.781616	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	181.118362	329.983643	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	181.118362	331.221375	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	181.118362	332.471313	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	181.118362	334.37442	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	181.118362	336.226105	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	181.118362	336.226105	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.214752	181.118362	338.098022	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	328.781616	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	329.983643	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	330.225037	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	331.221375	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	332.044006	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	332.443817	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	333.285858	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	333.651947	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	334.521759	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	334.861084	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	335.767609	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	336.102936	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	337.338837	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.754333	329.455963	338.584686	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	257.7659	329.532196	326.929382	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	299.01535	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	300.257751	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	301.459778	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	301.754974	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	301.754974	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	302.69751	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	303.31012	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	304.205963	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	305.181366	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	305.441864	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	306.390503	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	306.687714	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	307.632355	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	308.258423	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.385956	253.209854	310.114105	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	299.01535	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	300.257751	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	300.849945	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	301.754974	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	301.754974	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	302.087677	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	303.31012	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	304.205963	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	305.181366	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	305.441864	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	306.390503	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	306.687714	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	307.632355	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	308.868256	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.422943	254.817017	310.114105	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	299.01535	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	300.257751	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	301.459778	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	301.754974	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	302.69751	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	302.964111	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	303.31012	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	304.205963	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	305.181366	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	305.441864	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	306.390503	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	306.687714	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	307.632355	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	308.868256	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.662476	251.059723	309.504272	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	299.01535	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	300.257751	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	301.459778	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	301.754974	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	301.754974	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	302.69751	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	303.31012	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	304.205963	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	305.181366	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	305.441864	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	305.441864	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	306.390503	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	307.632355	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	308.868256	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233880	329.849335	257.054901	310.114105	270	1	TRUE	N_WAVE_03 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	299.647919	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	300.257751	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	302.087677	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	302.087677	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	303.008667	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	304.217804	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	304.50174	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	305.710876	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	306.085724	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	306.952728	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	307.331573	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	307.941406	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	308.188629	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	309.434479	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.74649	251.548126	310.044312	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	299.647919	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	300.257751	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	301.459778	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	302.69751	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	303.008667	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	304.217804	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	304.50174	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	305.710876	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	306.085724	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	306.952728	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	307.331573	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	307.941406	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	308.188629	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	309.434479	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.93335	257.543304	310.044312	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	299.647919	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	300.849945	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	302.087677	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	303.31012	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	303.607971	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	303.607971	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	303.97641	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	305.710876	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	306.085724	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	306.952728	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	307.331573	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	307.941406	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	308.188629	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	309.434479	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	180.935104	253.74292	309.434479	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	299.647919	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	299.647919	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	302.087677	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	302.087677	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	303.607971	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	303.607971	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	304.50174	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	305.710876	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	306.085724	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	306.952728	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	307.331573	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	307.941406	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	308.188629	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	309.434479	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	181.054733	255.623093	309.434479	270	1	TRUE	N_WAVE_04 == 1
301230000	IDLDF5_Under_03	233881	252.671646	180.418793	331.564117	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	180.418793	332.805969	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	180.418793	332.805969	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	180.418793	335.28772	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233881	252.671646	180.418793	335.897552	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	181.281067	326.929382	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	181.281067	328.171783	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	181.281067	329.37381	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	181.281067	330.611542	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	181.281067	331.833984	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	181.281067	333.775116	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	181.281067	335.616272	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	181.281067	335.616272	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	252.671646	181.281067	336.852173	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233881	252.671646	181.281067	338.098022	270	1	TRUE	N_WAVE_02 == 1
301230000	IDLDF5_Under_03	233881	253.211227	329.235229	327.539215	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233881	253.211227	329.235229	328.781616	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233881	253.211227	329.235229	329.983643	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233881	253.211227	329.235229	330.834869	270	1	TRUE	N_WAVE_01 == 1
301230000	IDLDF5_Under_03	233881	253.211227	329.235229	331.221375	270	1	TRUE	N_WAVE_01 == 1
