npc	pattern	handler	branch	priority	guards	order	kind	a1	a2	a3	place	x	y	z	group
218397	LDF4b_Fanatic_Wizard	cycle	0	5	timer:0	1	arm	0	10000	0		0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	cycle	1	4	timer:1	0	skill	20353	0	0	ME	0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	cycle	1	4	timer:1	1	skill	20354	0	0	ME	0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	cycle	1	4	timer:1	2	skill	20354	0	0	ME	0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	cycle	1	4	timer:1	3	skill	20354	0	0	ME	0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	cycle	1	4	timer:1	4	arm	1	10000	0		0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	cycle	2	3	hp_below:50|timer:2	0	skill	20239	0	0	MOST_HATED	0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	cycle	2	3	hp_below:50|timer:2	1	arm	2	20000	0		0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	cycle	3	2	timer:2	0	arm	2	6000	0		0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	cycle	4	1	timer:3	0	skill	20244	0	0	MOST_HATED	0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	cycle	4	1	timer:3	1	arm	3	25000	0		0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	on_enter_attack_state	0	6		0	arm	0	3000	0		0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	on_enter_attack_state	0	6		1	arm	1	7000	0		0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	on_enter_attack_state	0	6		2	arm	2	6000	0		0.0	0.0	0.0	0
218397	LDF4b_Fanatic_Wizard	on_enter_attack_state	0	6		3	arm	3	15000	0		0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	0	5	timer:0	0	skill	20236	0	0	MOST_HATED	0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	0	5	timer:0	1	arm	0	10000	0		0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	1	4	timer:1	0	skill	20353	0	0	ME	0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	1	4	timer:1	1	skill	20354	0	0	ME	0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	1	4	timer:1	2	skill	20354	0	0	ME	0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	1	4	timer:1	3	skill	20354	0	0	ME	0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	1	4	timer:1	4	arm	1	10000	0		0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	2	3	hp_below:50|timer:2	0	skill	20239	0	0	MOST_HATED	0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	2	3	hp_below:50|timer:2	1	arm	2	20000	0		0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	3	2	timer:2	0	arm	2	6000	0		0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	4	1	timer:3	0	skill	20244	0	0	MOST_HATED	0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	cycle	4	1	timer:3	1	arm	3	25000	0		0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	on_enter_attack_state	0	6		0	arm	0	3000	0		0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	on_enter_attack_state	0	6		1	arm	1	7000	0		0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	on_enter_attack_state	0	6		2	arm	2	6000	0		0.0	0.0	0.0	0
218398	LDF4b_Fanatic_Wizard	on_enter_attack_state	0	6		3	arm	3	15000	0		0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	cycle	0	6	chance:35|timer:0	0	skill	20241	0	0	ME	0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	cycle	0	6	chance:35|timer:0	1	arm	0	15000	0		0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	cycle	1	5	timer:0	0	skill	20242	0	0	ME	0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	cycle	1	5	timer:0	1	arm	0	15000	0		0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	cycle	2	4	timer:1|hp_below:70|set_flag_var:0	0	skill	20250	0	0	ME	0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	cycle	3	3	timer:1	0	arm	1	15000	0		0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	cycle	4	2	timer:2|hp_below:30|set_flag_var:1	0	skill	20248	0	0	ME	0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	cycle	5	1	timer:2	0	arm	2	15000	0		0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	on_enter_attack_state	0	7		0	arm	0	3000	0		0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	on_enter_attack_state	0	7		1	arm	1	6000	0		0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	on_enter_attack_state	0	7		2	arm	2	6000	0		0.0	0.0	0.0	0
218399	LDF4b_Fanatic_Priest	on_enter_attack_state	0	7		3	skill	20241	0	0	ME	0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	cycle	0	6	chance:35|timer:0	0	skill	20241	0	0	ME	0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	cycle	0	6	chance:35|timer:0	1	arm	0	15000	0		0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	cycle	1	5	timer:0	0	skill	20242	0	0	ME	0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	cycle	1	5	timer:0	1	arm	0	15000	0		0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	cycle	2	4	timer:1|hp_below:70|set_flag_var:0	0	skill	20250	0	0	ME	0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	cycle	3	3	timer:1	0	arm	1	15000	0		0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	cycle	4	2	timer:2|hp_below:30|set_flag_var:1	0	skill	20248	0	0	ME	0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	cycle	5	1	timer:2	0	arm	2	15000	0		0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	on_enter_attack_state	0	7		0	arm	0	3000	0		0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	on_enter_attack_state	0	7		1	arm	1	6000	0		0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	on_enter_attack_state	0	7		2	arm	2	6000	0		0.0	0.0	0.0	0
218400	LDF4b_Fanatic_Priest	on_enter_attack_state	0	7		3	skill	20241	0	0	ME	0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	cycle	0	6	chance:35|timer:0	0	skill	20241	0	0	ME	0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	cycle	0	6	chance:35|timer:0	1	arm	0	15000	0		0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	cycle	1	5	timer:0	0	skill	20242	0	0	ME	0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	cycle	1	5	timer:0	1	arm	0	15000	0		0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	cycle	2	4	timer:1|hp_below:70|set_flag_var:0	0	skill	20250	0	0	ME	0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	cycle	3	3	timer:1	0	arm	1	15000	0		0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	cycle	4	2	timer:2|hp_below:30|set_flag_var:1	0	skill	20248	0	0	ME	0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	cycle	5	1	timer:2	0	arm	2	15000	0		0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	on_enter_attack_state	0	7		0	arm	0	3000	0		0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	on_enter_attack_state	0	7		1	arm	1	6000	0		0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	on_enter_attack_state	0	7		2	arm	2	6000	0		0.0	0.0	0.0	0
218401	LDF4b_Fanatic_Chanter	on_enter_attack_state	0	7		3	skill	20241	0	0	ME	0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	cycle	0	6	chance:35|timer:0	0	skill	20241	0	0	ME	0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	cycle	0	6	chance:35|timer:0	1	arm	0	15000	0		0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	cycle	1	5	timer:0	0	skill	20242	0	0	ME	0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	cycle	1	5	timer:0	1	arm	0	15000	0		0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	cycle	2	4	timer:1|hp_below:70|set_flag_var:0	0	skill	20250	0	0	ME	0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	cycle	3	3	timer:1	0	arm	1	15000	0		0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	cycle	4	2	timer:2|hp_below:30|set_flag_var:1	0	skill	20248	0	0	ME	0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	cycle	5	1	timer:2	0	arm	2	15000	0		0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	on_enter_attack_state	0	7		0	arm	0	3000	0		0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	on_enter_attack_state	0	7		1	arm	1	6000	0		0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	on_enter_attack_state	0	7		2	arm	2	6000	0		0.0	0.0	0.0	0
218402	LDF4b_Fanatic_Chanter	on_enter_attack_state	0	7		3	skill	20241	0	0	ME	0.0	0.0	0.0	0
218403	LDF4b_Fanatic_Pet	cycle	0	1	timer:0	0	skill	20246	0	0	ME	0.0	0.0	0.0	0
218403	LDF4b_Fanatic_Pet	on_enter_attack_state	0	2		0	arm	0	9000	0		0.0	0.0	0.0	0
218403	LDF4b_Fanatic_Pet	on_enter_attack_state	0	2		1	skill	20232	0	0	MOST_HATED	0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	cycle	0	3	timer:0	0	skill	20504	0	0	MOST_HATED	0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	cycle	0	3	timer:0	1	arm	0	8000	0		0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	cycle	1	2	timer:1	0	skill	20505	0	0	ME	0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	cycle	1	2	timer:1	1	skill	20506	0	0	ME	0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	cycle	1	2	timer:1	2	skill	20507	0	0	ME	0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	cycle	1	2	timer:1	3	skill	20507	0	0	ME	0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	cycle	1	2	timer:1	4	arm	1	24000	0		0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	cycle	2	1	timer:2	0	skill	20247	0	0	ME	0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	cycle	2	1	timer:2	1	arm	2	25000	0		0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	on_enter_attack_state	0	4		0	skill	20241	0	0	ME	0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	on_enter_attack_state	0	4		1	arm	0	4000	0		0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	on_enter_attack_state	0	4		2	arm	1	10000	0		0.0	0.0	0.0	0
218404	TDown_DrakanFi_Tiamat_60_Ae	on_enter_attack_state	0	4		3	arm	2	15000	0		0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	0	6	hp_below:80|timer:0|set_flag_var:0	0	skill	20514	0	0	ME	0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	0	6	hp_below:80|timer:0|set_flag_var:0	1	arm	0	6000	0		0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	1	5	hp_below:50|timer:0|set_flag_var:1	0	skill	20514	0	0	ME	0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	1	5	hp_below:50|timer:0|set_flag_var:1	1	arm	0	6000	0		0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	2	4	hp_below:25|timer:0|set_flag_var:2	0	spawn	282986	1	15	self	0.0	0.0	0.0	1
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	2	4	hp_below:25|timer:0|set_flag_var:2	1	arm	0	6000	0		0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	3	3	timer:0	0	arm	0	6000	0		0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	4	2	timer:1	0	skill	20517	0	0	MOST_HATED	0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	4	2	timer:1	1	skill	20518	0	0	MOST_HATED	0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	4	2	timer:1	2	arm	1	15000	0		0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	5	1	timer:2	0	skill	20519	0	0	RANDOM	0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	cycle	5	1	timer:2	1	arm	2	25000	0		0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	on_enter_attack_state	0	7		0	arm	0	6000	0		0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	on_enter_attack_state	0	7		1	arm	1	8000	0		0.0	0.0	0.0	0
218407	TDown_DrakanCl_Tiamat_60_Ae	on_enter_attack_state	0	7		2	arm	2	15000	0		0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	cycle	0	3	timer:0	0	skill	20504	0	0	MOST_HATED	0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	cycle	0	3	timer:0	1	arm	0	8000	0		0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	cycle	1	2	timer:1	0	skill	20505	0	0	ME	0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	cycle	1	2	timer:1	1	skill	20506	0	0	ME	0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	cycle	1	2	timer:1	2	skill	20507	0	0	ME	0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	cycle	1	2	timer:1	3	arm	1	24000	0		0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	cycle	2	1	timer:2	0	skill	20247	0	0	ME	0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	cycle	2	1	timer:2	1	arm	2	25000	0		0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	on_enter_attack_state	0	4		0	skill	20241	0	0	ME	0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	on_enter_attack_state	0	4		1	arm	0	4000	0		0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	on_enter_attack_state	0	4		2	arm	1	10000	0		0.0	0.0	0.0	0
218408	TDown_DrakanFi_Noble_60_Ae	on_enter_attack_state	0	4		3	arm	2	15000	0		0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	0	3	timer:0	0	skill	19721	0	0	MOST_HATED	0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	0	3	timer:0	1	skill	19722	0	0	MOST_HATED	0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	0	3	timer:0	2	skill	19723	0	0	MOST_HATED	0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	0	3	timer:0	3	skill	19724	0	0	MOST_HATED	0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	0	3	timer:0	4	skill	19725	0	0	MOST_HATED	0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	0	3	timer:0	5	skill	19726	0	0	MOST_HATED	0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	0	3	timer:0	6	skill	19727	0	0	MOST_HATED	0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	0	3	timer:0	7	skill	19728	0	0	MOST_HATED	0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	0	3	timer:0	8	arm	0	30000	0		0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	1	2	hp_below:30|timer:1	0	skill	19730	0	0	ME	0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	cycle	2	1	timer:1	0	arm	1	6000	0		0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	on_enter_attack_state	0	4		0	arm	0	4000	0		0.0	0.0	0.0	0
218409	TDown_DrakanSc_Noble_60_Ae	on_enter_attack_state	0	4		1	arm	1	6000	0		0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	0	6	hp_below:80|timer:0|set_flag_var:0	0	skill	20514	0	0	ME	0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	0	6	hp_below:80|timer:0|set_flag_var:0	1	arm	0	6000	0		0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	1	5	hp_below:50|timer:0|set_flag_var:1	0	skill	20514	0	0	ME	0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	1	5	hp_below:50|timer:0|set_flag_var:1	1	arm	0	6000	0		0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	2	4	hp_below:25|timer:0|set_flag_var:2	0	spawn	282986	1	15	self	0.0	0.0	0.0	1
218411	TDown_DrakanCl_Noble_60_Ae	cycle	2	4	hp_below:25|timer:0|set_flag_var:2	1	arm	0	6000	0		0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	3	3	timer:0	0	arm	0	6000	0		0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	4	2	timer:1	0	skill	20517	0	0	MOST_HATED	0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	4	2	timer:1	1	skill	20518	0	0	MOST_HATED	0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	4	2	timer:1	2	arm	1	15000	0		0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	5	1	timer:2	0	skill	20519	0	0	RANDOM	0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	cycle	5	1	timer:2	1	arm	2	25000	0		0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	on_enter_attack_state	0	7		0	arm	0	6000	0		0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	on_enter_attack_state	0	7		1	arm	1	8000	0		0.0	0.0	0.0	0
218411	TDown_DrakanCl_Noble_60_Ae	on_enter_attack_state	0	7		2	arm	2	15000	0		0.0	0.0	0.0	0
218415	LDF4b_T3_Mosbear_Named_59_An	cycle	0	5	timer:2|hp_below:40|set_flag_var:1	0	skill	20233	0	0	MOST_HATED	0.0	0.0	0.0	0
218415	LDF4b_T3_Mosbear_Named_59_An	cycle	1	4	timer:1|hp_below:70|set_flag_var:0	0	skill	20233	0	0	MOST_HATED	0.0	0.0	0.0	0
218415	LDF4b_T3_Mosbear_Named_59_An	cycle	2	3	timer:0	0	arm	0	14000	0		0.0	0.0	0.0	0
218415	LDF4b_T3_Mosbear_Named_59_An	cycle	2	3	timer:0	1	skill	20236	0	0	MOST_HATED	0.0	0.0	0.0	0
218415	LDF4b_T3_Mosbear_Named_59_An	cycle	3	1	timer:2	0	arm	2	7000	0		0.0	0.0	0.0	0
218415	LDF4b_T3_Mosbear_Named_59_An	cycle	4	1	timer:1	0	arm	1	5000	0		0.0	0.0	0.0	0
218415	LDF4b_T3_Mosbear_Named_59_An	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
218415	LDF4b_T3_Mosbear_Named_59_An	on_enter_attack_state	0	7		1	arm	1	9000	0		0.0	0.0	0.0	0
218415	LDF4b_T3_Mosbear_Named_59_An	on_enter_attack_state	0	7		2	arm	2	7000	0		0.0	0.0	0.0	0
218415	LDF4b_T3_Mosbear_Named_59_An	on_enter_attack_state	0	7		3	skill	20238	0	0	MOST_HATED	0.0	0.0	0.0	0
218416	LDF4b_T3_Elementalfire_Named_59_An	cycle	0	5	timer:2|hp_below:30|set_flag_var:1	0	skill	16522	0	0	ME	0.0	0.0	0.0	0
218416	LDF4b_T3_Elementalfire_Named_59_An	cycle	1	4	timer:1|hp_below:70|set_flag_var:0	0	skill	16592	0	0	ME	0.0	0.0	0.0	0
218416	LDF4b_T3_Elementalfire_Named_59_An	cycle	2	3	timer:0	0	arm	0	10000	0		0.0	0.0	0.0	0
218416	LDF4b_T3_Elementalfire_Named_59_An	cycle	2	3	timer:0	1	skill	16723	0	0	MOST_HATED	0.0	0.0	0.0	0
218416	LDF4b_T3_Elementalfire_Named_59_An	cycle	3	2	timer:2	0	arm	2	7000	0		0.0	0.0	0.0	0
218416	LDF4b_T3_Elementalfire_Named_59_An	cycle	4	1	timer:1	0	arm	1	7000	0		0.0	0.0	0.0	0
218416	LDF4b_T3_Elementalfire_Named_59_An	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
218416	LDF4b_T3_Elementalfire_Named_59_An	on_enter_attack_state	0	7		1	arm	1	9000	0		0.0	0.0	0.0	0
218416	LDF4b_T3_Elementalfire_Named_59_An	on_enter_attack_state	0	7		2	arm	2	7000	0		0.0	0.0	0.0	0
218416	LDF4b_T3_Elementalfire_Named_59_An	on_enter_attack_state	0	7		3	skill	16723	0	0	MOST_HATED	0.0	0.0	0.0	0
218417	LDF4b_T3_Elementalfire_Named_59_An	cycle	0	5	timer:2|hp_below:30|set_flag_var:1	0	skill	16522	0	0	ME	0.0	0.0	0.0	0
218417	LDF4b_T3_Elementalfire_Named_59_An	cycle	1	4	timer:1|hp_below:70|set_flag_var:0	0	skill	16592	0	0	ME	0.0	0.0	0.0	0
218417	LDF4b_T3_Elementalfire_Named_59_An	cycle	2	3	timer:0	0	arm	0	10000	0		0.0	0.0	0.0	0
218417	LDF4b_T3_Elementalfire_Named_59_An	cycle	2	3	timer:0	1	skill	16723	0	0	MOST_HATED	0.0	0.0	0.0	0
218417	LDF4b_T3_Elementalfire_Named_59_An	cycle	3	2	timer:2	0	arm	2	7000	0		0.0	0.0	0.0	0
218417	LDF4b_T3_Elementalfire_Named_59_An	cycle	4	1	timer:1	0	arm	1	7000	0		0.0	0.0	0.0	0
218417	LDF4b_T3_Elementalfire_Named_59_An	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
218417	LDF4b_T3_Elementalfire_Named_59_An	on_enter_attack_state	0	7		1	arm	1	9000	0		0.0	0.0	0.0	0
218417	LDF4b_T3_Elementalfire_Named_59_An	on_enter_attack_state	0	7		2	arm	2	7000	0		0.0	0.0	0.0	0
218417	LDF4b_T3_Elementalfire_Named_59_An	on_enter_attack_state	0	7		3	skill	16723	0	0	MOST_HATED	0.0	0.0	0.0	0
218420	LDF4b_T3_Starturtle_ItemNamed_59_An	cycle	0	4	timer:2|hp_below:30|set_flag_var:1	0	skill	16522	0	0	ME	0.0	0.0	0.0	0
218420	LDF4b_T3_Starturtle_ItemNamed_59_An	cycle	1	3	timer:1|hp_below:70|set_flag_var:0	0	skill	20236	0	0	MOST_HATED	0.0	0.0	0.0	0
218420	LDF4b_T3_Starturtle_ItemNamed_59_An	cycle	2	2	timer:2	0	arm	2	7000	0		0.0	0.0	0.0	0
218420	LDF4b_T3_Starturtle_ItemNamed_59_An	cycle	3	2	timer:0	0	arm	0	14000	0		0.0	0.0	0.0	0
218420	LDF4b_T3_Starturtle_ItemNamed_59_An	cycle	3	2	timer:0	1	skill	20232	0	0	MOST_HATED	0.0	0.0	0.0	0
218420	LDF4b_T3_Starturtle_ItemNamed_59_An	cycle	4	1	timer:1	0	arm	1	5000	0		0.0	0.0	0.0	0
218420	LDF4b_T3_Starturtle_ItemNamed_59_An	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
218420	LDF4b_T3_Starturtle_ItemNamed_59_An	on_enter_attack_state	0	7		1	arm	1	8000	0		0.0	0.0	0.0	0
218420	LDF4b_T3_Starturtle_ItemNamed_59_An	on_enter_attack_state	0	7		2	arm	2	7000	0		0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	cycle	0	4	chance:35|timer:0	0	skill	20240	0	0	ME	0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	cycle	0	4	chance:35|timer:0	1	arm	0	6000	0		0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	cycle	1	3	chance:35|timer:0	0	skill	20241	0	0	ME	0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	cycle	1	3	chance:35|timer:0	1	arm	0	6000	0		0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	cycle	2	2	timer:0	0	skill	20242	0	0	ME	0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	cycle	2	2	timer:0	1	arm	0	6000	0		0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	cycle	3	1	timer:1	0	skill	20238	0	0	RANDOM	0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	cycle	3	1	timer:1	1	skill	20233	0	0	MOST_HATED	0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	cycle	3	1	timer:1	2	arm	1	25000	0		0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	on_enter_attack_state	0	5		0	skill	20243	0	0	ME	0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	on_enter_attack_state	0	5		1	arm	0	3000	0		0.0	0.0	0.0	0
218421	LDF4b_T3_Fanatic_Named_59_An	on_enter_attack_state	0	5		2	arm	1	8000	0		0.0	0.0	0.0	0
218422	LDF4b_T3_Fanatic_ItemNamed_59_An	cycle	0	4	chance:35|timer:0	0	skill	20240	0	0	ME	0.0	0.0	0.0	0
218422	LDF4b_T3_Fanatic_ItemNamed_59_An	cycle	0	4	chance:35|timer:0	1	arm	0	6000	0		0.0	0.0	0.0	0
218422	LDF4b_T3_Fanatic_ItemNamed_59_An	cycle	1	3	chance:35|timer:0	0	skill	20241	0	0	ME	0.0	0.0	0.0	0
218422	LDF4b_T3_Fanatic_ItemNamed_59_An	cycle	1	3	chance:35|timer:0	1	arm	0	6000	0		0.0	0.0	0.0	0
218422	LDF4b_T3_Fanatic_ItemNamed_59_An	cycle	2	2	timer:0	0	skill	20242	0	0	ME	0.0	0.0	0.0	0
218422	LDF4b_T3_Fanatic_ItemNamed_59_An	cycle	2	2	timer:0	1	arm	0	3000	0		0.0	0.0	0.0	0
