guard_npc_id	pattern	low_hp	high_hp	chance	placement	live_seconds	spawn_range	attack_hate	summons
209307	DGuard_RhB_L54	0	34	100	TARGET	100	3	0	296726*3
209307	DGuard_RhB_L54	36	70	100	TARGET	100	3	0	296726*2
209308	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
209308	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
209309	DGuard_RhA_L56	0	34	100	SELF	600	3	0	296732*2,296728*3
209309	DGuard_RhA_L56	36	70	100	TARGET	600	3	0	296728*3
209310	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209310	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209311	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209311	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209315	DGuard_AhA_L56	0	34	100	SELF	600	3	0	296736*2,296737*1
209316	DGuard_AhA_L57	0	34	100	SELF	600	3	0	296738*2,296739*1
209317	DGuard_AhA_L57	0	34	100	SELF	600	3	0	296738*2,296739*1
209321	DGuard_WhA_L56	0	34	100	SELF	600	3	0	207712*1
209322	DGuard_WhA_L57	0	34	100	SELF	600	3	0	296744*1
209323	DGuard_WhA_L57	0	34	100	SELF	600	3	0	296744*1
209324	DGuard_PhB_L53	0	34	50	TARGET	600	3	0	296755*2
209324	DGuard_PhB_L53	0	100	50	TARGET	600	3	0	296754*2
209325	DGuard_PhB_L54	0	34	50	TARGET	600	3	0	296757*2
209325	DGuard_PhB_L54	0	100	50	TARGET	600	3	0	296756*2
209326	DGuard_PhB_L55	0	34	50	TARGET	600	3	0	296759*2
209326	DGuard_PhB_L55	0	100	50	TARGET	600	3	0	296758*2
209327	DGuard_PhA_L56	0	34	50	SELF	600	3	0	207722*3,207723*2
209327	DGuard_PhA_L56	36	70	50	SELF	600	3	0	207722*2,207723*1
209327	DGuard_PhA_L56	71	100	50	SELF	600	3	0	207722*2
209328	DGuard_PhA_L57	0	34	50	SELF	600	3	0	296760*3,296761*2
209328	DGuard_PhA_L57	36	70	50	SELF	600	3	0	296760*2,296761*1
209328	DGuard_PhA_L57	71	100	50	SELF	600	3	0	296760*2
209329	DGuard_PhA_L57	0	34	50	SELF	600	3	0	296760*3,296761*2
209329	DGuard_PhA_L57	36	70	50	SELF	600	3	0	296760*2,296761*1
209329	DGuard_PhA_L57	71	100	50	SELF	600	3	0	296760*2
209330	DGuard_RhB_L53	0	34	100	TARGET	100	3	0	207690*3
209330	DGuard_RhB_L53	36	70	100	TARGET	100	3	0	207690*2
209331	DGuard_RhB_L54	0	34	100	TARGET	100	3	0	296726*3
209331	DGuard_RhB_L54	36	70	100	TARGET	100	3	0	296726*2
209332	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
209332	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
209333	DGuard_RhA_L56	0	34	100	SELF	600	3	0	296732*2,296728*3
209333	DGuard_RhA_L56	36	70	100	TARGET	600	3	0	296728*3
209334	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209334	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209335	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209335	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209339	DGuard_WhA_L56	0	34	100	SELF	600	3	0	207712*1
209340	DGuard_WhA_L57	0	34	100	SELF	600	3	0	296744*1
209341	DGuard_WhA_L57	0	34	100	SELF	600	3	0	296744*1
209342	DGuard_RhB_L53	0	34	100	TARGET	100	3	0	207690*3
209342	DGuard_RhB_L53	36	70	100	TARGET	100	3	0	207690*2
209343	DGuard_RhB_L54	0	34	100	TARGET	100	3	0	296726*3
209343	DGuard_RhB_L54	36	70	100	TARGET	100	3	0	296726*2
209344	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
209344	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
209345	DGuard_RhA_L56	0	34	100	SELF	600	3	0	296732*2,296728*3
209345	DGuard_RhA_L56	36	70	100	TARGET	600	3	0	296728*3
209346	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209346	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209347	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209347	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209351	DGuard_WhA_L56	0	34	100	SELF	600	3	0	207712*1
209352	DGuard_WhA_L57	0	34	100	SELF	600	3	0	296744*1
209353	DGuard_WhA_L57	0	34	100	SELF	600	3	0	296744*1
209356	LGuard_RhA_L57	0	34	100	SELF	600	3	0	296623*2,296619*3
209356	LGuard_RhA_L57	36	70	100	TARGET	600	3	0	296619*3
209357	LGuard_RhA_L57	0	34	100	SELF	600	3	0	296623*2,296619*3
209357	LGuard_RhA_L57	36	70	100	TARGET	600	3	0	296619*3
209358	LGuard_AhA_L57	0	34	100	SELF	600	3	0	296628*2,296629*1
209359	LGuard_AhA_L57	0	34	100	SELF	600	3	0	296628*2,296629*1
209360	LGuard_WhA_L57	0	34	100	SELF	600	3	0	296634*1
209361	LGuard_WhA_L57	0	34	100	SELF	600	3	0	296634*1
209362	LGuard_PhA_L57	0	34	50	SELF	600	3	0	296650*3,296651*2
209362	LGuard_PhA_L57	36	70	50	SELF	600	3	0	296650*2,296651*1
209362	LGuard_PhA_L57	71	100	50	SELF	600	3	0	296650*2
209363	LGuard_PhA_L57	0	34	50	SELF	600	3	0	296650*3,296651*2
209363	LGuard_PhA_L57	36	70	50	SELF	600	3	0	296650*2,296651*1
209363	LGuard_PhA_L57	71	100	50	SELF	600	3	0	296650*2
209375	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
209376	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
209379	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209379	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209380	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209380	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209381	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209381	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209382	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209382	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209385	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
209386	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
209389	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209389	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209390	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209390	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209391	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209391	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209392	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209392	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209395	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
209396	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
209399	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209399	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209400	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209400	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209401	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209401	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
209402	DGuard_RhA_L57	0	34	100	SELF	600	3	0	296733*2,296729*3
209402	DGuard_RhA_L57	36	70	100	TARGET	600	3	0	296729*3
214128	DrGuard_WeA_L47	0	34	75	SELF	600	2	0	296346*2
214129	DrGuard_WeA_L47	0	34	75	SELF	600	2	0	296346*2
214163	DrGuard_PhB_L48	0	34	100	SELF	100	2	0	296349*1
214766	DrGuard_PhB_Reward	0	34	100	SELF	100	2	0	281067*1
214770	DrGuard_PhA_Reward	0	34	100	SELF	600	3	0	281068*1
214770	DrGuard_PhA_Reward	36	70	100	SELF	600	3	0	281067*1
214785	DrGuard_PhB_Reward	0	34	100	SELF	100	2	0	281067*1
214789	DrGuard_PhA_Reward	0	34	100	SELF	600	3	0	281068*1
214789	DrGuard_PhA_Reward	36	70	100	SELF	600	3	0	281067*1
215136	BGuard_ChiefD	0	24	100	SELF	600	3	0	281226*1
215179	BGuard_ChiefD	0	24	100	SELF	600	3	0	281226*1
215222	BGuard_ChiefD	0	24	100	SELF	600	3	0	281226*1
215450	DrGuard_PhA_Reward_L50	0	34	100	SELF	600	3	0	281359*1
215450	DrGuard_PhA_Reward_L50	36	70	100	SELF	600	3	0	281358*1
219632	BGuard_ChiefF4_Dr_1	0	19	100	SELF	0	0	0	296540*1
219632	BGuard_ChiefF4_Dr_1	21	40	100	SELF	0	0	0	296541*1
219632	BGuard_ChiefF4_Dr_1	41	60	100	SELF	0	0	0	296541*1
233633	BGuard_ChiefD_Tune405	0	24	100	SELF	600	3	0	284978*1
233676	BGuard_ChiefD_Tune405	0	24	100	SELF	600	3	0	284978*1
233719	BGuard_ChiefD_Tune405	0	24	100	SELF	600	3	0	284978*1
257035	DrGuard_RsB	0	100	50	TARGET	18	0	1	296499*1
257035	DrGuard_RsB	0	100	100	TARGET	18	0	1	296500*1
257036	LGuard_WsB	0	100	33	TARGET	30	0	1	296470*1
257037	DGuard_WsB	0	100	33	TARGET	30	0	1	296483*1
257039	LGuard_PsA	0	100	50	SELF	30	5	0	296473*1
257039	LGuard_PsA	0	100	100	SELF	30	0	0	296474*1
257040	DGuard_PsA	0	100	50	SELF	30	5	0	296486*1
257040	DGuard_PsA	0	100	100	SELF	30	0	0	296487*1
257041	DrGuard_PsA	0	100	100	SELF	30	5	0	296509*1
257041	DrGuard_PsA	26	50	100	SELF	0	5	0	296508*2
257048	LGuard_RhB_L55	0	34	100	TARGET	100	3	0	296617*3
257048	LGuard_RhB_L55	36	70	100	TARGET	100	3	0	296617*2
257049	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
257049	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
257050	DrGuard_RhB_L55	0	100	100	TARGET	100	2	0	296883*2
257050	DrGuard_RhB_L55	0	34	100	TARGET	0	2	0	296883*1
257050	DrGuard_RhB_L55	36	70	100	TARGET	100	2	0	296883*2
257054	LGuard_PhB_L55	0	34	50	TARGET	600	3	0	296649*2
257054	LGuard_PhB_L55	0	100	50	TARGET	600	3	0	296648*2
257055	DGuard_PhB_L55	0	34	50	TARGET	600	3	0	296759*2
257055	DGuard_PhB_L55	0	100	50	TARGET	600	3	0	296758*2
257063	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257064	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257078	LGuard_RhB_L55	0	34	100	TARGET	100	3	0	296617*3
257078	LGuard_RhB_L55	36	70	100	TARGET	100	3	0	296617*2
257079	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
257079	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
257080	DrGuard_RhB_L55	0	100	100	TARGET	100	2	0	296883*2
257080	DrGuard_RhB_L55	0	34	100	TARGET	0	2	0	296883*1
257080	DrGuard_RhB_L55	36	70	100	TARGET	100	2	0	296883*2
257084	LGuard_PhB_L55	0	34	50	TARGET	600	3	0	296649*2
257084	LGuard_PhB_L55	0	100	50	TARGET	600	3	0	296648*2
257085	DGuard_PhB_L55	0	34	50	TARGET	600	3	0	296759*2
257085	DGuard_PhB_L55	0	100	50	TARGET	600	3	0	296758*2
257093	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257094	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257123	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257124	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257125	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
257168	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257169	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257170	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
257335	DrGuard_RsB	0	100	50	TARGET	18	0	1	296499*1
257335	DrGuard_RsB	0	100	100	TARGET	18	0	1	296500*1
257336	LGuard_WsB	0	100	33	TARGET	30	0	1	296470*1
257337	DGuard_WsB	0	100	33	TARGET	30	0	1	296483*1
257339	LGuard_PsA	0	100	50	SELF	30	5	0	296473*1
257339	LGuard_PsA	0	100	100	SELF	30	0	0	296474*1
257340	DGuard_PsA	0	100	50	SELF	30	5	0	296486*1
257340	DGuard_PsA	0	100	100	SELF	30	0	0	296487*1
257348	LGuard_RhB_L55	0	34	100	TARGET	100	3	0	296617*3
257348	LGuard_RhB_L55	36	70	100	TARGET	100	3	0	296617*2
257349	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
257349	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
257350	DrGuard_RhB_L55	0	100	100	TARGET	100	2	0	296883*2
257350	DrGuard_RhB_L55	0	34	100	TARGET	0	2	0	296883*1
257350	DrGuard_RhB_L55	36	70	100	TARGET	100	2	0	296883*2
257354	LGuard_PhB_L55	0	34	50	TARGET	600	3	0	296649*2
257354	LGuard_PhB_L55	0	100	50	TARGET	600	3	0	296648*2
257355	DGuard_PhB_L55	0	34	50	TARGET	600	3	0	296759*2
257355	DGuard_PhB_L55	0	100	50	TARGET	600	3	0	296758*2
257363	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257364	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257378	LGuard_RhB_L55	0	34	100	TARGET	100	3	0	296617*3
257378	LGuard_RhB_L55	36	70	100	TARGET	100	3	0	296617*2
257379	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
257379	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
257380	DrGuard_RhB_L55	0	100	100	TARGET	100	2	0	296883*2
257380	DrGuard_RhB_L55	0	34	100	TARGET	0	2	0	296883*1
257380	DrGuard_RhB_L55	36	70	100	TARGET	100	2	0	296883*2
257384	LGuard_PhB_L55	0	34	50	TARGET	600	3	0	296649*2
257384	LGuard_PhB_L55	0	100	50	TARGET	600	3	0	296648*2
257385	DGuard_PhB_L55	0	34	50	TARGET	600	3	0	296759*2
257385	DGuard_PhB_L55	0	100	50	TARGET	600	3	0	296758*2
257393	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257394	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257423	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257424	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257425	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
257468	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257469	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257470	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
257635	DrGuard_RsB	0	100	50	TARGET	18	0	1	296499*1
257635	DrGuard_RsB	0	100	100	TARGET	18	0	1	296500*1
257636	LGuard_WsB	0	100	33	TARGET	30	0	1	296470*1
257637	DGuard_WsB	0	100	33	TARGET	30	0	1	296483*1
257639	LGuard_PsA	0	100	50	SELF	30	5	0	296473*1
257639	LGuard_PsA	0	100	100	SELF	30	0	0	296474*1
257640	DGuard_PsA	0	100	50	SELF	30	5	0	296486*1
257640	DGuard_PsA	0	100	100	SELF	30	0	0	296487*1
257641	DrGuard_PsA	0	100	100	SELF	30	5	0	296509*1
257641	DrGuard_PsA	26	50	100	SELF	0	5	0	296508*2
257648	LGuard_RhB_L55	0	34	100	TARGET	100	3	0	296617*3
257648	LGuard_RhB_L55	36	70	100	TARGET	100	3	0	296617*2
257649	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
257649	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
257650	DrGuard_RhB_L55	0	100	100	TARGET	100	2	0	296883*2
257650	DrGuard_RhB_L55	0	34	100	TARGET	0	2	0	296883*1
257650	DrGuard_RhB_L55	36	70	100	TARGET	100	2	0	296883*2
257654	LGuard_PhB_L55	0	34	50	TARGET	600	3	0	296649*2
257654	LGuard_PhB_L55	0	100	50	TARGET	600	3	0	296648*2
257655	DGuard_PhB_L55	0	34	50	TARGET	600	3	0	296759*2
257655	DGuard_PhB_L55	0	100	50	TARGET	600	3	0	296758*2
257663	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257664	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257678	LGuard_RhB_L55	0	34	100	TARGET	100	3	0	296617*3
257678	LGuard_RhB_L55	36	70	100	TARGET	100	3	0	296617*2
257679	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
257679	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
257680	DrGuard_RhB_L55	0	100	100	TARGET	100	2	0	296883*2
257680	DrGuard_RhB_L55	0	34	100	TARGET	0	2	0	296883*1
257680	DrGuard_RhB_L55	36	70	100	TARGET	100	2	0	296883*2
257684	LGuard_PhB_L55	0	34	50	TARGET	600	3	0	296649*2
257684	LGuard_PhB_L55	0	100	50	TARGET	600	3	0	296648*2
257685	DGuard_PhB_L55	0	34	50	TARGET	600	3	0	296759*2
257685	DGuard_PhB_L55	0	100	50	TARGET	600	3	0	296758*2
257693	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257694	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257723	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257724	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257725	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
257768	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257769	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257770	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
257935	DrGuard_RsB	0	100	50	TARGET	18	0	1	296499*1
257935	DrGuard_RsB	0	100	100	TARGET	18	0	1	296500*1
257936	LGuard_WsB	0	100	33	TARGET	30	0	1	296470*1
257937	DGuard_WsB	0	100	33	TARGET	30	0	1	296483*1
257939	LGuard_PsA	0	100	50	SELF	30	5	0	296473*1
257939	LGuard_PsA	0	100	100	SELF	30	0	0	296474*1
257940	DGuard_PsA	0	100	50	SELF	30	5	0	296486*1
257940	DGuard_PsA	0	100	100	SELF	30	0	0	296487*1
257948	LGuard_RhB_L55	0	34	100	TARGET	100	3	0	296617*3
257948	LGuard_RhB_L55	36	70	100	TARGET	100	3	0	296617*2
257949	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
257949	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
257950	DrGuard_RhB_L55	0	100	100	TARGET	100	2	0	296883*2
257950	DrGuard_RhB_L55	0	34	100	TARGET	0	2	0	296883*1
257950	DrGuard_RhB_L55	36	70	100	TARGET	100	2	0	296883*2
257954	LGuard_PhB_L55	0	34	50	TARGET	600	3	0	296649*2
257954	LGuard_PhB_L55	0	100	50	TARGET	600	3	0	296648*2
257955	DGuard_PhB_L55	0	34	50	TARGET	600	3	0	296759*2
257955	DGuard_PhB_L55	0	100	50	TARGET	600	3	0	296758*2
257963	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257964	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
257978	LGuard_RhB_L55	0	34	100	TARGET	100	3	0	296617*3
257978	LGuard_RhB_L55	36	70	100	TARGET	100	3	0	296617*2
257979	DGuard_RhB_L55	0	34	100	TARGET	100	3	0	296727*3
257979	DGuard_RhB_L55	36	70	100	TARGET	100	3	0	296727*2
257980	DrGuard_RhB_L55	0	100	100	TARGET	100	2	0	296883*2
257980	DrGuard_RhB_L55	0	34	100	TARGET	0	2	0	296883*1
257980	DrGuard_RhB_L55	36	70	100	TARGET	100	2	0	296883*2
257984	LGuard_PhB_L55	0	34	50	TARGET	600	3	0	296649*2
257984	LGuard_PhB_L55	0	100	50	TARGET	600	3	0	296648*2
257985	DGuard_PhB_L55	0	34	50	TARGET	600	3	0	296759*2
257985	DGuard_PhB_L55	0	100	50	TARGET	600	3	0	296758*2
257993	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
257994	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
258023	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
258024	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
258025	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
258068	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
258069	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
258070	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
258244	DrGuard_RhA_L55	0	34	100	TARGET	600	3	0	296883*3
258244	DrGuard_RhA_L55	0	100	100	TARGET	600	3	0	296883*2
258244	DrGuard_RhA_L55	36	70	100	TARGET	600	3	0	296883*3
259021	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
259022	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
259023	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
259026	DrGuard_WeA_L55	0	34	75	SELF	600	2	0	296884*2
259036	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
259037	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
259038	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
259041	DrGuard_WeA_L55	0	34	75	SELF	600	2	0	296884*2
259221	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
259222	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
259223	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
259226	DrGuard_WeA_L55	0	34	75	SELF	600	2	0	296884*2
259236	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
259237	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
259238	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
259241	DrGuard_WeA_L55	0	34	75	SELF	600	2	0	296884*2
259421	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
259422	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
259423	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
259426	DrGuard_WeA_L55	0	34	75	SELF	600	2	0	296884*2
259436	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
259437	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
259438	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
259441	DrGuard_WeA_L55	0	34	75	SELF	600	2	0	296884*2
259621	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
259622	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
259623	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
259626	DrGuard_WeA_L55	0	34	75	SELF	600	2	0	296884*2
259636	LGuard_ReA_L55	0	34	100	TARGET	100	1	0	296617*1
259637	DGuard_ReA_L55	0	34	100	TARGET	100	1	0	296727*1
259638	DrGuard_ReA_L55	0	34	100	TARGET	600	3	0	296883*1
259641	DrGuard_WeA_L55	0	34	75	SELF	600	2	0	296884*2
260090	LGuard_ReA_L50	0	34	100	TARGET	100	1	0	295131*1
260091	LGuard_ReA_L50	0	34	100	TARGET	100	1	0	295131*1
260092	LGuard_ReA_L50	0	34	100	TARGET	100	1	0	295131*1
260093	LGuard_ReA_L50	0	34	100	TARGET	100	1	0	295131*1
260094	LGuard_ReA_L50	0	34	100	TARGET	100	1	0	295131*1
260095	DGuard_ReA_L50	0	34	100	TARGET	100	1	0	295142*1
260096	DGuard_ReA_L50	0	34	100	TARGET	100	1	0	295142*1
260097	DGuard_ReA_L50	0	34	100	TARGET	100	1	0	295142*1
260098	DGuard_ReA_L50	0	34	100	TARGET	100	1	0	295142*1
260099	DGuard_ReA_L50	0	34	100	TARGET	100	1	0	295142*1
260100	DrGuard_ReA_L50	0	34	100	TARGET	600	3	0	295153*1
260101	DrGuard_ReA_L50	0	34	100	TARGET	600	3	0	295153*1
260102	DrGuard_ReA_L50	0	34	100	TARGET	600	3	0	295153*1
260103	DrGuard_ReA_L50	0	34	100	TARGET	600	3	0	295153*1
260104	DrGuard_ReA_L50	0	34	100	TARGET	600	3	0	295153*1
260115	DrGuard_WeA_L50	0	34	75	SELF	600	2	0	295154*2
260116	DrGuard_WeA_L50	0	34	75	SELF	600	2	0	295154*2
260117	DrGuard_WeA_L50	0	34	75	SELF	600	2	0	295154*2
260118	DrGuard_WeA_L50	0	34	75	SELF	600	2	0	295154*2
260119	DrGuard_WeA_L50	0	34	75	SELF	600	2	0	295154*2
260207	LGuard_Shield	0	34	100	TARGET	600	2	0	295074*1
260208	DGuard_Shield	0	34	100	TARGET	600	2	0	295075*1
260209	DrGuard_Shield	0	34	100	TARGET	600	2	0	295076*1
263091	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
263092	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
263093	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
263094	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
263095	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
263096	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
263097	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
263098	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
263099	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
263100	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
263101	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
263102	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
263103	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
263104	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
263105	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
263116	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
263117	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
263118	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
263119	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
263120	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
263391	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
263392	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
263393	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
263394	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
263395	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
263396	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
263397	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
263398	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
263399	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
263400	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
