npc	wake_ms	branch	order	priority	guards	kind	a1	a2	a3	place	x	y	z	pattern
283104	2000	0	0	6	set_flag_var:0	timer	2000	0	0		0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	0	1	6	set_flag_var:0	spawn	283052	1	3	self	0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	1	0	5	set_flag_var:1	timer	2000	0	0		0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	1	1	5	set_flag_var:1	spawn	283052	1	3	self	0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	2	0	4	set_flag_var:2	timer	2000	0	0		0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	2	1	4	set_flag_var:2	spawn	283052	1	3	self	0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	3	0	3	set_flag_var:3	timer	2000	0	0		0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	3	1	3	set_flag_var:3	spawn	283052	1	3	self	0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	4	0	2	set_flag_var:4	timer	2000	0	0		0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	4	1	2	set_flag_var:4	spawn	283052	1	3	self	0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	5	0	1	set_flag_var:5	timer	0	0	0		0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	5	1	1	set_flag_var:5	spawn	283052	1	3	self	0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
283104	2000	5	2	1	set_flag_var:5	despawn_self	0	0	0		0.0	0.0	0.0	IDTiamat_Tahabata_SpurtDMG
284443	900000	0	0	7		spawn	284444	1	30	self	0.0	0.0	0.0	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	1	7		spawn	284444	1	30	absolute	255.51	293.38	254.98	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	2	7		spawn	284444	1	30	self	283.65	262.81	253.88	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	3	7		spawn	284444	1	30	absolute	0.0	0.0	0.0	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	4	7		spawn	284444	1	30	absolute	271.08	230.69	254.25	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	5	7		spawn	284444	1	30	absolute	240.55	235.95	254.58	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	6	7		spawn	284444	1	30	absolute	233.52	263.56	251.74	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	7	7		spawn	284444	1	30	absolute	255.99	259.01	254.58	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	8	7		spawn	284444	1	30	absolute	265.12	256.56	243.76	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	9	7		spawn	284444	1	30	absolute	246.66	275.52	246.64	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	10	7		spawn	284444	1	30	absolute	259.67	248.04	255.91	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	11	7		spawn	284444	1	30	absolute	271.91	258.03	244.97	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	12	7		spawn	284444	1	30	absolute	255.56	292.15	258.47	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	13	7		spawn	284644	1	5	self	0.0	0.0	0.0	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	14	7		var	0	1	0	cSetIdPortal	0.0	0.0	0.0	Rune_FrostNmd_MagCircle_NoShow3
284443	900000	0	15	7		timer	0	0	0		0.0	0.0	0.0	Rune_FrostNmd_MagCircle_NoShow3
287211	10000	0	0	7		spawn	287207	1	0	absolute	247.0	247.0	20.0	Test_GHB_BFboss_65_N
287211	10000	0	1	7		despawn_self	0	0	0		0.0	0.0	0.0	Test_GHB_BFboss_65_N
287212	5000	0	0	7	set_flag_var:0	spawn	287205	1	0	self	0.0	0.0	0.0	Test_GHB_VritraPotal_65_N
701650	60000	0	0	10	is_world_flag_var:9|is_world_flag_var:5|count:0:31:32:1	var	1	0	0	C_TimeOver	0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	0	1	10	is_world_flag_var:9|is_world_flag_var:5|count:0:31:32:1	timer	0	0	0		0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	1	0	9	is_world_flag_var:5|is_world_flag_var:9|count:0:31:32:1	sysmsg	1401878	0	0		0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	1	1	9	is_world_flag_var:5|is_world_flag_var:9|count:0:31:32:1	var	0	1	0	C_Boss	0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	1	2	9	is_world_flag_var:5|is_world_flag_var:9|count:0:31:32:1	var	2	0	0	C_TimeOver	0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	1	3	9	is_world_flag_var:5|is_world_flag_var:9|count:0:31:32:1	var	2	0	0	cBox	0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	1	4	9	is_world_flag_var:5|is_world_flag_var:9|count:0:31:32:1	var	3	0	0	cWeapon	0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	1	5	9	is_world_flag_var:5|is_world_flag_var:9|count:0:31:32:1	spawn	701645	1	0	self	0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	1	6	9	is_world_flag_var:5|is_world_flag_var:9|count:0:31:32:1	timer	0	0	0		0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	2	0	7	is_world_flag_var:5|count:0:27:31:1	sysmsg	1401877	0	0		0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	2	1	7	is_world_flag_var:5|count:0:27:31:1	var	0	1	0	C_Boss	0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	3	0	6	is_world_flag_var:5|count:0:22:27:1	sysmsg	1401876	0	0		0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	3	1	6	is_world_flag_var:5|count:0:22:27:1	var	0	1	0	C_Boss	0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	4	0	5	is_world_flag_var:5|count:0:13:22:1	sysmsg	1401875	0	0		0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	4	1	5	is_world_flag_var:5|count:0:13:22:1	var	0	1	0	C_Boss	0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	5	0	2	is_world_flag_var:5|count:0:2:13:1	var	0	1	0	C_Boss	0.0	0.0	0.0	IDF5_U1_CtrlPlay
701650	60000	5	1	2	is_world_flag_var:5|count:0:2:13:1	var	1	0	0	C_Weapon	0.0	0.0	0.0	IDF5_U1_CtrlPlay
702529	3540000	0	0	3	count:0:1:2:1	sysmsg	1402386	0	0		0.0	0.0	0.0	WorldRaid_CTRL_01
702529	3540000	0	1	3	count:0:1:2:1	spawn	702549	1	5	self	0.0	0.0	0.0	WorldRaid_CTRL_01
702529	3540000	0	2	3	count:0:1:2:1	var	2	0	0	WORLDRAID_01	0.0	0.0	0.0	WorldRaid_CTRL_01
702529	3540000	0	3	3	count:0:1:2:1	despawn_self	0	0	0		0.0	0.0	0.0	WorldRaid_CTRL_01
702529	3540000	1	0	2	count:0:0:1:1	timer	60000	0	0		0.0	0.0	0.0	WorldRaid_CTRL_01
702529	3540000	1	1	2	count:0:0:1:1	sysmsg	1402385	0	0		0.0	0.0	0.0	WorldRaid_CTRL_01
702529	3540000	1	2	2	count:0:0:1:1	spawn	702550	1	65	offset	0.0	0.0	40.0	WorldRaid_CTRL_01
702530	3540000	0	0	3	count:0:1:2:1	sysmsg	1402386	0	0		0.0	0.0	0.0	WorldRaid_CTRL_02
702530	3540000	0	1	3	count:0:1:2:1	spawn	702549	1	5	self	0.0	0.0	0.0	WorldRaid_CTRL_02
702530	3540000	0	2	3	count:0:1:2:1	var	2	0	0	WORLDRAID_02	0.0	0.0	0.0	WorldRaid_CTRL_02
702530	3540000	0	3	3	count:0:1:2:1	despawn_self	0	0	0		0.0	0.0	0.0	WorldRaid_CTRL_02
702530	3540000	1	0	2	count:0:0:1:1	timer	60000	0	0		0.0	0.0	0.0	WorldRaid_CTRL_02
702530	3540000	1	1	2	count:0:0:1:1	sysmsg	1402385	0	0		0.0	0.0	0.0	WorldRaid_CTRL_02
702530	3540000	1	2	2	count:0:0:1:1	spawn	702550	1	65	offset	0.0	0.0	40.0	WorldRaid_CTRL_02
702531	3540000	0	0	3	count:0:1:2:1	sysmsg	1402386	0	0		0.0	0.0	0.0	WorldRaid_CTRL_03
702531	3540000	0	1	3	count:0:1:2:1	spawn	702549	1	5	self	0.0	0.0	0.0	WorldRaid_CTRL_03
702531	3540000	0	2	3	count:0:1:2:1	var	2	0	0	WORLDRAID_03	0.0	0.0	0.0	WorldRaid_CTRL_03
702531	3540000	0	3	3	count:0:1:2:1	despawn_self	0	0	0		0.0	0.0	0.0	WorldRaid_CTRL_03
702531	3540000	1	0	2	count:0:0:1:1	timer	60000	0	0		0.0	0.0	0.0	WorldRaid_CTRL_03
702531	3540000	1	1	2	count:0:0:1:1	sysmsg	1402385	0	0		0.0	0.0	0.0	WorldRaid_CTRL_03
702531	3540000	1	2	2	count:0:0:1:1	spawn	702550	1	65	offset	0.0	0.0	40.0	WorldRaid_CTRL_03
702532	3540000	0	0	3	count:0:1:2:1	sysmsg	1402386	0	0		0.0	0.0	0.0	WorldRaid_CTRL_04
702532	3540000	0	1	3	count:0:1:2:1	spawn	702549	1	5	self	0.0	0.0	0.0	WorldRaid_CTRL_04
702532	3540000	0	2	3	count:0:1:2:1	var	2	0	0	WORLDRAID_04	0.0	0.0	0.0	WorldRaid_CTRL_04
702532	3540000	0	3	3	count:0:1:2:1	despawn_self	0	0	0		0.0	0.0	0.0	WorldRaid_CTRL_04
702532	3540000	1	0	2	count:0:0:1:1	timer	60000	0	0		0.0	0.0	0.0	WorldRaid_CTRL_04
702532	3540000	1	1	2	count:0:0:1:1	sysmsg	1402385	0	0		0.0	0.0	0.0	WorldRaid_CTRL_04
702532	3540000	1	2	2	count:0:0:1:1	spawn	702550	1	65	offset	0.0	0.0	40.0	WorldRaid_CTRL_04
702533	3540000	0	0	3	count:0:1:2:1	sysmsg	1402386	0	0		0.0	0.0	0.0	WorldRaid_CTRL_05
702533	3540000	0	1	3	count:0:1:2:1	spawn	702549	1	5	self	0.0	0.0	0.0	WorldRaid_CTRL_05
702533	3540000	0	2	3	count:0:1:2:1	var	2	0	0	WORLDRAID_05	0.0	0.0	0.0	WorldRaid_CTRL_05
702533	3540000	0	3	3	count:0:1:2:1	despawn_self	0	0	0		0.0	0.0	0.0	WorldRaid_CTRL_05
702533	3540000	1	0	2	count:0:0:1:1	timer	60000	0	0		0.0	0.0	0.0	WorldRaid_CTRL_05
702533	3540000	1	1	2	count:0:0:1:1	sysmsg	1402385	0	0		0.0	0.0	0.0	WorldRaid_CTRL_05
702533	3540000	1	2	2	count:0:0:1:1	spawn	702550	1	65	offset	0.0	0.0	40.0	WorldRaid_CTRL_05
702534	3540000	0	0	3	count:0:1:2:1	sysmsg	1402386	0	0		0.0	0.0	0.0	WorldRaid_CTRL_06
702534	3540000	0	1	3	count:0:1:2:1	spawn	702549	1	5	self	0.0	0.0	0.0	WorldRaid_CTRL_06
702534	3540000	0	2	3	count:0:1:2:1	var	2	0	0	WORLDRAID_06	0.0	0.0	0.0	WorldRaid_CTRL_06
702534	3540000	0	3	3	count:0:1:2:1	despawn_self	0	0	0		0.0	0.0	0.0	WorldRaid_CTRL_06
702534	3540000	1	0	2	count:0:0:1:1	timer	60000	0	0		0.0	0.0	0.0	WorldRaid_CTRL_06
702534	3540000	1	1	2	count:0:0:1:1	sysmsg	1402385	0	0		0.0	0.0	0.0	WorldRaid_CTRL_06
702534	3540000	1	2	2	count:0:0:1:1	spawn	702550	1	65	offset	0.0	0.0	40.0	WorldRaid_CTRL_06
702535	3540000	0	0	3	count:0:1:2:1	sysmsg	1402386	0	0		0.0	0.0	0.0	WorldRaid_CTRL_07
702535	3540000	0	1	3	count:0:1:2:1	spawn	702549	1	5	self	0.0	0.0	0.0	WorldRaid_CTRL_07
702535	3540000	0	2	3	count:0:1:2:1	var	2	0	0	WORLDRAID_07	0.0	0.0	0.0	WorldRaid_CTRL_07
702535	3540000	0	3	3	count:0:1:2:1	despawn_self	0	0	0		0.0	0.0	0.0	WorldRaid_CTRL_07
702535	3540000	1	0	2	count:0:0:1:1	timer	60000	0	0		0.0	0.0	0.0	WorldRaid_CTRL_07
702535	3540000	1	1	2	count:0:0:1:1	sysmsg	1402385	0	0		0.0	0.0	0.0	WorldRaid_CTRL_07
702535	3540000	1	2	2	count:0:0:1:1	spawn	702550	1	65	offset	0.0	0.0	40.0	WorldRaid_CTRL_07
702536	3540000	0	0	3	count:0:1:2:1	sysmsg	1402386	0	0		0.0	0.0	0.0	WorldRaid_CTRL_08
702536	3540000	0	1	3	count:0:1:2:1	spawn	702549	1	5	self	0.0	0.0	0.0	WorldRaid_CTRL_08
702536	3540000	0	2	3	count:0:1:2:1	var	2	0	0	WORLDRAID_08	0.0	0.0	0.0	WorldRaid_CTRL_08
702536	3540000	0	3	3	count:0:1:2:1	despawn_self	0	0	0		0.0	0.0	0.0	WorldRaid_CTRL_08
702536	3540000	1	0	2	count:0:0:1:1	timer	60000	0	0		0.0	0.0	0.0	WorldRaid_CTRL_08
702536	3540000	1	1	2	count:0:0:1:1	sysmsg	1402385	0	0		0.0	0.0	0.0	WorldRaid_CTRL_08
702536	3540000	1	2	2	count:0:0:1:1	spawn	702550	1	65	offset	0.0	0.0	40.0	WorldRaid_CTRL_08
702537	3540000	0	0	3	count:0:1:2:1	sysmsg	1402386	0	0		0.0	0.0	0.0	WorldRaid_CTRL_09
702537	3540000	0	1	3	count:0:1:2:1	spawn	702549	1	5	self	0.0	0.0	0.0	WorldRaid_CTRL_09
702537	3540000	0	2	3	count:0:1:2:1	var	2	0	0	WORLDRAID_09	0.0	0.0	0.0	WorldRaid_CTRL_09
702537	3540000	0	3	3	count:0:1:2:1	despawn_self	0	0	0		0.0	0.0	0.0	WorldRaid_CTRL_09
702537	3540000	1	0	2	count:0:0:1:1	timer	60000	0	0		0.0	0.0	0.0	WorldRaid_CTRL_09
702537	3540000	1	1	2	count:0:0:1:1	sysmsg	1402385	0	0		0.0	0.0	0.0	WorldRaid_CTRL_09
702537	3540000	1	2	2	count:0:0:1:1	spawn	702550	1	65	offset	0.0	0.0	40.0	WorldRaid_CTRL_09
799670	3000	0	0	6	set_flag_var:1	say	1500418	0	0		0.0	0.0	0.0	IDYun_Ariana5
799670	3000	0	1	6	set_flag_var:1	spawn	800227	1	0	absolute	193.31	435.41	262.0	IDYun_Ariana5
799670	3000	0	2	6	set_flag_var:1	spawn	800227	1	0	absolute	193.31	435.41	262.0	IDYun_Ariana5
799670	3000	0	3	6	set_flag_var:1	timer	3000	0	0		0.0	0.0	0.0	IDYun_Ariana5
799670	3000	1	0	5	set_flag_var:2	say	1500419	0	0		0.0	0.0	0.0	IDYun_Ariana5
799670	3000	1	1	5	set_flag_var:2	spawn	800228	1	0	absolute	193.31	435.41	262.0	IDYun_Ariana5
799670	3000	1	2	5	set_flag_var:2	timer	4000	0	0		0.0	0.0	0.0	IDYun_Ariana5
799670	3000	2	0	4	set_flag_var:3	spawn	800227	1	0	absolute	193.31	435.41	262.0	IDYun_Ariana5
799670	3000	2	1	4	set_flag_var:3	timer	2000	0	0		0.0	0.0	0.0	IDYun_Ariana5
799670	3000	3	0	3	set_flag_var:4	spawn	800228	1	0	absolute	193.31	435.41	262.0	IDYun_Ariana5
799670	3000	3	1	3	set_flag_var:4	timer	3000	0	0		0.0	0.0	0.0	IDYun_Ariana5
799670	3000	4	0	2	set_flag_var:5	spawn	800229	1	0	absolute	193.31	435.41	262.0	IDYun_Ariana5
799670	3000	4	1	2	set_flag_var:5	spawn	800229	1	0	absolute	193.31	435.41	262.0	IDYun_Ariana5
799670	3000	4	2	2	set_flag_var:5	timer	4000	0	0		0.0	0.0	0.0	IDYun_Ariana5
799670	3000	5	0	1	set_flag_var:6	spawn	800230	1	0	absolute	193.31	435.41	262.0	IDYun_Ariana5
799670	3000	5	1	1	set_flag_var:6	spawn	800230	1	0	absolute	193.31	435.41	262.0	IDYun_Ariana5
799670	3000	5	2	1	set_flag_var:6	timer	0	0	0		0.0	0.0	0.0	IDYun_Ariana5
855238	5000	0	0	7	set_flag_var:0	spawn	855206	1	50	self	0.0	0.0	0.0	WorldRaid_Turret_Assult_3
855238	5000	0	1	7	set_flag_var:0	spawn	855207	1	50	self	0.0	0.0	0.0	WorldRaid_Turret_Assult_3
855238	5000	0	2	7	set_flag_var:0	spawn	855208	1	50	self	0.0	0.0	0.0	WorldRaid_Turret_Assult_3
855239	5000	0	0	7	set_flag_var:0	spawn	855206	1	50	self	0.0	0.0	0.0	WorldRaid_Turret_Assult_4
855239	5000	0	1	7	set_flag_var:0	spawn	855207	1	50	self	0.0	0.0	0.0	WorldRaid_Turret_Assult_4
855239	5000	0	2	7	set_flag_var:0	spawn	855208	1	50	self	0.0	0.0	0.0	WorldRaid_Turret_Assult_4
855239	5000	0	3	7	set_flag_var:0	spawn	855209	1	50	self	0.0	0.0	0.0	WorldRaid_Turret_Assult_4
855432	6000	0	0	8	count:0:5:6:1	var	10	0	0	VRITRA	0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	0	1	8	count:0:5:6:1	spawn	856350	1	0	self	0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	0	2	8	count:0:5:6:1	despawn_self	0	0	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	1	0	7	count:0:4:5:1	timer	13000	0	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	1	1	7	count:0:4:5:1	sysmsg	1402720	0	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	1	2	7	count:0:4:5:1	broadcast	22633	100	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	1	3	7	count:0:4:5:1	spawn	855538	1	0	self	0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	2	0	6	count:0:3:4:1	sysmsg	1402719	0	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	2	1	6	count:0:3:4:1	broadcast	22632	100	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	3	0	5	count:0:2:3:1	broadcast	22631	100	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	3	1	5	count:0:2:3:1	timer	300000	0	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	4	0	4	count:0:1:2:1	sysmsg	1402719	0	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	4	1	4	count:0:1:2:1	timer	60000	0	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	5	0	2	count:0:0:1:1	sysmsg	1402717	0	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855432	6000	5	1	2	count:0:0:1:1	timer	294000	0	0		0.0	0.0	0.0	IDSeal_Boss_Lv3_Timer
855451	60000	0	0	98	count:0:100:101:1	var	10	0	0	VRITRA	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	0	1	98	count:0:100:101:1	sysmsg	1402720	0	0		0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	0	2	98	count:0:100:101:1	spawn	855539	1	0	self	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	0	3	98	count:0:100:101:1	spawn	856350	1	0	self	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	0	4	98	count:0:100:101:1	despawn_self	0	0	0		0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	1	0	16	count:0:14:15:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	1	1	16	count:0:14:15:1	timer	0	0	0		0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	2	0	15	count:0:13:14:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	3	0	14	count:0:12:13:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	3	1	14	count:0:12:13:1	sysmsg	1402725	0	0		0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	3	2	14	count:0:12:13:1	timer	26000	0	0		0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	4	0	13	count:0:11:12:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	5	0	12	count:0:10:11:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	6	0	11	count:0:9:10:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	7	0	10	count:0:8:9:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	8	0	9	count:0:7:8:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	9	0	8	count:0:6:7:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	10	0	7	count:0:5:6:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	11	0	6	count:0:4:5:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	11	1	6	count:0:4:5:1	timer	15000	0	0		0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	12	0	5	count:0:3:4:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	13	0	4	count:0:2:3:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	13	1	4	count:0:2:3:1	sysmsg	1402724	0	0		0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	14	0	3	count:0:1:2:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855451	60000	15	0	2	count:0:0:1:1	var	0	-1	0	VRITRA_TIMER_2	0.0	0.0	0.0	IDSeal_TrueBoss_Timer
855755	60000	0	0	1000	chance:33|set_flag_var:1	timer	60000	0	0		0.0	0.0	0.0	Legion_01_132
855755	60000	0	1	1000	chance:33|set_flag_var:1	spawn	855773	14	0	absolute	231.0	278.0	96.0	Legion_01_132
855755	60000	0	2	1000	chance:33|set_flag_var:1	spawn	855773	13	0	absolute	221.0	256.0	96.0	Legion_01_132
855755	60000	0	3	1000	chance:33|set_flag_var:1	spawn	855773	13	0	absolute	241.0	257.0	96.0	Legion_01_132
855755	60000	0	4	1000	chance:33|set_flag_var:1	spawn	856302	1	0	self	0.0	0.0	0.0	Legion_01_132
855755	60000	1	0	990	chance:33|set_flag_var:1	timer	60000	0	0		0.0	0.0	0.0	Legion_01_132
855755	60000	1	1	990	chance:33|set_flag_var:1	spawn	855772	14	0	absolute	231.0	278.0	96.0	Legion_01_132
855755	60000	1	2	990	chance:33|set_flag_var:1	spawn	855772	13	0	absolute	221.0	256.0	96.0	Legion_01_132
855755	60000	1	3	990	chance:33|set_flag_var:1	spawn	855772	13	0	absolute	241.0	257.0	96.0	Legion_01_132
855755	60000	1	4	990	chance:33|set_flag_var:1	spawn	856302	1	0	self	0.0	0.0	0.0	Legion_01_132
855755	60000	2	0	980	set_flag_var:1	timer	60000	0	0		0.0	0.0	0.0	Legion_01_132
855755	60000	2	1	980	set_flag_var:1	spawn	855771	14	0	absolute	231.0	278.0	96.0	Legion_01_132
855755	60000	2	2	980	set_flag_var:1	spawn	855771	13	0	absolute	221.0	256.0	96.0	Legion_01_132
855755	60000	2	3	980	set_flag_var:1	spawn	855771	13	0	absolute	241.0	257.0	96.0	Legion_01_132
855755	60000	2	4	980	set_flag_var:1	spawn	856302	1	0	self	0.0	0.0	0.0	Legion_01_132
855755	60000	3	0	900	chance:33|set_flag_var:2	timer	60000	0	0		0.0	0.0	0.0	Legion_01_132
855755	60000	3	1	900	chance:33|set_flag_var:2	var	1	0	0	t2_fobj_on	0.0	0.0	0.0	Legion_01_132
855755	60000	3	2	900	chance:33|set_flag_var:2	spawn	856134	1	0	absolute	251.3	264.4	97.0	Legion_01_132
855755	60000	3	3	900	chance:33|set_flag_var:2	spawn	856134	1	0	absolute	231.1	243.8	97.0	Legion_01_132
855755	60000	3	4	900	chance:33|set_flag_var:2	spawn	856134	1	0	absolute	211.5	264.1	97.0	Legion_01_132
855755	60000	3	5	900	chance:33|set_flag_var:2	spawn	856134	1	0	absolute	231.0	285.5	97.0	Legion_01_132
855755	60000	3	6	900	chance:33|set_flag_var:2	spawn	856302	1	0	self	0.0	0.0	0.0	Legion_01_132
855755	60000	3	7	900	chance:33|set_flag_var:2	sysmsg	1402874	0	0		0.0	0.0	0.0	Legion_01_132
855755	60000	4	0	890	chance:33|set_flag_var:2	timer	60000	0	0		0.0	0.0	0.0	Legion_01_132
855755	60000	4	1	890	chance:33|set_flag_var:2	var	1	0	0	t2_fobj_on	0.0	0.0	0.0	Legion_01_132
855755	60000	4	2	890	chance:33|set_flag_var:2	spawn	856135	1	0	absolute	251.3	264.4	97.0	Legion_01_132
855755	60000	4	3	890	chance:33|set_flag_var:2	spawn	856135	1	0	absolute	231.1	243.8	97.0	Legion_01_132
855755	60000	4	4	890	chance:33|set_flag_var:2	spawn	856135	1	0	absolute	211.5	264.1	97.0	Legion_01_132
855755	60000	4	5	890	chance:33|set_flag_var:2	spawn	856135	1	0	absolute	231.0	285.5	97.0	Legion_01_132
855755	60000	4	6	890	chance:33|set_flag_var:2	spawn	856302	1	0	self	0.0	0.0	0.0	Legion_01_132
855755	60000	4	7	890	chance:33|set_flag_var:2	sysmsg	1402874	0	0		0.0	0.0	0.0	Legion_01_132
855755	60000	5	0	880	set_flag_var:2	timer	60000	0	0		0.0	0.0	0.0	Legion_01_132
855755	60000	5	1	880	set_flag_var:2	var	1	0	0	t2_fobj_on	0.0	0.0	0.0	Legion_01_132
855755	60000	5	2	880	set_flag_var:2	spawn	856136	1	0	absolute	251.3	264.4	97.0	Legion_01_132
855755	60000	5	3	880	set_flag_var:2	spawn	856136	1	0	absolute	231.1	243.8	97.0	Legion_01_132
855755	60000	5	4	880	set_flag_var:2	spawn	856136	1	0	absolute	211.5	264.1	97.0	Legion_01_132
855755	60000	5	5	880	set_flag_var:2	spawn	856136	1	0	absolute	231.0	285.5	97.0	Legion_01_132
855755	60000	5	6	880	set_flag_var:2	spawn	856302	1	0	self	0.0	0.0	0.0	Legion_01_132
855755	60000	5	7	880	set_flag_var:2	sysmsg	1402874	0	0		0.0	0.0	0.0	Legion_01_132
855755	60000	6	0	800	chance:33|set_flag_var:3	var	3	0	0	boss_on	0.0	0.0	0.0	Legion_01_132
855755	60000	6	1	800	chance:33|set_flag_var:3	spawn	856302	1	0	self	0.0	0.0	0.0	Legion_01_132
855755	60000	6	2	800	chance:33|set_flag_var:3	timer	5000	0	0		0.0	0.0	0.0	Legion_01_132
855755	60000	7	0	790	chance:33|set_flag_var:3	var	2	0	0	boss_on	0.0	0.0	0.0	Legion_01_132
