npc_id	pattern	send_range	receives	name
258130	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	quartermaster
277187	LDF5_LGuard_DisputeRvR_Defend_PM_Ke	0	1	ahserion reserve defender captain
277188	LDF5_DisputeRvR_Hide_As	0	1	ahserion reserve assault leader
277193	LDF5_DisputeRvR_Debuff_Ba	0	1	ahserion reserve drummer
277195	LDF5_LGuard_DisputePvP_Hide_PM_Ae	0	1	ahserion reserve elite ambusher
277196	LDF5_DisputePvP_Strike_Gu	0	1	ahserion reserve elite striker
277198	LDF5_LGuard_DisputePvP_Strike_MRArea_We	0	1	ahserion reserve magus
277199	LDF5_DisputePvP_Debuff_Ba	0	1	ahserion reserve drumcaptain
277200	LDF5_LGuard_DisputeRvR_Defend_PM_Ke	0	1	ahserion army defender captain
277209	LDF5_DisputePvP_Strike_Gu	0	1	ahserion army elite striker
277210	LDF5_LGuard_DisputePvP_Support_HBuff_Pn	0	1	ahserion army medic
277211	LDF5_LGuard_DisputePvP_Strike_MRArea_We	0	1	ahserion army magus
277212	LDF5_DisputePvP_Debuff_Ba	0	1	ahserion army drumcaptain
277242	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	ahserion reserve adjutant fighter
277771	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	belani aegis
277775	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	aspamon aegis
277779	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	atasin aegis
277783	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	disilgot aegis
279660	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	master krotan bodyguard
279685	LDF5_LGuard_DisputePvP_Support_HBuff_Pe	0	1	master krotan medical officer
279700	LDF5_LGuard_DisputePvP_Strike_MRArea_We	0	1	krotan sirenstorm
279715	LDF5_LGuard_DisputePvP_Watch_PR_Re	25	1	master krotan deadeye
279725	LDF5_LGuard_DisputePvP_Strike_PR_Ge	0	1	krotan steel sentinel
279732	LDF5_LGuard_DisputeRvR_Charge_PM_Fe	0	1	krotan officer
279754	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	miren blade sergeant
279779	LDF5_LGuard_DisputePvP_Support_HBuff_Pe	0	1	miren flesh binder
279794	LDF5_LGuard_DisputePvP_Strike_MRArea_We	0	1	miren aether master
279809	LDF5_LGuard_DisputePvP_Watch_PR_Re	25	1	miren visionary
279819	LDF5_LGuard_DisputePvP_Strike_PR_Ge	0	1	miren lookout
279829	LDF5_LGuard_DisputeRvR_Charge_PM_Fe	0	1	miren contending officer
279858	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	kysis wardship lieutenant
279883	LDF5_LGuard_DisputePvP_Support_HBuff_Pe	0	1	kysis voltaic maven
279898	LDF5_LGuard_DisputePvP_Strike_MRArea_We	0	1	kysis azureflame maven
279913	LDF5_LGuard_DisputePvP_Watch_PR_Re	25	1	kysis stalksman lieutenant
279923	LDF5_LGuard_DisputePvP_Strike_PR_Ge	0	1	elite kysis sapphire sentinel
279926	LDF5_LGuard_DisputeRvR_Charge_PM_Fe	0	1	kysis warden
297115	LDF5_LGuard_DisputeRvR_Charge_PM_Fe	0	1	veteran warguard
297116	LDF5_LGuard_DisputeRvR_Support_Deform_Ee	0	1	veteran aetherguard
297184	Gab1_Sub_Portal_Breaker_Officer	50	0	ahserion troopers commander
297185	Gab1_Sub_Tank_Destroyer	20	0	ahserion reserve assault leader
297190	Gab1_Sub_Pod_Sum_Vri_Fi	0	1	ahserion troopers defender captain
297191	Gab1_Sub_Pod_Sum_Vri_As	0	1	ahserion troopers assassin
297192	Gab1_Sub_Pod_Sum_Vri_Wi	0	1	ahserion troopers sorcerer
800511	LDF5_DGuard_DisputeRvR_Defend_PM_Ke	0	1	nohrn
800512	LDF5_LGuard_DisputeRvR_Defend_PM_Ke	0	1	ionia
880751	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	belfarth aegis
880755	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	aspatyr aegis
880759	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	atair aegis
880763	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	disilveir aegis
880767	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	beling aegis
880771	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	aspar aegis
880775	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	atangal aegis
880779	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	disiltroll aegis
880783	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	belsal aegis
880787	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	aspal aegis
880791	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	ataj aegis
880795	LDF5_LGuard_DisputePvP_Charge_PM_Fn	0	1	disilheim aegis
881599	LDF5_Fortress_VGuardBoss_Fi	50	0	pashid bind point commander
881600	LDF5_Fortress_VGuardBoss_Ra	50	0	pashid bind point search captain
881601	LDF5_Fortress_VGuardBoss_Wi	50	0	pashid bind point prime sorceress
881738	LDF5_LGuard_DisputePvP_Charge_PM_Fe	0	1	baranath elite war subjugator
881753	LDF5_LGuard_DisputePvP_Watch_PR_Rn	25	1	baranath elite sentry subjugator
881768	LDF5_LGuard_DisputePvP_Strike_MRArea_Wn	0	1	baranath elite battlemage
881783	LDF5_LGuard_DisputePvP_Support_HBuff_Pn	0	1	baranath elite healing subjugator
881798	LDF5_LGuard_DisputePvP_Charge_PM_Fe	0	1	baranath elite warcaptain
881858	LDF5_LGuard_DisputePvP_Charge_PM_Fe	0	1	balaur savant soldier
881873	LDF5_LGuard_DisputePvP_Watch_PR_Rn	25	1	balaur savant shooter
881888	LDF5_LGuard_DisputePvP_Strike_MRArea_Wn	0	1	balaur savant mage
