string_id	name	uses
1501282	STR_CHAT_F4_Rotation_Buff_02_Talked	1
1501281	STR_CHAT_F4_Rotation_Buff_02_WakeUp	1
1501284	STR_CHAT_F4_Rotation_Buff_03_Talked	1
1501283	STR_CHAT_F4_Rotation_Buff_03_WakeUp	1
349770	STR_CHAT_F5_GuardianBoss_01	2
349771	STR_CHAT_F5_GuardianBoss_02	1
349772	STR_CHAT_F5_GuardianBoss_03	2
349773	STR_CHAT_F5_GuardianBoss_04	1
349769	STR_CHAT_F5_GuardianBoss_Start	2
1501748	STR_CHAT_F6Radi_Boss_01	1
1501749	STR_CHAT_F6Radi_Boss_02	20
1501750	STR_CHAT_F6Radi_Boss_03	4
1501751	STR_CHAT_F6Radi_Boss_04	5
1501752	STR_CHAT_F6Radi_Dark_Boss_01	1
1501753	STR_CHAT_F6Radi_Dark_Boss_02	19
1501754	STR_CHAT_F6Radi_Dark_Boss_03	4
1501755	STR_CHAT_F6Radi_Dark_Boss_04	5
1501540	STR_CHAT_F6_Event_G1_Da_Boss_Change_Gossip_01	1
1501534	STR_CHAT_F6_Event_G1_Da_Boss_Spawn_Gossip_01	1
1501535	STR_CHAT_F6_Event_G1_Da_Boss_Spawn_Gossip_02	1
1501536	STR_CHAT_F6_Event_G1_Da_Boss_Spawn_Gossip_03	1
1501541	STR_CHAT_F6_Event_G1_Li_Boss_Change_Gossip_01	1
1501537	STR_CHAT_F6_Event_G1_Li_Boss_Spawn_Gossip_01	1
1501538	STR_CHAT_F6_Event_G1_Li_Boss_Spawn_Gossip_02	1
1501539	STR_CHAT_F6_Event_G1_Li_Boss_Spawn_Gossip_03	1
1501554	STR_CHAT_F6_Free_Dejabobo_Gossip_01	1
1501555	STR_CHAT_F6_Free_Dejabobo_Gossip_02	1
1501556	STR_CHAT_F6_Free_Dejabobo_Gossip_03	1
1501531	STR_CHAT_F6_Free_Guard_Gossip_01	2
1501532	STR_CHAT_F6_Free_Guard_Gossip_02	2
1501533	STR_CHAT_F6_Free_Guard_Gossip_03	2
1501557	STR_CHAT_F6_Free_Wizabobo_Gossip_01	1
1501558	STR_CHAT_F6_Free_Wizabobo_Gossip_02	1
1501559	STR_CHAT_F6_Free_Wizabobo_Gossip_03	1
1501415	STR_CHAT_F6_G1_Event_DFBoss_Gossip_01	2
1501416	STR_CHAT_F6_G2_Event_Boss_Gossip_01	4
341518	STR_CHAT_Field_NPC_HelpCall_Male_3_Batk_B	1
1501157	STR_CHAT_Gab1_Sub_Boss_01	1
1501158	STR_CHAT_Gab1_Sub_Boss_02	1
1501159	STR_CHAT_Gab1_Sub_Boss_03	1
1501160	STR_CHAT_Gab1_Sub_Boss_04	1
1501161	STR_CHAT_Gab1_Sub_Boss_05	1
1501162	STR_CHAT_Gab1_Sub_Boss_06	1
1501163	STR_CHAT_Gab1_Sub_Boss_07	1
1501164	STR_CHAT_Gab1_Sub_Boss_08	2
1501165	STR_CHAT_Gab1_Sub_Boss_09	8
342358	STR_CHAT_Gateboss_Patterns_01	2
341791	STR_CHAT_GhostElim1_50_Ah_1_Die_b	1
341790	STR_CHAT_GhostElim1_50_Ah_1_Katk10_b	1
341789	STR_CHAT_GhostElim1_50_Ah_1_Katk11_b	1
341788	STR_CHAT_GhostElim1_50_Ah_1_Kcast2_b	1
340920	STR_CHAT_GuardianCheif_AIPAttern_1	3
340921	STR_CHAT_GuardianCheif_AIPAttern_2	6
340922	STR_CHAT_GuardianCheif_AIPAttern_3	3
1500553	STR_CHAT_HLFP_AgrintFall_Gossip1	2
1500554	STR_CHAT_HLFP_AgrintFall_Gossip2	2
1500549	STR_CHAT_HLFP_AgrintSpring_Gossip1	2
1500550	STR_CHAT_HLFP_AgrintSpring_Gossip2	2
1500551	STR_CHAT_HLFP_AgrintSummer_Gossip1	2
1500552	STR_CHAT_HLFP_AgrintSummer_Gossip2	2
1500555	STR_CHAT_HLFP_AgrintWinter_Gossip1	3
1500556	STR_CHAT_HLFP_AgrintWinter_Gossip2	3
342230	STR_CHAT_Hierarch_01	1
342263	STR_CHAT_Hierarch_05	1
342265	STR_CHAT_Hierarch_07	1
1500142	STR_CHAT_Hierarch_Patterns_01	1
1500143	STR_CHAT_Hierarch_Patterns_02	1
1500144	STR_CHAT_Hierarch_Patterns_03	1
1500145	STR_CHAT_Hierarch_Patterns_04	1
1501451	STR_CHAT_HighDeva_DC1_Conversation_01	1
1501452	STR_CHAT_HighDeva_DC1_Conversation_02	1
1501453	STR_CHAT_HighDeva_DC1_Conversation_03	1
1501454	STR_CHAT_HighDeva_DC1_Conversation_04	1
1501455	STR_CHAT_HighDeva_DC1_Conversation_05	1
1501456	STR_CHAT_HighDeva_DC1_Conversation_06	1
1501457	STR_CHAT_HighDeva_DC1_Conversation_07	1
1501458	STR_CHAT_HighDeva_DC1_Conversation_08	1
1501459	STR_CHAT_HighDeva_DC1_Conversation_09	1
1501428	STR_CHAT_HighDeva_LC1_Conversation_01	1
1501429	STR_CHAT_HighDeva_LC1_Conversation_02	1
1501430	STR_CHAT_HighDeva_LC1_Conversation_03	1
1501431	STR_CHAT_HighDeva_LC1_Conversation_04	1
1501432	STR_CHAT_HighDeva_LC1_Conversation_05	1
1501433	STR_CHAT_HighDeva_LC1_Conversation_06	1
1501434	STR_CHAT_HighDeva_LC1_Conversation_07	1
1501435	STR_CHAT_HighDeva_LC1_Conversation_08	1
1501436	STR_CHAT_HighDeva_LC1_Conversation_09	1
1500581	STR_CHAT_Hugen_01	1
1500582	STR_CHAT_Hugen_02	1
1500583	STR_CHAT_Hugen_03	1
341865	STR_CHAT_IDAb1_Dreadgion_Boss_001_katk2_b	1
341962	STR_CHAT_IDAb1_Dreadgion_DrakanCl_50_Ae_kcast8_b	1
1501888	STR_CHAT_IDAb1_Ere_1R_DG_01	1
1501889	STR_CHAT_IDAb1_Ere_1R_DG_02	1
1501890	STR_CHAT_IDAb1_Ere_1R_DG_03	1
1501907	STR_CHAT_IDAb1_Ere_1R_DG_05	1
1501892	STR_CHAT_IDAb1_Ere_1R_G_02	1
1501894	STR_CHAT_IDAb1_Ere_1R_G_04	1
1501899	STR_CHAT_IDAb1_Ere_1R_G_07	1
1501904	STR_CHAT_IDAb1_Ere_1R_G_10	1
1501906	STR_CHAT_IDAb1_Ere_1R_G_11	1
1501926	STR_CHAT_IDAb1_Ere_1R_G_20	1
1501826	STR_CHAT_IDAb1_Ere_1Round_Gossip_01	1
1501827	STR_CHAT_IDAb1_Ere_1Round_Gossip_02	1
1501828	STR_CHAT_IDAb1_Ere_1Round_Gossip_03	1
1501831	STR_CHAT_IDAb1_Ere_1Round_Gossip_06	1
1501832	STR_CHAT_IDAb1_Ere_1Round_Gossip_07	2
1501833	STR_CHAT_IDAb1_Ere_1Round_Gossip_08	1
1501834	STR_CHAT_IDAb1_Ere_1Round_Gossip_09	2
1501835	STR_CHAT_IDAb1_Ere_1Round_Gossip_10	2
1501836	STR_CHAT_IDAb1_Ere_1Round_Gossip_11	1
1501837	STR_CHAT_IDAb1_Ere_1Round_Gossip_12	1
1501838	STR_CHAT_IDAb1_Ere_1Round_Gossip_13	1
1501839	STR_CHAT_IDAb1_Ere_1Round_Gossip_14	1
1501840	STR_CHAT_IDAb1_Ere_1Round_Gossip_15	1
1501875	STR_CHAT_IDAb1_Ere_1Round_Gossip_36	1
1501887	STR_CHAT_IDAb1_Ere_1Round_Gossip_40	1
1501796	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_01	2
1501797	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_02	2
1501798	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_03	2
1501799	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_04	6
1501800	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_05	6
1501801	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_06	12
1501802	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_07	20
1501803	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_08	12
1501804	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_09	12
1501805	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_10	6
1501806	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_11	4
1501807	STR_CHAT_IDAb1_Ere_Final_Boss_Gossip_12	6
1501879	STR_CHAT_IDAb1_Ere_Final_Boss_Hero_Gossip_01	2
1501809	STR_CHAT_IDAb1_Ere_Hero_Gossip_01	1
1501810	STR_CHAT_IDAb1_Ere_Hero_Gossip_02	1
1501811	STR_CHAT_IDAb1_Ere_Hero_Gossip_03	1
1501812	STR_CHAT_IDAb1_Ere_Hero_Gossip_04	1
1501818	STR_CHAT_IDAb1_Ere_Leader_Gossip_01	1
1501819	STR_CHAT_IDAb1_Ere_Leader_Gossip_02	2
1501820	STR_CHAT_IDAb1_Ere_Leader_Gossip_03	5
1501792	STR_CHAT_IDAb1_Ere_Normal_Gossip_01	4
1501793	STR_CHAT_IDAb1_Ere_Normal_Gossip_02	10
1501794	STR_CHAT_IDAb1_Ere_Normal_Gossip_03	2
1501795	STR_CHAT_IDAb1_Ere_Normal_Gossip_04	3
1501814	STR_CHAT_IDAb1_Ere_Smigol_Gossip_01	1
1501815	STR_CHAT_IDAb1_Ere_Smigol_Gossip_02	10
1501816	STR_CHAT_IDAb1_Ere_Smigol_Gossip_03	1
1501817	STR_CHAT_IDAb1_Ere_Smigol_Gossip_04	1
1501821	STR_CHAT_IDAb1_Ere_Sub_Gossip_01	1
1501822	STR_CHAT_IDAb1_Ere_Sub_Gossip_02	2
1501823	STR_CHAT_IDAb1_Ere_Sub_Gossip_05	1
1501824	STR_CHAT_IDAb1_Ere_Sub_Gossip_06	1
1501825	STR_CHAT_IDAb1_Ere_Sub_Gossip_07	2
1501808	STR_CHAT_IDAb1_Ere_Witch_Gossip_01	4
1501813	STR_CHAT_IDAb1_Ere_Witch_Gossip_02	5
1501946	STR_CHAT_IDAb1_Heroes_Boss_01	2
1501947	STR_CHAT_IDAb1_Heroes_Boss_02	1
1501948	STR_CHAT_IDAb1_Heroes_Boss_03	1
1501949	STR_CHAT_IDAb1_Heroes_Boss_04	1
1501950	STR_CHAT_IDAb1_Heroes_Boss_05	3
1501951	STR_CHAT_IDAb1_Heroes_Boss_06	3
1501952	STR_CHAT_IDAb1_Heroes_Boss_07	2
1501953	STR_CHAT_IDAb1_Heroes_Boss_08	2
1501954	STR_CHAT_IDAb1_Heroes_Boss_09	3
1501955	STR_CHAT_IDAb1_Heroes_Boss_10	3
1501938	STR_CHAT_IDAb1_Heroes_Witch_01	1
1501939	STR_CHAT_IDAb1_Heroes_Witch_02	1
1501940	STR_CHAT_IDAb1_Heroes_Witch_03	1
1501941	STR_CHAT_IDAb1_Heroes_Witch_04	1
1501942	STR_CHAT_IDAb1_Heroes_Witch_05	1
1501943	STR_CHAT_IDAb1_Heroes_Witch_06	1
1501944	STR_CHAT_IDAb1_Heroes_Witch_07	1
1501945	STR_CHAT_IDAb1_Heroes_Witch_08	1
341679	STR_CHAT_IDAb1_MC_Naga_AIPattern_1	1
341680	STR_CHAT_IDAb1_MC_Naga_AIPattern_2	1
341681	STR_CHAT_IDAb1_MC_Naga_AIPattern_3	1
341682	STR_CHAT_IDAb1_MC_Naga_AIPattern_4	1
341683	STR_CHAT_IDAb1_MC_Naga_AIPattern_5	1
341684	STR_CHAT_IDAb1_MC_Naga_AIPattern_6	1
341685	STR_CHAT_IDAb1_MC_Naga_AIPattern_7	1
341686	STR_CHAT_IDAb1_MC_Naga_AIPattern_8	1
1501956	STR_CHAT_IDAbRe_Core_03_Boss_01	1
1501957	STR_CHAT_IDAbRe_Core_03_Boss_02	1
1501958	STR_CHAT_IDAbRe_Core_03_Boss_03	1
1501959	STR_CHAT_IDAbRe_Core_03_Boss_04	6
1501960	STR_CHAT_IDAbRe_Core_03_Boss_05	4
1501963	STR_CHAT_IDAbRe_Core_03_Doll_Monster_01	1
1501964	STR_CHAT_IDAbRe_Core_03_Doll_Monster_02	1
1501965	STR_CHAT_IDAbRe_Core_03_Doll_Monster_03	1
1501966	STR_CHAT_IDAbRe_Core_03_Doll_Monster_04	3
1500011	STR_CHAT_IDAbRe_Core_Boss_ElementalkingE_Wi_55_Al_Die1	2
1500007	STR_CHAT_IDAbRe_Core_Boss_ElementalkingE_Wi_55_Al_Skill1	2
1500008	STR_CHAT_IDAbRe_Core_Boss_ElementalkingE_Wi_55_Al_Skill2	2
1500009	STR_CHAT_IDAbRe_Core_Boss_ElementalkingE_Wi_55_Al_Skill3	2
1500010	STR_CHAT_IDAbRe_Core_Boss_ElementalkingE_Wi_55_Al_Skill4	2
1500005	STR_CHAT_IDAbRe_Core_Boss_ElementalkingE_Wi_55_Al_Start1	2
1500006	STR_CHAT_IDAbRe_Core_Boss_ElementalkingE_Wi_55_Al_Start2	2
1500016	STR_CHAT_IDAbRe_Core_Boss_ElementalkingH_Wi_55_Al_Die1	2
1500017	STR_CHAT_IDAbRe_Core_Boss_ElementalkingH_Wi_55_Al_Die2	2
1500014	STR_CHAT_IDAbRe_Core_Boss_ElementalkingH_Wi_55_Al_Skill1	2
1500015	STR_CHAT_IDAbRe_Core_Boss_ElementalkingH_Wi_55_Al_Skill2	2
1500012	STR_CHAT_IDAbRe_Core_Boss_ElementalkingH_Wi_55_Al_Start1	2
1500013	STR_CHAT_IDAbRe_Core_Boss_ElementalkingH_Wi_55_Al_Start2	2
1500003	STR_CHAT_IDAbRe_Core_Boss_TempestElemental_El_55_Al_Die1	2
1500004	STR_CHAT_IDAbRe_Core_Boss_TempestElemental_El_55_Al_Die2	2
1500002	STR_CHAT_IDAbRe_Core_Boss_TempestElemental_El_55_Al_Skill1	18
1500001	STR_CHAT_IDAbRe_Core_Boss_TempestElemental_El_55_Al_Start1	2
342684	STR_CHAT_IDArena_MC_End1	8
342685	STR_CHAT_IDArena_MC_End2	1
342683	STR_CHAT_IDArena_MC_Start	16
342686	STR_CHAT_IDArena_Named_comment	2
342682	STR_CHAT_IDArena_S1_DMC_Start	1
342681	STR_CHAT_IDArena_S1_LMC_Start	1
1500237	STR_CHAT_IDArena_STAGE10_Boss_Die	1
1500236	STR_CHAT_IDArena_STAGE10_Boss_End	1
1500232	STR_CHAT_IDArena_STAGE10_Boss_Skill1	1
1500233	STR_CHAT_IDArena_STAGE10_Boss_Skill2	3
1500234	STR_CHAT_IDArena_STAGE10_Boss_Skill3	1
1500235	STR_CHAT_IDArena_STAGE10_Boss_Skill4	3
1500246	STR_CHAT_IDArena_STAGE1_D_Boss_Die	1
1500245	STR_CHAT_IDArena_STAGE1_D_Boss_Skill1	1
1500206	STR_CHAT_IDArena_STAGE1_L_Boss_Die	1
1500205	STR_CHAT_IDArena_STAGE1_L_Boss_Skill1	1
1500228	STR_CHAT_IDArena_STAGE7_D_Boss_Die	1
1500226	STR_CHAT_IDArena_STAGE7_D_Boss_Skill1	1
1500227	STR_CHAT_IDArena_STAGE7_D_Boss_Skill2	1
1500210	STR_CHAT_IDArena_STAGE7_D_R1_Die	1
1500209	STR_CHAT_IDArena_STAGE7_D_R1_Skill1	1
1500214	STR_CHAT_IDArena_STAGE7_D_R2_Die	1
1500213	STR_CHAT_IDArena_STAGE7_D_R2_Skill1	1
1500218	STR_CHAT_IDArena_STAGE7_D_R3_Die	1
1500217	STR_CHAT_IDArena_STAGE7_D_R3_Skill1	1
1500222	STR_CHAT_IDArena_STAGE7_D_R4_Die	1
1500221	STR_CHAT_IDArena_STAGE7_D_R4_Skill1	1
1500225	STR_CHAT_IDArena_STAGE7_L_Boss_Die	1
1500223	STR_CHAT_IDArena_STAGE7_L_Boss_Skill1	1
1500224	STR_CHAT_IDArena_STAGE7_L_Boss_Skill2	1
1500208	STR_CHAT_IDArena_STAGE7_L_R1_Die	1
1500207	STR_CHAT_IDArena_STAGE7_L_R1_Skill1	1
1500212	STR_CHAT_IDArena_STAGE7_L_R2_Die	1
1500211	STR_CHAT_IDArena_STAGE7_L_R2_Skill1	1
1500216	STR_CHAT_IDArena_STAGE7_L_R3_Die	1
1500215	STR_CHAT_IDArena_STAGE7_L_R3_Skill1	1
1500220	STR_CHAT_IDArena_STAGE7_L_R4_Die	1
1500219	STR_CHAT_IDArena_STAGE7_L_R4_Skill1	1
1500231	STR_CHAT_IDArena_STAGE8_Boss_Die	1
1500229	STR_CHAT_IDArena_STAGE8_Boss_Skill1	1
1500230	STR_CHAT_IDArena_STAGE8_Boss_Skill2	2
342454	STR_CHAT_IDArena_Solo_H1_DrakanAs_noble_01	1
342455	STR_CHAT_IDArena_Solo_H1_DrakanAs_noble_02	1
342456	STR_CHAT_IDArena_Solo_H1_Temple_01	2
342393	STR_CHAT_IDArena_Solo_S1_Agrint	1
342373	STR_CHAT_IDArena_Solo_S1_Agrint_55_An	2
342394	STR_CHAT_IDArena_Solo_S1_Agrint_Die	1
342395	STR_CHAT_IDArena_Solo_S4B_Bbobi	1
342397	STR_CHAT_IDArena_Solo_S4B_Bbobi_Succ	1
342421	STR_CHAT_IDArena_Solo_S4_Anger_01	1
342422	STR_CHAT_IDArena_Solo_S4_Anger_02	1
342423	STR_CHAT_IDArena_Solo_S4_Anger_03	1
342424	STR_CHAT_IDArena_Solo_S4_Hammam_01	1
342426	STR_CHAT_IDArena_Solo_S4_Hammam_03	1
342386	STR_CHAT_IDArena_Solo_S4_Komu1	2
342387	STR_CHAT_IDArena_Solo_S4_Komu2	1
342388	STR_CHAT_IDArena_Solo_S4_Komu3	2
342389	STR_CHAT_IDArena_Solo_S4_Komu4	2
342390	STR_CHAT_IDArena_Solo_S4_Komu5	2
342391	STR_CHAT_IDArena_Solo_S4_Komu6	2
1401084	STR_CHAT_IDArena_Solo_S4_System1	1
1401085	STR_CHAT_IDArena_Solo_S4_System2	1
342382	STR_CHAT_IDArena_Solo_S4_System3	1
342383	STR_CHAT_IDArena_Solo_S4_System4	1
1401086	STR_CHAT_IDArena_Solo_S4_System5	1
342418	STR_CHAT_IDArena_Solo_S4_Wir_01	1
342420	STR_CHAT_IDArena_Solo_S4_Wir_03	1
342439	STR_CHAT_IDArena_Solo_S5_As_D	1
342440	STR_CHAT_IDArena_Solo_S5_As_D_Die	1
342405	STR_CHAT_IDArena_Solo_S5_As_L	1
342406	STR_CHAT_IDArena_Solo_S5_As_L_Die	1
342430	STR_CHAT_IDArena_Solo_S5_Enchant_01	1
342448	STR_CHAT_IDArena_Solo_S5_Enchant_01_D	1
342431	STR_CHAT_IDArena_Solo_S5_Enchant_02	1
342449	STR_CHAT_IDArena_Solo_S5_Enchant_02_D	1
342437	STR_CHAT_IDArena_Solo_S5_Fi_D	1
342438	STR_CHAT_IDArena_Solo_S5_Fi_D_Die	1
342403	STR_CHAT_IDArena_Solo_S5_Fi_L	1
342404	STR_CHAT_IDArena_Solo_S5_Fi_L_Die	1
342399	STR_CHAT_IDArena_Solo_S5_Hameroon	1
342400	STR_CHAT_IDArena_Solo_S5_Hameroon_Die	1
342401	STR_CHAT_IDArena_Solo_S5_Kaliga	1
342402	STR_CHAT_IDArena_Solo_S5_Kaliga_Die	1
342413	STR_CHAT_IDArena_Solo_S5_Kaliga_SummFailed	1
342441	STR_CHAT_IDArena_Solo_S5_Ma_D	1
342442	STR_CHAT_IDArena_Solo_S5_Ma_D_Die	1
342407	STR_CHAT_IDArena_Solo_S5_Ma_L	1
342408	STR_CHAT_IDArena_Solo_S5_Ma_L_Die	1
342443	STR_CHAT_IDArena_Solo_S5_Pr_D	1
342444	STR_CHAT_IDArena_Solo_S5_Pr_D_Die	1
342409	STR_CHAT_IDArena_Solo_S5_Pr_L	1
342410	STR_CHAT_IDArena_Solo_S5_Pr_L_Die	1
342432	STR_CHAT_IDArena_Solo_S5_Trade_01	4
342433	STR_CHAT_IDArena_Solo_S5_Trade_02	1
342451	STR_CHAT_IDArena_Solo_S5_Trade_02_D	1
342434	STR_CHAT_IDArena_Solo_S5_Ware_01	1
342452	STR_CHAT_IDArena_Solo_S5_Ware_01_D	1
342435	STR_CHAT_IDArena_Solo_S5_Ware_02	1
342453	STR_CHAT_IDArena_Solo_S5_Ware_02_D	1
1500523	STR_CHAT_IDArena_Solo_S6_VanqJr_55_An_Dead	1
1500522	STR_CHAT_IDArena_Solo_S6_VanqJr_55_An_EndBattle	1
1500521	STR_CHAT_IDArena_Solo_S6_VanqJr_55_An_Start	1
1500966	STR_CHAT_IDAsteria_IU_Gossip_06	1
1500991	STR_CHAT_IDAsteria_IU_NPC_Gossip_14	1
1501114	STR_CHAT_IDAsteria_IU_WORLD_Gossip_06	1
1501152	STR_CHAT_IDAsteria_IU_WORLD_Monster_Gossip_02	1
1501126	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_01	1
1501130	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_05	1
1501131	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_06	2
1501134	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_10	1
1501135	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_11	1
1501136	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_12	1
1501137	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_13	1
1501138	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_14	3
1501139	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_15	4
1501141	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_17	1
1501143	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_19	1
1501144	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_20	2
1501146	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_22	2
1501147	STR_CHAT_IDAsteria_IU_WORLD_NPC_Gossip_23	2
1501123	STR_CHAT_IDAsteria_IU_WORLD_Nmd_Gossip_01	1
1501125	STR_CHAT_IDAsteria_IU_WORLD_Nmd_Gossip_03	1
1500075	STR_CHAT_IDCatacombs_DeathNightNmd_55_Ah_Die1	1
1500074	STR_CHAT_IDCatacombs_DeathNightNmd_55_Ah_Skill1	1
1500073	STR_CHAT_IDCatacombs_DeathNightNmd_55_Ah_Start1	1
1500092	STR_CHAT_IDCatacombs_DragonNmd_55_Ah_Die1	6
1500087	STR_CHAT_IDCatacombs_DragonNmd_55_Ah_Skill1	16
1500088	STR_CHAT_IDCatacombs_DragonNmd_55_Ah_Skill2	8
1500089	STR_CHAT_IDCatacombs_DragonNmd_55_Ah_Skill3	28
1500090	STR_CHAT_IDCatacombs_DragonNmd_55_Ah_Skill4	1
1500091	STR_CHAT_IDCatacombs_DragonNmd_55_Ah_Skill5	4
1500086	STR_CHAT_IDCatacombs_DragonNmd_55_Ah_Start1	4
1500057	STR_CHAT_IDCatacombs_DrakanFiDayNmd_55_Ah_Die1	2
1500055	STR_CHAT_IDCatacombs_DrakanFiDayNmd_55_Ah_Skill1	3
1500056	STR_CHAT_IDCatacombs_DrakanFiDayNmd_55_Ah_Skill2	4
1500054	STR_CHAT_IDCatacombs_DrakanFiDayNmd_55_Ah_Start1	2
1500044	STR_CHAT_IDCatacombs_DrakanFiNmd_55_Ah_Die1	1
1500043	STR_CHAT_IDCatacombs_DrakanFiNmd_55_Ah_Skill1	1
1500042	STR_CHAT_IDCatacombs_DrakanFiNmd_55_Ah_Start1	1
1500085	STR_CHAT_IDCatacombs_DrakanMonkBossNmd_55_Ah_Die1	1
1500084	STR_CHAT_IDCatacombs_DrakanMonkBossNmd_55_Ah_Leave1	1
1500083	STR_CHAT_IDCatacombs_DrakanMonkBossNmd_55_Ah_Skill1	1
1500082	STR_CHAT_IDCatacombs_DrakanMonkBossNmd_55_Ah_Start1	1
1500076	STR_CHAT_IDCatacombs_ElementalFireNmd_55_Ah_Start1	1
1500059	STR_CHAT_IDCatacombs_HugeSlimeNmd_55_Ah_Die1	2
1500058	STR_CHAT_IDCatacombs_HugeSlimeNmd_55_Ah_Start1	7
1500063	STR_CHAT_IDCatacombs_LichNmd_55_Ah_Die1	2
1500061	STR_CHAT_IDCatacombs_LichNmd_55_Ah_Skill1	4
1500062	STR_CHAT_IDCatacombs_LichNmd_55_Ah_Skill2	2
1500060	STR_CHAT_IDCatacombs_LichNmd_55_Ah_Start1	2
1500069	STR_CHAT_IDCatacombs_ShadowStalker_55_Ah_Die1	1
1500068	STR_CHAT_IDCatacombs_ShadowStalker_55_Ah_Skill1	8
1500067	STR_CHAT_IDCatacombs_ShadowStalker_55_Ah_Start1	1
1500079	STR_CHAT_IDCatacombs_ShulackNmd_55_Ah_Start1	1
1500047	STR_CHAT_IDCatacombs_SpecterNmd_55_Ah_Die1	1
1500045	STR_CHAT_IDCatacombs_SpecterNmd_55_Ah_Start1	1
1500065	STR_CHAT_IDCatacombs_StDrakanFiNmd_55_Ah_Skill1	2
1500066	STR_CHAT_IDCatacombs_StDrakanFiNmd_55_Ah_Skill2	4
1500064	STR_CHAT_IDCatacombs_StDrakanFiNmd_55_Ah_Start1	2
1500053	STR_CHAT_IDCatacombs_UnDrakanFiNightNmd_55_Ah_Die1	2
1500051	STR_CHAT_IDCatacombs_UnDrakanFiNightNmd_55_Ah_Skill1	4
1500050	STR_CHAT_IDCatacombs_UnDrakanFiNightNmd_55_Ah_Start1	2
1500049	STR_CHAT_IDCatacombs_UnDrakanScNmd_55_Ah_Die1	1
1500048	STR_CHAT_IDCatacombs_UnDrakanScNmd_55_Ah_Start1	1
1501400	STR_CHAT_IDDF3_T_Boss_Gossip_01	2
1500019	STR_CHAT_IDDreadgion_02_DrakanBoss_55_Ah_Skill1	2
1500020	STR_CHAT_IDDreadgion_02_DrakanBoss_55_Ah_Skill2	1
1500021	STR_CHAT_IDDreadgion_02_DrakanBoss_55_Ah_Skill3	1
1500018	STR_CHAT_IDDreadgion_02_DrakanBoss_55_Ah_Start1	1
342162	STR_CHAT_IDDreadgion_02_DrakanClNoble_55_Ae_kcast5_b	1
342156	STR_CHAT_IDDreadgion_02_DrakanFiNoble_55_Ae_kcast4_b	2
342159	STR_CHAT_IDDreadgion_02_DrakanScNoble_55_Ae_kcast3_b	1
342164	STR_CHAT_IDDreadgion_02_DrakanWiBonus_55_Ae_001_Batk_b	1
342165	STR_CHAT_IDDreadgion_02_DrakanWiBonus_55_Ae_kcast4_b	1
342160	STR_CHAT_IDDreadgion_02_DrakanWiNoble_55_Ae_kcast3_b	1
342161	STR_CHAT_IDDreadgion_02_DrakanWiNoble_55_Ae_kcast5_b	1
342760	STR_CHAT_IDEVENT01_KrallShaman_01	3
342762	STR_CHAT_IDEVENT01_KrallShaman_03	6
342763	STR_CHAT_IDEVENT01_KrallShaman_04	9
342764	STR_CHAT_IDEVENT01_KrallShaman_05	6
342765	STR_CHAT_IDEVENT01_KrallShaman_06	3
1500451	STR_CHAT_IDElemental1_Kutoll_EntarAttackState	1
1500453	STR_CHAT_IDElemental1_Kutoll_OnDie	1
1500452	STR_CHAT_IDElemental1_Kutoll_UseSkill1	5
1500441	STR_CHAT_IDElemental1_Terma_Gossip1	1
1500442	STR_CHAT_IDElemental1_Terma_Gossip2	1
1500443	STR_CHAT_IDElemental1_Terma_Gossip3	1
1500444	STR_CHAT_IDElemental1_Terma_WakeUp	1
1500454	STR_CHAT_IDElemental1_Tourally_EnterAttackState	1
1500457	STR_CHAT_IDElemental1_Tourally_OnDie	1
1500455	STR_CHAT_IDElemental1_Tourally_UseSkill1	1
1500456	STR_CHAT_IDElemental1_Tourally_UseSkill2	3
1500242	STR_CHAT_IDElemental1_Unicorn_DisplayMsg1	1
1500447	STR_CHAT_IDElemental1_Yurdean_Despawn1	1
1500448	STR_CHAT_IDElemental1_Yurdean_Despawn2	1
1500449	STR_CHAT_IDElemental1_Yurdean_EnterAttackState	1
