npc	pattern	handler	branch	priority	guards	order	kind	a1	a2	a3	place	x	y	z
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		6	var	21	0	0	Tur19	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		7	var	21	0	0	Tur20	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		8	var	21	0	0	Tur21	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		9	var	21	0	0	Tur22	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		10	var	21	0	0	Tur23	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		11	var	21	0	0	Tur24	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		12	var	21	0	0	Tur25	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		13	var	21	0	0	Tur26	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		14	var	21	0	0	Tur27	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		15	var	21	0	0	Tur28	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		16	var	21	0	0	Tur29	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		17	var	21	0	0	Tur30	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		18	var	21	0	0	Tur31	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		19	var	21	0	0	Tur32	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		20	var	21	0	0	Tur33	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		21	var	21	0	0	Tur34	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		22	var	21	0	0	Tur35	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		23	var	21	0	0	Tur36	0.0	0.0	0.0
277480	Gab1_SetCond_Noshow_01	on_wake_up	0	7		24	despawn_self	0	0	0		0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		0	var	21	0	0	Tur13	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		1	var	21	0	0	Tur14	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		2	var	21	0	0	Tur15	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		3	var	21	0	0	Tur16	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		4	var	21	0	0	Tur17	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		5	var	21	0	0	Tur18	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		6	var	21	0	0	Tur19	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		7	var	21	0	0	Tur20	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		8	var	21	0	0	Tur21	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		9	var	21	0	0	Tur22	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		10	var	21	0	0	Tur23	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		11	var	21	0	0	Tur24	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		12	var	21	0	0	Tur25	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		13	var	21	0	0	Tur26	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		14	var	21	0	0	Tur27	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		15	var	21	0	0	Tur28	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		16	var	21	0	0	Tur29	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		17	var	21	0	0	Tur30	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		18	var	21	0	0	Tur31	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		19	var	21	0	0	Tur32	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		20	var	21	0	0	Tur33	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		21	var	21	0	0	Tur34	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		22	var	21	0	0	Tur35	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		23	var	21	0	0	Tur36	0.0	0.0	0.0
277481	Gab1_SetCond_Noshow_01	on_wake_up	0	7		24	despawn_self	0	0	0		0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		0	var	21	0	0	Tur13	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		1	var	21	0	0	Tur14	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		2	var	21	0	0	Tur15	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		3	var	21	0	0	Tur16	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		4	var	21	0	0	Tur17	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		5	var	21	0	0	Tur18	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		6	var	21	0	0	Tur19	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		7	var	21	0	0	Tur20	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		8	var	21	0	0	Tur21	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		9	var	21	0	0	Tur22	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		10	var	21	0	0	Tur23	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		11	var	21	0	0	Tur24	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		12	var	21	0	0	Tur25	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		13	var	21	0	0	Tur26	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		14	var	21	0	0	Tur27	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		15	var	21	0	0	Tur28	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		16	var	21	0	0	Tur29	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		17	var	21	0	0	Tur30	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		18	var	21	0	0	Tur31	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		19	var	21	0	0	Tur32	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		20	var	21	0	0	Tur33	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		21	var	21	0	0	Tur34	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		22	var	21	0	0	Tur35	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		23	var	21	0	0	Tur36	0.0	0.0	0.0
277482	Gab1_SetCond_Noshow_01	on_wake_up	0	7		24	despawn_self	0	0	0		0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		0	var	21	0	0	Tur13	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		1	var	21	0	0	Tur14	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		2	var	21	0	0	Tur15	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		3	var	21	0	0	Tur16	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		4	var	21	0	0	Tur17	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		5	var	21	0	0	Tur18	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		6	var	21	0	0	Tur19	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		7	var	21	0	0	Tur20	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		8	var	21	0	0	Tur21	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		9	var	21	0	0	Tur22	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		10	var	21	0	0	Tur23	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		11	var	21	0	0	Tur24	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		12	var	21	0	0	Tur25	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		13	var	21	0	0	Tur26	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		14	var	21	0	0	Tur27	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		15	var	21	0	0	Tur28	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		16	var	21	0	0	Tur29	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		17	var	21	0	0	Tur30	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		18	var	21	0	0	Tur31	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		19	var	21	0	0	Tur32	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		20	var	21	0	0	Tur33	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		21	var	21	0	0	Tur34	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		22	var	21	0	0	Tur35	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		23	var	21	0	0	Tur36	0.0	0.0	0.0
277483	Gab1_SetCond_Noshow_01	on_wake_up	0	7		24	despawn_self	0	0	0		0.0	0.0	0.0
280327	ND2_NeutEgg	on_wake_up	0	1	set_flag_var:0	0	skill_now	16877	0	0	ME	0.0	0.0	0.0
280327	ND2_NeutEgg	on_wake_up	0	1	set_flag_var:0	1	spawn	280326	1	600	for_the_fight_self	0.0	0.0	0.0
280327	ND2_NeutEgg	on_wake_up	0	1	set_flag_var:0	2	despawn_self	0	0	0		0.0	0.0	0.0
280483	ND2_NeutEgg2	on_wake_up	0	1	set_flag_var:0	0	skill_now	16877	0	0	ME	0.0	0.0	0.0
280483	ND2_NeutEgg2	on_wake_up	0	1	set_flag_var:0	1	spawn	280481	1	600	for_the_fight_self	0.0	0.0	0.0
280483	ND2_NeutEgg2	on_wake_up	0	1	set_flag_var:0	2	despawn_self	0	0	0		0.0	0.0	0.0
280699	XLehpar_Trap	on_wake_up	0	5	chance:33|set_flag_var:0	0	skill_now	17903	0	0	ME	0.0	0.0	0.0
280699	XLehpar_Trap	on_wake_up	0	5	chance:33|set_flag_var:0	1	despawn_self	0	0	0		0.0	0.0	0.0
280699	XLehpar_Trap	on_wake_up	1	3	chance:33|set_flag_var:0	0	skill_now	17906	0	0	ME	0.0	0.0	0.0
280699	XLehpar_Trap	on_wake_up	1	3	chance:33|set_flag_var:0	1	despawn_self	0	0	0		0.0	0.0	0.0
280699	XLehpar_Trap	on_wake_up	2	1	set_flag_var:0	0	skill_now	17904	0	0	ME	0.0	0.0	0.0
280699	XLehpar_Trap	on_wake_up	2	1	set_flag_var:0	1	despawn_self	0	0	0		0.0	0.0	0.0
280820	BGuard_Trap	on_wake_up	0	7		0	skill_now	18425	0	0	ME	0.0	0.0	0.0
280820	BGuard_Trap	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
280821	BGuard_Trap	on_wake_up	0	7		0	skill_now	18425	0	0	ME	0.0	0.0	0.0
280821	BGuard_Trap	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
281036	ND2_WhG5	on_wake_up	0	7	set_flag_var:0	0	broadcast	6621	50	0		0.0	0.0	0.0
281043	ND2_FhWSumG	on_wake_up	0	7	set_flag_var:0	0	broadcast	6608	50	0		0.0	0.0	0.0
281044	ND2_FhWSumH	on_wake_up	0	7	set_flag_var:0	0	broadcast	6601	50	0		0.0	0.0	0.0
281045	ND2_FhWSumA	on_wake_up	0	7	set_flag_var:0	0	broadcast	6602	50	0		0.0	0.0	0.0
281046	ND2_FhWSumB	on_wake_up	0	7	set_flag_var:0	0	broadcast	6603	50	0		0.0	0.0	0.0
281047	ND2_FhWSumC	on_wake_up	0	7	set_flag_var:0	0	broadcast	6604	50	0		0.0	0.0	0.0
281048	ND2_FhWSumD	on_wake_up	0	7	set_flag_var:0	0	broadcast	6605	50	0		0.0	0.0	0.0
281049	ND2_FhWSumE	on_wake_up	0	7	set_flag_var:0	0	broadcast	6606	50	0		0.0	0.0	0.0
281050	ND2_FhWSumF	on_wake_up	0	7	set_flag_var:0	0	broadcast	6607	50	0		0.0	0.0	0.0
281069	ABRwd_SpawnBoxA	on_wake_up	0	7		0	spawn	281070	1	6	for_the_fight_absolute	479.0	568.0	202.0
281069	ABRwd_SpawnBoxA	on_wake_up	0	7		1	spawn	281070	1	6	for_the_fight_absolute	576.0	565.0	202.0
281069	ABRwd_SpawnBoxA	on_wake_up	0	7		2	spawn	281070	1	6	for_the_fight_absolute	666.0	569.0	202.0
281069	ABRwd_SpawnBoxA	on_wake_up	0	7		3	spawn	281070	1	6	for_the_fight_absolute	523.0	643.0	200.0
281069	ABRwd_SpawnBoxA	on_wake_up	0	7		4	spawn	281070	1	6	for_the_fight_absolute	524.0	709.0	193.0
281069	ABRwd_SpawnBoxA	on_wake_up	0	7		5	spawn	281070	1	6	for_the_fight_absolute	522.0	488.0	199.0
281069	ABRwd_SpawnBoxA	on_wake_up	0	7		6	spawn	281070	1	6	for_the_fight_absolute	522.0	417.0	199.0
281074	ABRwd_SpawnBoxB	on_wake_up	0	7		0	spawn	281070	1	6	for_the_fight_absolute	504.0	412.0	94.0
281074	ABRwd_SpawnBoxB	on_wake_up	0	7		1	spawn	281070	1	6	for_the_fight_absolute	504.0	509.0	90.0
281074	ABRwd_SpawnBoxB	on_wake_up	0	7		2	spawn	281070	1	6	for_the_fight_absolute	503.0	588.0	103.0
281074	ABRwd_SpawnBoxB	on_wake_up	0	7		3	spawn	281070	1	6	for_the_fight_absolute	590.0	473.0	103.0
281074	ABRwd_SpawnBoxB	on_wake_up	0	7		4	spawn	281070	1	6	for_the_fight_absolute	418.0	494.0	103.0
281075	ABRwd_SpawnBoxC	on_wake_up	0	7		0	spawn	281070	1	6	for_the_fight_absolute	222.0	421.0	368.0
281075	ABRwd_SpawnBoxC	on_wake_up	0	7		1	spawn	281070	1	6	for_the_fight_absolute	198.0	485.0	368.0
281075	ABRwd_SpawnBoxC	on_wake_up	0	7		2	spawn	281070	1	6	for_the_fight_absolute	184.0	554.0	368.0
281075	ABRwd_SpawnBoxC	on_wake_up	0	7		3	spawn	281070	1	6	for_the_fight_absolute	183.0	623.0	368.0
281075	ABRwd_SpawnBoxC	on_wake_up	0	7		4	spawn	281070	1	6	for_the_fight_absolute	193.0	688.0	368.0
281075	ABRwd_SpawnBoxC	on_wake_up	0	7		5	spawn	281070	1	6	for_the_fight_absolute	220.0	755.0	368.0
281076	ABRwd_SpawnBoxD	on_wake_up	0	7		0	spawn	281070	1	6	for_the_fight_absolute	190.0	174.0	105.0
281076	ABRwd_SpawnBoxD	on_wake_up	0	7		1	spawn	281070	1	6	for_the_fight_absolute	268.0	134.0	105.0
281076	ABRwd_SpawnBoxD	on_wake_up	0	7		2	spawn	281070	1	6	for_the_fight_absolute	340.0	178.0	105.0
281076	ABRwd_SpawnBoxD	on_wake_up	0	7		3	spawn	281070	1	6	for_the_fight_absolute	261.0	213.0	105.0
281076	ABRwd_SpawnBoxD	on_wake_up	0	7		4	spawn	281070	1	6	for_the_fight_absolute	180.0	251.0	105.0
281076	ABRwd_SpawnBoxD	on_wake_up	0	7		5	spawn	281070	1	6	for_the_fight_absolute	257.0	287.0	105.0
281076	ABRwd_SpawnBoxD	on_wake_up	0	7		6	spawn	281070	1	6	for_the_fight_absolute	343.0	262.0	105.0
281077	ABRwd_SpawnBoxE	on_wake_up	0	7		0	spawn	281070	1	6	for_the_fight_absolute	382.0	459.5	165.0
281077	ABRwd_SpawnBoxE	on_wake_up	0	7		1	spawn	281070	1	6	for_the_fight_absolute	427.0	421.0	168.0
281077	ABRwd_SpawnBoxE	on_wake_up	0	7		2	spawn	281070	1	6	for_the_fight_absolute	495.0	424.0	168.0
281077	ABRwd_SpawnBoxE	on_wake_up	0	7		3	spawn	281070	1	6	for_the_fight_absolute	416.0	480.0	168.0
281077	ABRwd_SpawnBoxE	on_wake_up	0	7		4	spawn	281070	1	6	for_the_fight_absolute	505.0	485.0	168.0
281077	ABRwd_SpawnBoxE	on_wake_up	0	7		5	spawn	281070	1	6	for_the_fight_absolute	430.0	546.0	168.0
281077	ABRwd_SpawnBoxE	on_wake_up	0	7		6	spawn	281070	1	6	for_the_fight_absolute	496.0	552.0	168.0
281095	ND2_WhHS1B	on_wake_up	0	1		0	skill_now	18116	0	0	ME	0.0	0.0	0.0
281095	ND2_WhHS1B	on_wake_up	0	1		1	broadcast	6819	50	0		0.0	0.0	0.0
281095	ND2_WhHS1B	on_wake_up	0	1		2	skill_now	17937	0	0	ME	0.0	0.0	0.0
281095	ND2_WhHS1B	on_wake_up	0	1		3	despawn_self	0	0	0		0.0	0.0	0.0
281096	ND2_WhHS2B	on_wake_up	0	1		0	skill_now	18117	0	0	ME	0.0	0.0	0.0
281096	ND2_WhHS2B	on_wake_up	0	1		1	broadcast	6819	50	0		0.0	0.0	0.0
281096	ND2_WhHS2B	on_wake_up	0	1		2	skill_now	17937	0	0	ME	0.0	0.0	0.0
281096	ND2_WhHS2B	on_wake_up	0	1		3	despawn_self	0	0	0		0.0	0.0	0.0
281097	ND2_WhHS3B	on_wake_up	0	1		0	broadcast	6819	50	0		0.0	0.0	0.0
281097	ND2_WhHS3B	on_wake_up	0	1		1	skill_now	17937	0	0	ME	0.0	0.0	0.0
281097	ND2_WhHS3B	on_wake_up	0	1		2	despawn_self	0	0	0		0.0	0.0	0.0
281125	IDSlk_KKAhn	on_wake_up	0	7		0	skill	18189	0	0	ME	0.0	0.0	0.0
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		0	spawn	700539	1	235	for_the_fight_absolute	485.5	820.6	199.28
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		1	spawn	700539	1	295	for_the_fight_absolute	479.6	836.5	199.28
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		2	spawn	700539	1	345	for_the_fight_absolute	479.6	853.6	199.28
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		3	spawn	700539	1	395	for_the_fight_absolute	485.5	870.1	199.28
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		4	spawn	700539	1	435	for_the_fight_absolute	496.8	882.9	199.28
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		5	spawn	700539	1	475	for_the_fight_absolute	511.8	891.6	199.28
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		6	spawn	700539	1	505	for_the_fight_absolute	528.3	894.5	199.28
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		7	spawn	700539	1	535	for_the_fight_absolute	545.0	891.6	199.28
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		8	spawn	700539	1	555	for_the_fight_absolute	559.9	882.7	199.28
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		9	spawn	700539	1	575	for_the_fight_absolute	571.6	869.8	199.28
281202	ABRwd_SpawnBoxF	on_wake_up	0	7		10	spawn	700559	1	595	for_the_fight_absolute	576.8	853.5	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		0	spawn	700541	1	235	for_the_fight_absolute	485.5	820.6	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		1	spawn	700541	1	295	for_the_fight_absolute	479.6	836.5	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		2	spawn	700541	1	345	for_the_fight_absolute	479.6	853.6	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		3	spawn	700541	1	395	for_the_fight_absolute	485.5	870.1	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		4	spawn	700541	1	435	for_the_fight_absolute	496.8	882.9	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		5	spawn	700541	1	475	for_the_fight_absolute	511.8	891.6	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		6	spawn	700541	1	505	for_the_fight_absolute	528.3	894.5	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		7	spawn	700541	1	535	for_the_fight_absolute	545.0	891.6	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		8	spawn	700541	1	555	for_the_fight_absolute	559.9	882.7	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		9	spawn	700541	1	575	for_the_fight_absolute	571.6	869.8	199.28
281203	ABRwd_SpawnBoxG	on_wake_up	0	7		10	spawn	700560	1	595	for_the_fight_absolute	576.8	853.5	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		0	spawn	700543	1	235	for_the_fight_absolute	485.5	820.6	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		1	spawn	700543	1	295	for_the_fight_absolute	479.6	836.5	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		2	spawn	700543	1	345	for_the_fight_absolute	479.6	853.6	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		3	spawn	700543	1	395	for_the_fight_absolute	485.5	870.1	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		4	spawn	700543	1	435	for_the_fight_absolute	496.8	882.9	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		5	spawn	700543	1	475	for_the_fight_absolute	511.8	891.6	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		6	spawn	700543	1	505	for_the_fight_absolute	528.3	894.5	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		7	spawn	700543	1	535	for_the_fight_absolute	545.0	891.6	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		8	spawn	700543	1	555	for_the_fight_absolute	559.9	882.7	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		9	spawn	700543	1	575	for_the_fight_absolute	571.6	869.8	199.28
281204	ABRwd_SpawnBoxH	on_wake_up	0	7		10	spawn	700561	1	595	for_the_fight_absolute	576.8	853.5	199.28
281210	IDLF1_GCoreDS	on_wake_up	0	7		0	broadcast	6822	35	0		0.0	0.0	0.0
281210	IDLF1_GCoreDS	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
281241	IDSlk_MateSumA	on_wake_up	0	7		0	broadcast	6636	50	0		0.0	0.0	0.0
281242	IDSlk_DeckBomb	on_wake_up	0	7		0	skill	18560	0	0	ME	0.0	0.0	0.0
281242	IDSlk_DeckBomb	on_wake_up	0	7		1	spawn	281290	15	0	for_the_fight_self	0.0	0.0	0.0
281288	ABRwd_DespawnDoor	on_wake_up	0	7		0	broadcast	6683	10	0		0.0	0.0	0.0
281289	IDSlk_DeckBomb	on_wake_up	0	7		0	skill	18560	0	0	ME	0.0	0.0	0.0
281289	IDSlk_DeckBomb	on_wake_up	0	7		1	spawn	281290	15	0	for_the_fight_self	0.0	0.0	0.0
281291	IDSlk_ShugoMove	on_wake_up	0	7		0	broadcast	6684	40	0		0.0	0.0	0.0
281328	IDSlk_GunnerEventA	on_wake_up	0	7		0	spawn	281327	1	30	for_the_fight_absolute	0.0	0.0	0.0
281328	IDSlk_GunnerEventA	on_wake_up	0	7		1	spawn	281327	1	30	for_the_fight_absolute	0.0	0.0	0.0
281329	IDSlk_GunnerEventB	on_wake_up	0	7		0	spawn	281327	1	30	for_the_fight_absolute	0.0	0.0	0.0
281329	IDSlk_GunnerEventB	on_wake_up	0	7		1	spawn	281327	1	30	for_the_fight_absolute	0.0	0.0	0.0
281330	IDSlk_GunnerEventC	on_wake_up	0	7		0	spawn	281327	1	30	for_the_fight_absolute	0.0	0.0	0.0
281330	IDSlk_GunnerEventC	on_wake_up	0	7		1	spawn	281327	1	30	for_the_fight_absolute	0.0	0.0	0.0
281331	IDSlk_GunnerTrap	on_wake_up	0	7		0	spawn	281332	3	0	self	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		0	spawn	281213	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		1	spawn	281213	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		2	spawn	281213	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		3	spawn	281213	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		4	spawn	281213	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		5	spawn	281213	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		6	spawn	281213	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		7	spawn	281213	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		8	spawn	281212	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		9	spawn	281212	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		10	spawn	281212	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		11	spawn	281212	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		12	spawn	281212	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		13	spawn	281212	1	24	for_the_fight_absolute	0.0	0.0	0.0
281333	IDSlk_GunnerSumF	on_wake_up	0	7		14	spawn	281212	1	24	for_the_fight_absolute	0.0	0.0	0.0
281335	IDSlk_GunnerEventReset	on_wake_up	0	7		0	broadcast	6701	50	0		0.0	0.0	0.0
281336	BGuard_Trap	on_wake_up	0	7		0	skill_now	18579	0	0	ME	0.0	0.0	0.0
281336	BGuard_Trap	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
281388	IDTP_SumA	on_wake_up	0	7		0	broadcast	6981	50	0		0.0	0.0	0.0
281388	IDTP_SumA	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
