skill	category
2913	CHAIN_SKILL
2914	CHAIN_SKILL
2967	PHYSICAL_DEBUFF
2968	PHYSICAL_DEBUFF
2969	PHYSICAL_DEBUFF
2970	PHYSICAL_DEBUFF
2971	PHYSICAL_DEBUFF
2972	PHYSICAL_DEBUFF
2973	PHYSICAL_DEBUFF
3038	CHAIN_SKILL
3039	CHAIN_SKILL
3040	CHAIN_SKILL
3041	CHAIN_SKILL
3042	CHAIN_SKILL
3043	CHAIN_SKILL
3044	CHAIN_SKILL
3045	CHAIN_SKILL
3046	CHAIN_SKILL
3047	CHAIN_SKILL
3049	CHAIN_SKILL
3050	CHAIN_SKILL
3051	CHAIN_SKILL
3052	CHAIN_SKILL
3053	CHAIN_SKILL
3054	CHAIN_SKILL
3055	CHAIN_SKILL
3056	CHAIN_SKILL
3057	CHAIN_SKILL
3058	CHAIN_SKILL
3059	CHAIN_SKILL
3060	CHAIN_SKILL
3061	CHAIN_SKILL
3062	CHAIN_SKILL
3063	CHAIN_SKILL
3064	CHAIN_SKILL
3070	CHAIN_SKILL
3071	CHAIN_SKILL
3084	CHAIN_SKILL
3094	CHAIN_SKILL
3095	CHAIN_SKILL
3096	CHAIN_SKILL
3097	CHAIN_SKILL
3098	CHAIN_SKILL
3099	CHAIN_SKILL
3100	CHAIN_SKILL
3101	CHAIN_SKILL
3102	CHAIN_SKILL
3103	CHAIN_SKILL
3104	CHAIN_SKILL
3105	CHAIN_SKILL
3113	PHYSICAL_DEBUFF
3114	PHYSICAL_DEBUFF
3115	PHYSICAL_DEBUFF
3123	PHYSICAL_DEBUFF
3130	CHAIN_SKILL
3131	CHAIN_SKILL
3132	CHAIN_SKILL
3133	CHAIN_SKILL
3134	CHAIN_SKILL
3135	CHAIN_SKILL
3136	CHAIN_SKILL
3137	CHAIN_SKILL
3138	CHAIN_SKILL
3139	CHAIN_SKILL
3140	CHAIN_SKILL
3141	CHAIN_SKILL
3142	CHAIN_SKILL
3143	CHAIN_SKILL
3144	CHAIN_SKILL
3145	CHAIN_SKILL
3146	CHAIN_SKILL
3162	PHYSICAL_DEBUFF
3163	PHYSICAL_DEBUFF
3164	PHYSICAL_DEBUFF
3165	PHYSICAL_DEBUFF
3166	PHYSICAL_DEBUFF
3167	PHYSICAL_DEBUFF
3169	CHAIN_SKILL
3170	CHAIN_SKILL
3171	CHAIN_SKILL
3172	CHAIN_SKILL
3173	CHAIN_SKILL
3182	CHAIN_SKILL
3183	CHAIN_SKILL
3184	CHAIN_SKILL
3185	CHAIN_SKILL
3186	CHAIN_SKILL
3187	CHAIN_SKILL
3188	CHAIN_SKILL
3189	CHAIN_SKILL
3190	CHAIN_SKILL
3191	CHAIN_SKILL
3192	CHAIN_SKILL
3193	CHAIN_SKILL
3194	CHAIN_SKILL
3209	CHAIN_SKILL
3210	CHAIN_SKILL
3211	CHAIN_SKILL
3212	CHAIN_SKILL
3213	CHAIN_SKILL
3214	CHAIN_SKILL
3215	CHAIN_SKILL
3216	CHAIN_SKILL
3217	CHAIN_SKILL
3218	CHAIN_SKILL
3219	CHAIN_SKILL
3220	CHAIN_SKILL
3221	CHAIN_SKILL
3223	CHAIN_SKILL
3224	CHAIN_SKILL
3225	CHAIN_SKILL
3226	CHAIN_SKILL
3227	CHAIN_SKILL
3228	CHAIN_SKILL
3229	CHAIN_SKILL
3230	CHAIN_SKILL
3231	CHAIN_SKILL
3232	CHAIN_SKILL
3233	CHAIN_SKILL
3234	CHAIN_SKILL
3236	PHYSICAL_DEBUFF
3237	PHYSICAL_DEBUFF
3238	PHYSICAL_DEBUFF
3239	CHAIN_SKILL
3240	CHAIN_SKILL
3241	CHAIN_SKILL
3246	PHYSICAL_DEBUFF
3247	PHYSICAL_DEBUFF
3248	PHYSICAL_DEBUFF
3249	CHAIN_SKILL
3250	CHAIN_SKILL
3251	CHAIN_SKILL
3252	CHAIN_SKILL
3253	CHAIN_SKILL
3254	CHAIN_SKILL
3271	CHAIN_SKILL
3283	CHAIN_SKILL
3284	CHAIN_SKILL
3285	CHAIN_SKILL
3286	CHAIN_SKILL
3287	CHAIN_SKILL
3288	CHAIN_SKILL
3289	CHAIN_SKILL
3290	CHAIN_SKILL
3291	CHAIN_SKILL
3306	CHAIN_SKILL
3307	CHAIN_SKILL
3308	MENTAL_DEBUFF
3309	MENTAL_DEBUFF
3310	MENTAL_DEBUFF
3311	MENTAL_DEBUFF
3313	CHAIN_SKILL
3314	CHAIN_SKILL
3315	CHAIN_SKILL
3316	CHAIN_SKILL
3317	CHAIN_SKILL
3318	CHAIN_SKILL
3338	PHYSICAL_DEBUFF
3340	CHAIN_SKILL
3341	CHAIN_SKILL
3342	CHAIN_SKILL
3343	CHAIN_SKILL
3344	CHAIN_SKILL
3345	CHAIN_SKILL
3346	CHAIN_SKILL
3347	CHAIN_SKILL
3348	CHAIN_SKILL
3349	CHAIN_SKILL
3350	CHAIN_SKILL
3351	CHAIN_SKILL
3352	CHAIN_SKILL
3353	CHAIN_SKILL
3354	CHAIN_SKILL
3374	CHAIN_SKILL
3375	CHAIN_SKILL
3376	CHAIN_SKILL
3377	CHAIN_SKILL
3378	CHAIN_SKILL
3379	CHAIN_SKILL
3380	CHAIN_SKILL
3381	CHAIN_SKILL
3382	CHAIN_SKILL
3383	CHAIN_SKILL
3384	CHAIN_SKILL
3385	CHAIN_SKILL
3386	CHAIN_SKILL
3387	CHAIN_SKILL
3388	CHAIN_SKILL
3389	CHAIN_SKILL
3390	CHAIN_SKILL
3391	CHAIN_SKILL
3392	CHAIN_SKILL
3393	CHAIN_SKILL
3394	CHAIN_SKILL
3395	CHAIN_SKILL
3396	CHAIN_SKILL
3397	CHAIN_SKILL
3398	CHAIN_SKILL
3399	CHAIN_SKILL
3400	CHAIN_SKILL
3401	CHAIN_SKILL
3402	CHAIN_SKILL
3403	CHAIN_SKILL
3406	CHAIN_SKILL
3407	CHAIN_SKILL
3408	CHAIN_SKILL
3409	CHAIN_SKILL
3410	CHAIN_SKILL
3411	CHAIN_SKILL
3412	CHAIN_SKILL
3413	CHAIN_SKILL
3414	CHAIN_SKILL
3415	PHYSICAL_DEBUFF
3416	PHYSICAL_DEBUFF
3417	CHAIN_SKILL
3418	CHAIN_SKILL
3419	CHAIN_SKILL
3420	CHAIN_SKILL
3421	CHAIN_SKILL
3422	CHAIN_SKILL
3423	CHAIN_SKILL
3424	CHAIN_SKILL
3425	CHAIN_SKILL
3426	CHAIN_SKILL
3427	CHAIN_SKILL
3428	CHAIN_SKILL
3429	CHAIN_SKILL
3430	CHAIN_SKILL
3431	CHAIN_SKILL
3432	CHAIN_SKILL
3433	CHAIN_SKILL
3434	CHAIN_SKILL
3435	CHAIN_SKILL
3436	CHAIN_SKILL
3437	CHAIN_SKILL
3438	CHAIN_SKILL
3439	CHAIN_SKILL
3440	CHAIN_SKILL
3441	CHAIN_SKILL
3467	CHAIN_SKILL
3470	CHAIN_SKILL
3471	CHAIN_SKILL
3472	CHAIN_SKILL
3473	CHAIN_SKILL
3474	CHAIN_SKILL
3475	CHAIN_SKILL
3476	CHAIN_SKILL
3477	CHAIN_SKILL
3478	CHAIN_SKILL
3479	CHAIN_SKILL
3482	CHAIN_SKILL
3483	CHAIN_SKILL
3484	CHAIN_SKILL
3485	CHAIN_SKILL
3486	CHAIN_SKILL
3487	CHAIN_SKILL
3488	CHAIN_SKILL
3489	CHAIN_SKILL
3490	CHAIN_SKILL
3532	CHAIN_SKILL
3533	CHAIN_SKILL
3534	CHAIN_SKILL
3535	CHAIN_SKILL
3536	CHAIN_SKILL
3537	CHAIN_SKILL
3538	CHAIN_SKILL
3539	CHAIN_SKILL
3540	CHAIN_SKILL
3545	MENTAL_DEBUFF
3546	MENTAL_DEBUFF
3547	MENTAL_DEBUFF
3550	CHAIN_SKILL
3551	CHAIN_SKILL
3552	CHAIN_SKILL
3553	CHAIN_SKILL
3554	CHAIN_SKILL
3555	CHAIN_SKILL
3556	PHYSICAL_DEBUFF
3557	PHYSICAL_DEBUFF
3558	PHYSICAL_DEBUFF
3559	PHYSICAL_DEBUFF
3560	PHYSICAL_DEBUFF
3561	PHYSICAL_DEBUFF
3570	CHAIN_SKILL
3571	PHYSICAL_DEBUFF
3572	PHYSICAL_DEBUFF
3575	MENTAL_DEBUFF
3576	MENTAL_DEBUFF
3577	MENTAL_DEBUFF
3578	MENTAL_DEBUFF
3579	MENTAL_DEBUFF
3580	MENTAL_DEBUFF
3581	MENTAL_DEBUFF
3589	CHAIN_SKILL
3590	HEAL
3591	CHAIN_SKILL
3592	CHAIN_SKILL
3593	CHAIN_SKILL
3594	CHAIN_SKILL
3595	CHAIN_SKILL
3596	CHAIN_SKILL
3597	CHAIN_SKILL
3598	CHAIN_SKILL
3599	CHAIN_SKILL
3600	CHAIN_SKILL
3601	CHAIN_SKILL
3603	PHYSICAL_DEBUFF
3604	PHYSICAL_DEBUFF
3605	PHYSICAL_DEBUFF
3606	PHYSICAL_DEBUFF
3607	PHYSICAL_DEBUFF
3608	PHYSICAL_DEBUFF
3609	PHYSICAL_DEBUFF
3610	PHYSICAL_DEBUFF
3611	PHYSICAL_DEBUFF
3612	PHYSICAL_DEBUFF
3613	PHYSICAL_DEBUFF
3614	CHAIN_SKILL
3615	CHAIN_SKILL
3616	CHAIN_SKILL
3617	CHAIN_SKILL
3618	CHAIN_SKILL
3619	CHAIN_SKILL
3620	CHAIN_SKILL
3621	CHAIN_SKILL
3622	CHAIN_SKILL
3623	CHAIN_SKILL
3624	CHAIN_SKILL
3625	CHAIN_SKILL
3626	CHAIN_SKILL
3627	CHAIN_SKILL
3628	CHAIN_SKILL
3629	CHAIN_SKILL
3630	CHAIN_SKILL
3631	CHAIN_SKILL
3632	CHAIN_SKILL
3633	CHAIN_SKILL
3634	CHAIN_SKILL
3635	CHAIN_SKILL
3636	CHAIN_SKILL
3637	CHAIN_SKILL
3638	CHAIN_SKILL
3639	CHAIN_SKILL
3732	HEAL
3733	HEAL
3734	HEAL
3735	HEAL
3736	HEAL
3737	HEAL
3738	HEAL
3740	CHAIN_SKILL
3741	CHAIN_SKILL
3775	CHAIN_SKILL
3776	CHAIN_SKILL
3778	CHAIN_SKILL
3781	CHAIN_SKILL
3790	PHYSICAL_DEBUFF
3791	PHYSICAL_DEBUFF
3792	PHYSICAL_DEBUFF
3793	PHYSICAL_DEBUFF
3794	PHYSICAL_DEBUFF
3795	PHYSICAL_DEBUFF
3810	CHAIN_SKILL
3812	CHAIN_SKILL
3814	CHAIN_SKILL
3816	CHAIN_SKILL
3818	CHAIN_SKILL
3820	CHAIN_SKILL
3822	CHAIN_SKILL
3824	CHAIN_SKILL
3826	CHAIN_SKILL
3828	CHAIN_SKILL
3830	CHAIN_SKILL
3832	CHAIN_SKILL
3834	CHAIN_SKILL
3835	CHAIN_SKILL
3836	CHAIN_SKILL
3837	CHAIN_SKILL
3840	PHYSICAL_DEBUFF
3841	PHYSICAL_DEBUFF
3842	PHYSICAL_DEBUFF
3843	PHYSICAL_DEBUFF
3844	PHYSICAL_DEBUFF
3845	PHYSICAL_DEBUFF
3846	PHYSICAL_DEBUFF
3847	PHYSICAL_DEBUFF
3848	PHYSICAL_DEBUFF
3935	DISPELL
3936	DISPELL
3937	DISPELL
3938	DISPELL
3951	HEAL
3952	HEAL
3953	HEAL
3954	HEAL
3955	HEAL
3956	HEAL
3957	HEAL
3958	HEAL
3959	HEAL
3960	HEAL
3961	HEAL
3962	HEAL
3963	HEAL
3964	HEAL
3965	HEAL
3966	HEAL
3967	HEAL
3968	HEAL
3969	HEAL
3970	HEAL
3971	HEAL
3972	HEAL
3973	HEAL
3974	HEAL
3975	HEAL
3976	HEAL
3977	HEAL
3978	HEAL
3979	HEAL
3992	HEAL
3993	HEAL
3994	HEAL
3995	HEAL
3996	HEAL
3997	HEAL
3998	HEAL
3999	HEAL
4000	HEAL
4001	HEAL
4002	HEAL
4003	HEAL
4005	REBIRTH
4006	HEAL
4007	HEAL
4008	HEAL
4009	HEAL
4010	HEAL
4011	PHYSICAL_DEBUFF
4012	CHAIN_SKILL
4013	CHAIN_SKILL
4014	CHAIN_SKILL
4015	CHAIN_SKILL
4016	CHAIN_SKILL
4017	CHAIN_SKILL
4018	CHAIN_SKILL
4019	CHAIN_SKILL
4020	CHAIN_SKILL
4021	CHAIN_SKILL
4022	CHAIN_SKILL
4023	CHAIN_SKILL
4024	CHAIN_SKILL
4025	CHAIN_SKILL
4026	CHAIN_SKILL
4027	CHAIN_SKILL
4028	CHAIN_SKILL
4029	CHAIN_SKILL
4030	CHAIN_SKILL
4031	CHAIN_SKILL
4032	CHAIN_SKILL
4033	CHAIN_SKILL
4034	CHAIN_SKILL
4035	CHAIN_SKILL
4036	CHAIN_SKILL
4037	CHAIN_SKILL
4038	CHAIN_SKILL
4039	CHAIN_SKILL
4040	CHAIN_SKILL
4041	CHAIN_SKILL
4042	CHAIN_SKILL
4043	CHAIN_SKILL
4044	CHAIN_SKILL
4045	CHAIN_SKILL
4046	CHAIN_SKILL
4047	CHAIN_SKILL
4048	CHAIN_SKILL
4049	CHAIN_SKILL
4050	CHAIN_SKILL
4051	CHAIN_SKILL
4052	CHAIN_SKILL
4053	CHAIN_SKILL
4054	CHAIN_SKILL
4055	CHAIN_SKILL
4056	CHAIN_SKILL
4057	CHAIN_SKILL
4058	CHAIN_SKILL
4059	CHAIN_SKILL
4060	CHAIN_SKILL
4061	CHAIN_SKILL
4062	CHAIN_SKILL
4063	CHAIN_SKILL
4064	CHAIN_SKILL
4065	CHAIN_SKILL
4066	CHAIN_SKILL
4067	CHAIN_SKILL
4068	CHAIN_SKILL
4069	CHAIN_SKILL
4070	CHAIN_SKILL
4071	CHAIN_SKILL
4072	CHAIN_SKILL
4073	CHAIN_SKILL
4074	CHAIN_SKILL
4075	CHAIN_SKILL
4076	CHAIN_SKILL
4077	CHAIN_SKILL
4078	CHAIN_SKILL
4079	CHAIN_SKILL
4080	CHAIN_SKILL
4081	CHAIN_SKILL
4082	CHAIN_SKILL
4083	PHYSICAL_DEBUFF
4084	PHYSICAL_DEBUFF
4085	PHYSICAL_DEBUFF
4086	PHYSICAL_DEBUFF
4087	PHYSICAL_DEBUFF
4088	PHYSICAL_DEBUFF
4089	PHYSICAL_DEBUFF
4090	PHYSICAL_DEBUFF
4091	PHYSICAL_DEBUFF
4092	PHYSICAL_DEBUFF
4093	PHYSICAL_DEBUFF
4094	PHYSICAL_DEBUFF
4095	CHAIN_SKILL
4096	CHAIN_SKILL
4097	CHAIN_SKILL
4098	CHAIN_SKILL
4099	CHAIN_SKILL
4100	CHAIN_SKILL
4101	CHAIN_SKILL
4102	CHAIN_SKILL
4103	CHAIN_SKILL
4104	CHAIN_SKILL
4127	PHYSICAL_DEBUFF
4128	PHYSICAL_DEBUFF
4129	PHYSICAL_DEBUFF
4130	PHYSICAL_DEBUFF
4131	PHYSICAL_DEBUFF
4132	PHYSICAL_DEBUFF
4133	PHYSICAL_DEBUFF
4135	PHYSICAL_DEBUFF
4144	PHYSICAL_DEBUFF
4145	PHYSICAL_DEBUFF
4146	PHYSICAL_DEBUFF
4147	PHYSICAL_DEBUFF
4148	PHYSICAL_DEBUFF
4149	PHYSICAL_DEBUFF
4167	PHYSICAL_DEBUFF
4168	PHYSICAL_DEBUFF
4169	PHYSICAL_DEBUFF
4170	PHYSICAL_DEBUFF
4171	PHYSICAL_DEBUFF
4172	PHYSICAL_DEBUFF
4173	PHYSICAL_DEBUFF
4174	PHYSICAL_DEBUFF
4175	PHYSICAL_DEBUFF
4176	HEAL
4177	HEAL
4178	HEAL
4179	HEAL
4180	HEAL
4181	HEAL
4182	MENTAL_DEBUFF
4183	MENTAL_DEBUFF
4184	MENTAL_DEBUFF
4185	MENTAL_DEBUFF
4186	MENTAL_DEBUFF
4187	MENTAL_DEBUFF
4193	HEAL
4194	HEAL
4195	HEAL
4196	HEAL
4197	HEAL
4198	HEAL
4199	HEAL
4200	HEAL
4201	HEAL
4202	HEAL
4203	HEAL
4204	HEAL
4205	HEAL
4206	HEAL
4207	HEAL
4208	HEAL
4209	HEAL
4210	HEAL
4211	HEAL
4212	HEAL
4213	HEAL
4214	HEAL
4215	HEAL
4216	HEAL
4217	HEAL
4218	HEAL
4219	HEAL
4220	HEAL
4221	CHAIN_SKILL
4222	CHAIN_SKILL
4223	CHAIN_SKILL
4224	CHAIN_SKILL
4225	CHAIN_SKILL
4226	CHAIN_SKILL
4227	CHAIN_SKILL
4228	CHAIN_SKILL
4229	CHAIN_SKILL
4230	CHAIN_SKILL
4231	CHAIN_SKILL
4232	CHAIN_SKILL
4233	CHAIN_SKILL
4234	CHAIN_SKILL
4235	CHAIN_SKILL
4236	CHAIN_SKILL
4237	CHAIN_SKILL
4238	CHAIN_SKILL
4239	CHAIN_SKILL
4240	CHAIN_SKILL
4241	CHAIN_SKILL
4242	CHAIN_SKILL
4243	CHAIN_SKILL
4244	CHAIN_SKILL
4245	CHAIN_SKILL
4246	CHAIN_SKILL
4247	CHAIN_SKILL
4248	CHAIN_SKILL
4249	CHAIN_SKILL
4250	CHAIN_SKILL
4251	CHAIN_SKILL
4252	CHAIN_SKILL
4253	CHAIN_SKILL
4254	CHAIN_SKILL
4255	CHAIN_SKILL
4256	CHAIN_SKILL
4257	CHAIN_SKILL
4258	CHAIN_SKILL
4259	CHAIN_SKILL
4260	CHAIN_SKILL
4261	CHAIN_SKILL
4262	CHAIN_SKILL
4263	CHAIN_SKILL
4264	CHAIN_SKILL
4265	CHAIN_SKILL
4266	CHAIN_SKILL
4267	CHAIN_SKILL
4268	CHAIN_SKILL
4269	CHAIN_SKILL
4270	CHAIN_SKILL
4271	CHAIN_SKILL
4272	CHAIN_SKILL
4273	CHAIN_SKILL
4274	CHAIN_SKILL
4275	CHAIN_SKILL
4276	CHAIN_SKILL
4277	CHAIN_SKILL
4278	CHAIN_SKILL
4279	CHAIN_SKILL
4280	CHAIN_SKILL
4281	CHAIN_SKILL
4282	CHAIN_SKILL
4283	CHAIN_SKILL
4284	CHAIN_SKILL
4285	CHAIN_SKILL
4286	CHAIN_SKILL
4287	CHAIN_SKILL
4288	CHAIN_SKILL
4289	CHAIN_SKILL
4290	CHAIN_SKILL
4291	CHAIN_SKILL
4292	CHAIN_SKILL
4293	CHAIN_SKILL
4294	CHAIN_SKILL
4295	CHAIN_SKILL
4296	CHAIN_SKILL
4297	CHAIN_SKILL
4298	CHAIN_SKILL
4299	CHAIN_SKILL
4300	CHAIN_SKILL
4301	CHAIN_SKILL
4302	CHAIN_SKILL
4303	CHAIN_SKILL
4304	CHAIN_SKILL
4305	CHAIN_SKILL
4306	CHAIN_SKILL
4307	CHAIN_SKILL
4308	CHAIN_SKILL
4309	CHAIN_SKILL
4310	CHAIN_SKILL
4311	CHAIN_SKILL
4312	CHAIN_SKILL
4313	CHAIN_SKILL
4314	CHAIN_SKILL
4315	CHAIN_SKILL
4316	CHAIN_SKILL
4317	CHAIN_SKILL
4318	CHAIN_SKILL
4319	CHAIN_SKILL
4320	CHAIN_SKILL
4321	CHAIN_SKILL
4322	CHAIN_SKILL
4323	CHAIN_SKILL
4324	CHAIN_SKILL
4325	CHAIN_SKILL
4326	CHAIN_SKILL
4327	CHAIN_SKILL
4328	CHAIN_SKILL
4329	CHAIN_SKILL
4330	CHAIN_SKILL
4331	CHAIN_SKILL
4332	CHAIN_SKILL
4333	CHAIN_SKILL
4334	CHAIN_SKILL
4335	CHAIN_SKILL
4336	CHAIN_SKILL
4337	CHAIN_SKILL
4338	CHAIN_SKILL
4339	HEAL
4340	HEAL
4341	HEAL
4342	HEAL
4343	HEAL
4344	HEAL
4345	HEAL
4346	HEAL
4347	HEAL
4348	HEAL
4349	HEAL
4350	HEAL
4351	HEAL
4352	HEAL
4353	HEAL
4354	HEAL
4355	HEAL
4356	HEAL
4357	HEAL
4358	HEAL
4359	HEAL
4360	HEAL
4361	HEAL
4362	HEAL
4363	HEAL
4364	HEAL
4365	HEAL
4366	HEAL
4367	HEAL
4368	HEAL
4369	HEAL
4370	HEAL
4371	HEAL
4372	HEAL
4373	HEAL
4374	HEAL
4375	HEAL
4376	HEAL
4377	HEAL
4378	HEAL
4379	HEAL
4380	HEAL
4381	HEAL
4382	HEAL
4383	HEAL
4384	HEAL
4385	HEAL
4386	HEAL
4387	HEAL
4388	HEAL
4389	HEAL
4390	HEAL
4391	HEAL
4392	CHAIN_SKILL
4393	CHAIN_SKILL
4394	CHAIN_SKILL
4395	CHAIN_SKILL
4396	CHAIN_SKILL
4397	CHAIN_SKILL
4398	CHAIN_SKILL
4399	CHAIN_SKILL
4402	PHYSICAL_DEBUFF
4403	PHYSICAL_DEBUFF
4404	PHYSICAL_DEBUFF
4405	PHYSICAL_DEBUFF
4406	MENTAL_DEBUFF
4421	MENTAL_DEBUFF
4422	MENTAL_DEBUFF
4423	MENTAL_DEBUFF
4424	MENTAL_DEBUFF
4425	PHYSICAL_DEBUFF
4426	PHYSICAL_DEBUFF
4427	PHYSICAL_DEBUFF
4428	PHYSICAL_DEBUFF
4429	PHYSICAL_DEBUFF
4430	PHYSICAL_DEBUFF
4443	DISPELL
4456	REBIRTH
4483	DISPELL
4484	HEAL
4485	HEAL
4486	HEAL
4490	MENTAL_DEBUFF
4503	HEAL
4504	HEAL
4505	HEAL
4506	HEAL
4507	HEAL
4508	HEAL
4509	HEAL
4510	HEAL
4511	HEAL
4512	HEAL
4513	HEAL
4514	HEAL
4515	HEAL
4516	HEAL
4517	HEAL
4518	HEAL
4519	HEAL
4520	HEAL
4521	MENTAL_DEBUFF
4522	PHYSICAL_DEBUFF
4523	PHYSICAL_DEBUFF
4541	CHAIN_SKILL
4542	CHAIN_SKILL
4543	MENTAL_DEBUFF
4544	MENTAL_DEBUFF
4545	MENTAL_DEBUFF
4546	MENTAL_DEBUFF
4547	MENTAL_DEBUFF
4548	MENTAL_DEBUFF
4549	MENTAL_DEBUFF
4550	MENTAL_DEBUFF
4551	PHYSICAL_DEBUFF
4564	MENTAL_DEBUFF
4565	MENTAL_DEBUFF
4566	MENTAL_DEBUFF
4605	CHAIN_SKILL
4606	CHAIN_SKILL
4607	CHAIN_SKILL
4608	CHAIN_SKILL
4646	REBIRTH
4668	CHAIN_SKILL
4669	PHYSICAL_DEBUFF
4672	CHAIN_SKILL
4673	CHAIN_SKILL
4674	CHAIN_SKILL
4675	CHAIN_SKILL
4676	CHAIN_SKILL
4677	CHAIN_SKILL
4678	CHAIN_SKILL
4679	CHAIN_SKILL
4680	CHAIN_SKILL
4681	CHAIN_SKILL
4682	CHAIN_SKILL
4683	CHAIN_SKILL
4684	CHAIN_SKILL
4686	PHYSICAL_DEBUFF
4687	PHYSICAL_DEBUFF
4688	CHAIN_SKILL
4689	HEAL
4690	HEAL
4691	HEAL
4715	CHAIN_SKILL
4721	PHYSICAL_DEBUFF
4722	CHAIN_SKILL
4726	CHAIN_SKILL
4761	HEAL
4775	CHAIN_SKILL
4777	CHAIN_SKILL
4778	CHAIN_SKILL
4780	HEAL
4781	HEAL
4782	HEAL
4784	CHAIN_SKILL
4790	PHYSICAL_DEBUFF
4817	HEAL
4830	CHAIN_SKILL
4840	CHAIN_SKILL
4841	CHAIN_SKILL
4842	CHAIN_SKILL
4863	CHAIN_SKILL
4864	CHAIN_SKILL
4865	CHAIN_SKILL
4871	DISPELL
4872	CHAIN_SKILL
4873	CHAIN_SKILL
4885	PHYSICAL_DEBUFF
4896	HEAL
4897	HEAL
4902	HEAL
4903	HEAL
4955	HEAL
4956	HEAL
4969	PHYSICAL_DEBUFF
4970	PHYSICAL_DEBUFF
4978	PHYSICAL_DEBUFF
4989	HEAL
4990	HEAL
4995	HEAL
4996	HEAL
5003	HEAL
5004	HEAL
5017	PHYSICAL_DEBUFF
5018	PHYSICAL_DEBUFF
8705	HEAL
8734	HEAL
8752	HEAL
8834	HEAL
8835	HEAL
8836	HEAL
8837	HEAL
8838	HEAL
8839	HEAL
8928	REBIRTH
8929	HEAL
8938	HEAL
8939	HEAL
8940	HEAL
8941	HEAL
8942	HEAL
8943	HEAL
8944	HEAL
8945	HEAL
8946	HEAL
8947	HEAL
8948	HEAL
8949	HEAL
8950	HEAL
8951	HEAL
8952	HEAL
8953	HEAL
8954	HEAL
8955	HEAL
8956	HEAL
8957	HEAL
8958	HEAL
8959	HEAL
8960	HEAL
8961	HEAL
8962	HEAL
9008	HEAL
9009	HEAL
9010	HEAL
9026	HEAL
9027	HEAL
9028	HEAL
9029	HEAL
9030	HEAL
9031	HEAL
9032	HEAL
9145	HEAL
10580	HEAL
11488	HEAL
11502	HEAL
11504	HEAL
11511	HEAL
11513	DISPELL
11525	HEAL
11537	HEAL
11559	CHAIN_SKILL
11566	CHAIN_SKILL
11578	HEAL
11586	CHAIN_SKILL
11602	DISPELL
11607	DISPELL
13010	HEAL
13012	HEAL
13013	HEAL
13014	HEAL
13017	HEAL
13028	HEAL
13077	HEAL
13187	HEAL
13192	HEAL
13193	HEAL
13231	HEAL
13232	HEAL
13234	HEAL
13241	HEAL
13261	HEAL
16541	REBIRTH
16546	DRAIN
16621	DRAIN
16659	CHAIN_SKILL
18274	MENTAL_DEBUFF
18626	REBIRTH
18650	HEAL
19576	CHAIN_SKILL
19577	CHAIN_SKILL
19579	CHAIN_SKILL
19581	CHAIN_SKILL
19582	PHYSICAL_DEBUFF
19583	HEAL
19584	HEAL
19587	CHAIN_SKILL
19588	CHAIN_SKILL
19590	CHAIN_SKILL
19591	CHAIN_SKILL
19592	CHAIN_SKILL
19593	CHAIN_SKILL
19595	PHYSICAL_DEBUFF
19598	CHAIN_SKILL
19606	MENTAL_DEBUFF
19607	DISPELL
19611	PHYSICAL_DEBUFF
19613	CHAIN_SKILL
19617	PHYSICAL_DEBUFF
19619	MENTAL_DEBUFF
19621	MENTAL_DEBUFF
19632	DISPELL
19649	PHYSICAL_DEBUFF
19742	CHAIN_SKILL
19759	CHAIN_SKILL
19760	CHAIN_SKILL
19761	PHYSICAL_DEBUFF
19762	CHAIN_SKILL
19763	CHAIN_SKILL
19767	CHAIN_SKILL
19768	CHAIN_SKILL
19769	CHAIN_SKILL
19770	CHAIN_SKILL
19771	HEAL
19776	PHYSICAL_DEBUFF
19777	CHAIN_SKILL
19778	MENTAL_DEBUFF
19782	CHAIN_SKILL
20842	MENTAL_DEBUFF
21183	MENTAL_DEBUFF
21185	MENTAL_DEBUFF
21186	PHYSICAL_DEBUFF
21188	PHYSICAL_DEBUFF
21234	PHYSICAL_DEBUFF
21605	MENTAL_DEBUFF
21606	MENTAL_DEBUFF
21627	MENTAL_DEBUFF
21628	PHYSICAL_DEBUFF
21629	MENTAL_DEBUFF
21632	PHYSICAL_DEBUFF
21633	PHYSICAL_DEBUFF
21636	PHYSICAL_DEBUFF
21637	PHYSICAL_DEBUFF
21638	PHYSICAL_DEBUFF
21813	PHYSICAL_DEBUFF
21817	PHYSICAL_DEBUFF
21818	PHYSICAL_DEBUFF
21822	PHYSICAL_DEBUFF
21882	PHYSICAL_DEBUFF
21883	PHYSICAL_DEBUFF
22000	MENTAL_DEBUFF
22001	MENTAL_DEBUFF
22002	MENTAL_DEBUFF
22724	MENTAL_DEBUFF
22749	MENTAL_DEBUFF
22839	MENTAL_DEBUFF
