npc	pattern	handler	killer	branch	priority	guards	order	kind	a1	a2	a3	place	x	y	z	group
235264	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235264	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235264	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235264	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235265	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235265	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235265	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235265	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235266	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235266	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235266	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235266	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235267	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235267	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235267	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235267	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235268	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235268	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235268	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235268	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235269	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235269	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235269	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235269	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235270	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235270	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235270	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235270	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235271	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235271	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235271	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235271	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235272	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235272	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235272	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235272	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235273	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235273	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235273	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235273	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235274	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235274	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235274	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235274	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235275	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235275	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235275	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235275	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235276	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235276	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235276	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235276	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235277	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235277	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235277	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235277	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235278	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235278	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235278	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235278	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235279	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235279	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235279	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235279	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235280	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235280	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235280	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235280	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235281	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235281	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235281	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235281	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235282	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235282	LDF4_Advance_Killer_Dr	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235282	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235282	LDF4_Advance_Killer_Dr	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855374	1	0	for_the_fight_self	0.0	0.0	0.0	0
235283	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235283	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235283	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235283	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235284	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235284	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235284	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235284	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235285	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235285	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235285	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235285	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235286	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235286	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235286	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235286	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235287	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235287	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235287	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235287	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235288	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235288	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235288	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235288	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235289	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235289	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235289	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235289	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235290	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235290	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235290	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235290	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235291	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235291	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235291	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235291	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235292	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235292	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235292	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235292	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235293	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235293	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235293	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235293	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235294	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235294	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235294	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235294	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235295	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235295	LDF4_Advance_Killer_Li	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235295	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235295	LDF4_Advance_Killer_Li	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855372	1	0	for_the_fight_self	0.0	0.0	0.0	0
235296	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235296	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235296	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235296	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235297	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235297	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235297	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235297	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235298	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235298	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235298	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235298	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235299	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235299	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235299	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235299	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235300	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235300	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235300	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235300	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235301	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235301	LDF4_Advance_Killer_Da	on_killed_by_npc	KilledByNpc	1	6	race:KillerRace:ASMODIANS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
235301	LDF4_Advance_Killer_Da	on_killed_by_user	KilledByPlayer	0	7	race:KillerRace:ELYOS	0	spawn	855373	1	0	for_the_fight_self	0.0	0.0	0.0	0
