npc	pattern	order	name	set	modify	vanishes
702655	IDStation_info_04	0	door_01	0	1	FALSE
730981	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
730982	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
730983	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
730984	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
730985	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
730986	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
730987	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
730988	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
730989	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
730990	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
730991	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
730992	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
730993	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
730994	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
730995	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
730996	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
730997	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
730998	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
730999	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731000	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731001	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731002	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731003	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731004	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731005	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731006	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731007	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731008	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731009	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731010	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731011	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731012	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731029	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731030	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731031	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731032	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731033	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731034	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731035	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731036	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731037	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731038	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731039	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731040	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731041	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731042	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731043	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731044	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731045	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731046	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731047	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731048	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731049	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731050	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731051	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731052	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731053	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731054	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731055	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731056	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731057	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731058	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731059	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731060	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731061	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731062	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731063	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731064	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731065	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731066	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731067	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731068	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731069	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731070	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731071	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731072	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731073	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731074	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731075	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731076	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731077	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731078	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731079	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731080	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731081	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731082	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731083	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731084	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731085	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731086	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731087	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731088	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731089	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731090	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731091	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731092	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731093	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731094	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731095	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731096	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731097	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731098	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731099	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731100	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731101	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731102	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731103	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731104	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731105	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731106	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731107	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731108	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731109	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731110	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731111	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731112	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731113	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731114	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731115	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731116	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731117	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731118	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731119	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731120	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731121	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731122	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731123	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731124	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731125	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731126	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731127	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731128	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731129	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731130	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731131	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731132	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731133	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731134	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731135	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731136	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731137	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731138	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731139	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731140	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731141	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731142	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731143	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731144	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731145	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731146	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731147	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731148	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731149	Gab1_ArtiCore_01	0	ArtiCoreRe_01	-1	0	FALSE
731150	Gab1_ArtiCore_02	0	ArtiCoreRe_02	-1	0	FALSE
731151	Gab1_ArtiCore_03	0	ArtiCoreRe_03	-1	0	FALSE
731152	Gab1_ArtiCore_04	0	ArtiCoreRe_04	-1	0	FALSE
731153	Gab1_ArtiCore_05	0	ArtiCoreRe_05	-1	0	FALSE
731154	Gab1_ArtiCore_06	0	ArtiCoreRe_06	-1	0	FALSE
731155	Gab1_ArtiCore_07	0	ArtiCoreRe_07	-1	0	FALSE
731156	Gab1_ArtiCore_08	0	ArtiCoreRe_08	-1	0	FALSE
731355	Gab1_TurretSwitch_RideOn_01	0	Tur13	21	0	FALSE
731356	Gab1_TurretSwitch_RideOn_02	0	Tur14	21	0	FALSE
731357	Gab1_TurretSwitch_RideOn_03	0	Tur15	21	0	FALSE
731358	Gab1_TurretSwitch_RideOn_04	0	Tur16	21	0	FALSE
731359	Gab1_TurretSwitch_RideOn_05	0	Tur17	21	0	FALSE
731360	Gab1_TurretSwitch_RideOn_06	0	Tur18	21	0	FALSE
731361	Gab1_TurretSwitch_RideOn_07	0	Tur19	21	0	FALSE
731362	Gab1_TurretSwitch_RideOn_08	0	Tur20	21	0	FALSE
731363	Gab1_TurretSwitch_RideOn_09	0	Tur21	21	0	FALSE
731364	Gab1_TurretSwitch_RideOn_10	0	Tur22	21	0	FALSE
731365	Gab1_TurretSwitch_RideOn_11	0	Tur23	21	0	FALSE
731366	Gab1_TurretSwitch_RideOn_12	0	Tur24	21	0	FALSE
731367	Gab1_TurretSwitch_RideOn_13	0	Tur25	21	0	FALSE
731368	Gab1_TurretSwitch_RideOn_14	0	Tur26	21	0	FALSE
731369	Gab1_TurretSwitch_RideOn_15	0	Tur27	21	0	FALSE
731370	Gab1_TurretSwitch_RideOn_16	0	Tur28	21	0	FALSE
731371	Gab1_TurretSwitch_RideOn_17	0	Tur29	21	0	FALSE
731372	Gab1_TurretSwitch_RideOn_18	0	Tur30	21	0	FALSE
731373	Gab1_TurretSwitch_RideOn_19	0	Tur31	21	0	FALSE
731374	Gab1_TurretSwitch_RideOn_20	0	Tur32	21	0	FALSE
731375	Gab1_TurretSwitch_RideOn_21	0	Tur33	21	0	FALSE
731376	Gab1_TurretSwitch_RideOn_22	0	Tur34	21	0	FALSE
731377	Gab1_TurretSwitch_RideOn_23	0	Tur35	21	0	FALSE
731378	Gab1_TurretSwitch_RideOn_24	0	Tur36	21	0	FALSE
731379	Gab1_TurretSwitch_RideOn_01	0	Tur13	21	0	FALSE
731380	Gab1_TurretSwitch_RideOn_02	0	Tur14	21	0	FALSE
731381	Gab1_TurretSwitch_RideOn_03	0	Tur15	21	0	FALSE
731382	Gab1_TurretSwitch_RideOn_04	0	Tur16	21	0	FALSE
731383	Gab1_TurretSwitch_RideOn_05	0	Tur17	21	0	FALSE
731384	Gab1_TurretSwitch_RideOn_06	0	Tur18	21	0	FALSE
731385	Gab1_TurretSwitch_RideOn_07	0	Tur19	21	0	FALSE
731386	Gab1_TurretSwitch_RideOn_08	0	Tur20	21	0	FALSE
731387	Gab1_TurretSwitch_RideOn_09	0	Tur21	21	0	FALSE
731388	Gab1_TurretSwitch_RideOn_10	0	Tur22	21	0	FALSE
731389	Gab1_TurretSwitch_RideOn_11	0	Tur23	21	0	FALSE
731390	Gab1_TurretSwitch_RideOn_12	0	Tur24	21	0	FALSE
731391	Gab1_TurretSwitch_RideOn_13	0	Tur25	21	0	FALSE
731392	Gab1_TurretSwitch_RideOn_14	0	Tur26	21	0	FALSE
731393	Gab1_TurretSwitch_RideOn_15	0	Tur27	21	0	FALSE
731394	Gab1_TurretSwitch_RideOn_16	0	Tur28	21	0	FALSE
731395	Gab1_TurretSwitch_RideOn_17	0	Tur29	21	0	FALSE
731396	Gab1_TurretSwitch_RideOn_18	0	Tur30	21	0	FALSE
731397	Gab1_TurretSwitch_RideOn_19	0	Tur31	21	0	FALSE
731398	Gab1_TurretSwitch_RideOn_20	0	Tur32	21	0	FALSE
731399	Gab1_TurretSwitch_RideOn_21	0	Tur33	21	0	FALSE
731400	Gab1_TurretSwitch_RideOn_22	0	Tur34	21	0	FALSE
731401	Gab1_TurretSwitch_RideOn_23	0	Tur35	21	0	FALSE
731402	Gab1_TurretSwitch_RideOn_24	0	Tur36	21	0	FALSE
731403	Gab1_TurretSwitch_RideOn_01	0	Tur13	21	0	FALSE
731404	Gab1_TurretSwitch_RideOn_02	0	Tur14	21	0	FALSE
731405	Gab1_TurretSwitch_RideOn_03	0	Tur15	21	0	FALSE
731406	Gab1_TurretSwitch_RideOn_04	0	Tur16	21	0	FALSE
731407	Gab1_TurretSwitch_RideOn_05	0	Tur17	21	0	FALSE
731408	Gab1_TurretSwitch_RideOn_06	0	Tur18	21	0	FALSE
731409	Gab1_TurretSwitch_RideOn_07	0	Tur19	21	0	FALSE
731410	Gab1_TurretSwitch_RideOn_08	0	Tur20	21	0	FALSE
731411	Gab1_TurretSwitch_RideOn_09	0	Tur21	21	0	FALSE
731412	Gab1_TurretSwitch_RideOn_10	0	Tur22	21	0	FALSE
731413	Gab1_TurretSwitch_RideOn_11	0	Tur23	21	0	FALSE
731414	Gab1_TurretSwitch_RideOn_12	0	Tur24	21	0	FALSE
731415	Gab1_TurretSwitch_RideOn_13	0	Tur25	21	0	FALSE
731416	Gab1_TurretSwitch_RideOn_14	0	Tur26	21	0	FALSE
731417	Gab1_TurretSwitch_RideOn_15	0	Tur27	21	0	FALSE
731418	Gab1_TurretSwitch_RideOn_16	0	Tur28	21	0	FALSE
731419	Gab1_TurretSwitch_RideOn_17	0	Tur29	21	0	FALSE
731420	Gab1_TurretSwitch_RideOn_18	0	Tur30	21	0	FALSE
731421	Gab1_TurretSwitch_RideOn_19	0	Tur31	21	0	FALSE
731422	Gab1_TurretSwitch_RideOn_20	0	Tur32	21	0	FALSE
731423	Gab1_TurretSwitch_RideOn_21	0	Tur33	21	0	FALSE
731424	Gab1_TurretSwitch_RideOn_22	0	Tur34	21	0	FALSE
731425	Gab1_TurretSwitch_RideOn_23	0	Tur35	21	0	FALSE
731426	Gab1_TurretSwitch_RideOn_24	0	Tur36	21	0	FALSE
731427	Gab1_TurretSwitch_RideOn_01	0	Tur13	21	0	FALSE
731428	Gab1_TurretSwitch_RideOn_02	0	Tur14	21	0	FALSE
731429	Gab1_TurretSwitch_RideOn_03	0	Tur15	21	0	FALSE
731430	Gab1_TurretSwitch_RideOn_04	0	Tur16	21	0	FALSE
731431	Gab1_TurretSwitch_RideOn_05	0	Tur17	21	0	FALSE
731432	Gab1_TurretSwitch_RideOn_06	0	Tur18	21	0	FALSE
731433	Gab1_TurretSwitch_RideOn_07	0	Tur19	21	0	FALSE
731434	Gab1_TurretSwitch_RideOn_08	0	Tur20	21	0	FALSE
731435	Gab1_TurretSwitch_RideOn_09	0	Tur21	21	0	FALSE
731436	Gab1_TurretSwitch_RideOn_10	0	Tur22	21	0	FALSE
731437	Gab1_TurretSwitch_RideOn_11	0	Tur23	21	0	FALSE
731438	Gab1_TurretSwitch_RideOn_12	0	Tur24	21	0	FALSE
731439	Gab1_TurretSwitch_RideOn_13	0	Tur25	21	0	FALSE
731440	Gab1_TurretSwitch_RideOn_14	0	Tur26	21	0	FALSE
731441	Gab1_TurretSwitch_RideOn_15	0	Tur27	21	0	FALSE
731442	Gab1_TurretSwitch_RideOn_16	0	Tur28	21	0	FALSE
731443	Gab1_TurretSwitch_RideOn_17	0	Tur29	21	0	FALSE
731444	Gab1_TurretSwitch_RideOn_18	0	Tur30	21	0	FALSE
731445	Gab1_TurretSwitch_RideOn_19	0	Tur31	21	0	FALSE
731446	Gab1_TurretSwitch_RideOn_20	0	Tur32	21	0	FALSE
731447	Gab1_TurretSwitch_RideOn_21	0	Tur33	21	0	FALSE
731448	Gab1_TurretSwitch_RideOn_22	0	Tur34	21	0	FALSE
731449	Gab1_TurretSwitch_RideOn_23	0	Tur35	21	0	FALSE
731450	Gab1_TurretSwitch_RideOn_24	0	Tur36	21	0	FALSE
801591	5011_NoShow_Ownership_L	0	5011	2	0	FALSE
801592	5011_NoShow_Ownership_D	0	5011	3	0	FALSE
801593	5011_NoShow_Ownership_DR	0	5011	1	0	FALSE
801594	6011_NoShow_Ownership_L	0	6011	2	0	FALSE
801595	6011_NoShow_Ownership_D	0	6011	3	0	FALSE
801596	6011_NoShow_Ownership_DR	0	6011	1	0	FALSE
801597	6021_NoShow_Ownership_L	0	6021	2	0	FALSE
801598	6021_NoShow_Ownership_D	0	6021	3	0	FALSE
801599	6021_NoShow_Ownership_DR	0	6021	1	0	FALSE
802456	LDF5_Fortress_7011_Owner_L	0	7011	2	0	FALSE
802457	LDF5_Fortress_7011_Owner_D	0	7011	3	0	FALSE
802458	LDF5_Fortress_7011_Owner_Da	0	7011	1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	0	7011on	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	1	7011off	1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	2	7011_Mercenary01	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	3	7011_Mercenary02	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	4	7011_Mercenary03	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	5	7011_Mercenary04	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	6	7011_Mercenary05	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	7	7011_Mercenary06	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	8	7011_Mercenary07	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	9	gb01	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	10	gb01_2	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	11	gb02	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	12	gb02_2	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	13	gb03	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	14	gb03_2	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	15	MistOn_Dragon	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	16	MistOn_LD	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	17	door01	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	18	Barricade01	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	19	gb01_ctrl	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	20	gb02_ctrl	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	21	gb03_ctrl	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	22	Da_heal01	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	23	Li_heal01	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	24	GH_Shield_On01	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	25	GH_Shield_On02	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	26	GH_Shield_On03	-1	0	FALSE
802460	LDF5_Fortress_7011_Checker_Mist_Off	27	GH_Shield_Off01	-1	0	FALSE
804537	LDF5_Fortress_7012_Owner_L	0	7012	2	0	FALSE
804538	LDF5_Fortress_7012_Owner_D	0	7012	3	0	FALSE
804539	LDF5_Fortress_7012_Owner_Dr	0	7012	1	0	FALSE
804540	LDF5_Fortress_7013_Owner_L	0	7013	2	0	FALSE
804541	LDF5_Fortress_7013_Owner_D	0	7013	3	0	FALSE
804542	LDF5_Fortress_7013_Owner_Dr	0	7013	1	0	FALSE
804543	LDF5_Fortress_7014_Owner_L	0	7014	2	0	FALSE
804544	LDF5_Fortress_7014_Owner_D	0	7014	3	0	FALSE
804545	LDF5_Fortress_7014_Owner_Dr	0	7014	1	0	FALSE
804546	LDF5_Fortress_GuardBase_01_Owner_L	0	Li_Vil	-1	0	FALSE
804547	LDF5_Fortress_GuardBase_01_Owner_D	0	Da_Vil	-1	0	FALSE
804555	LDF5_Fortress_GuardBase_Setting	0	gb01	1	0	FALSE
804555	LDF5_Fortress_GuardBase_Setting	1	gb02	1	0	FALSE
804555	LDF5_Fortress_GuardBase_Setting	2	gb03	1	0	FALSE
804555	LDF5_Fortress_GuardBase_Setting	3	MistOn_Dragon	1	0	FALSE
804555	LDF5_Fortress_GuardBase_Setting	4	door01	1	0	FALSE
804555	LDF5_Fortress_GuardBase_Setting	5	Da_heal01	0	1	FALSE
804555	LDF5_Fortress_GuardBase_Setting	6	Li_heal01	0	1	FALSE
804571	LDF5_Fortress_MistOn_LandD	0	MistOn_LD	1	0	FALSE
804571	LDF5_Fortress_MistOn_LandD	1	Barricade01	1	0	FALSE
804819	F5_DirectPotalMonster_Set_01	0	directpotal_p1	1	0	FALSE
804819	F5_DirectPotalMonster_Set_01	1	directpotal_p2	1	0	FALSE
804819	F5_DirectPotalMonster_Set_01	2	directpotal_i	1	0	FALSE
832018	IDLDF4Re_01_Cond_1	0	cSet_1_1_1	0	1	FALSE
832019	IDLDF4Re_01_Cond_2	0	cSet_1_1_2	0	1	FALSE
832020	IDLDF4Re_01_Cond_3	0	cSet_1_1_3	0	1	FALSE
832021	IDLDF4Re_01_Cond_4	0	cSet_1_1_4	0	1	FALSE
832022	IDLDF4Re_01_Cond_5	0	cSet_1_1_5	0	1	FALSE
832023	IDLDF4Re_01_Cond_6	0	cSet_1_1_6	0	1	FALSE
832024	IDLDF4Re_01_Cond_7	0	cSet_1_1_7	0	1	FALSE
832025	IDLDF4Re_01_Cond_8	0	cSet_1_1_8	0	1	FALSE
832026	IDLDF4Re_01_Cond_9	0	cSet_1_1_9	0	1	FALSE
832027	IDLDF4Re_01_Cond_10	0	cSet_1_1_10	0	1	FALSE
832028	IDLDF4Re_01_Cond_11	0	cSet_1_1_11	0	1	FALSE
832029	IDLDF4Re_01_Cond_12	0	cSet_1_1_12	0	1	FALSE
832030	IDLDF4Re_01_Cond_13	0	cSet_1_1_13	0	1	FALSE
832031	IDLDF4Re_01_Cond_14	0	cSet_1_1_14	0	1	FALSE
832032	IDLDF4Re_01_Cond_15	0	cSet_1_1_15	0	1	FALSE
832033	IDLDF4Re_01_Cond_16	0	cSet_1_1_16	0	1	FALSE
832034	IDLDF4Re_01_Cond_17	0	cSet_1_1_17	0	1	FALSE
832035	IDLDF4Re_01_Cond_18	0	cSet_1_1_18	0	1	FALSE
832036	IDLDF4Re_01_Cond_19	0	cSet_1_1_19	0	1	FALSE
832037	IDLDF4Re_01_Cond_20	0	cSet_1_1_20	0	1	FALSE
832038	IDLDF4Re_01_Cond_21	0	cSet_1_1_21	0	1	FALSE
832099	2014_LDF4_Li_Noshow_NPC	0	2014Artifact	2	0	FALSE
832100	2014_LDF4_Da_Noshow_NPC	0	2014Artifact	3	0	FALSE
832101	2024_LDF4_Li_Noshow_NPC	0	2024Artifact	2	0	FALSE
832102	2024_LDF4_Da_Noshow_NPC	0	2024Artifact	3	0	FALSE
