npc_id	call	idle_points	busy_points	pattern
257659	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
257662	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
257668	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_Wn
257671	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pn
257674	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fe
257677	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
257683	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
257686	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pe
257689	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
257692	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
257695	23000	1	100	LDF5_LGuard_DisputePvP_Watch_PR_Rn
257698	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_Wn
257701	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pn
257702	23100	1	100	AB1_LDGuard_Artifact
257707	23100	1	100	AB1_LDGuard_Artifact
257712	23100	1	100	AB1_DrGuard_Artifact
257719	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fe
257722	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
257728	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pe
257731	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
257747	23100	1	100	AB1_LDGuard_Artifact
257752	23100	1	100	AB1_LDGuard_Artifact
257757	23100	1	100	AB1_DrGuard_Artifact
257764	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fe
257767	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
257773	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pe
257776	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
257830	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
257959	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
257962	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
257968	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_Wn
257971	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pn
257974	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fe
257977	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
257983	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
257986	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pe
257989	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
257992	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
257995	23000	1	100	LDF5_LGuard_DisputePvP_Watch_PR_Rn
257998	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_Wn
258001	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pn
258002	23100	1	100	AB1_LDGuard_Artifact
258007	23100	1	100	AB1_LDGuard_Artifact
258012	23100	1	100	AB1_DrGuard_Artifact
258019	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fe
258022	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
258028	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pe
258031	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
258047	23100	1	100	AB1_LDGuard_Artifact
258052	23100	1	100	AB1_LDGuard_Artifact
258057	23100	1	100	AB1_DrGuard_Artifact
258064	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fe
258067	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
258073	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pe
258076	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
258129	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pn
258130	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
260301	23100	1	100	AB1_LDGuard_Artifact
260309	23100	1	100	AB1_LDGuard_Artifact
260313	23100	1	100	AB1_DrGuard_Artifact
260604	23100	1	100	AB1_LDGuard_Artifact
260609	23100	1	100	AB1_LDGuard_Artifact
260612	23100	1	100	AB1_DrGuard_Artifact
260903	23100	1	100	AB1_LDGuard_Artifact
260909	23100	1	100	AB1_LDGuard_Artifact
260913	23100	1	100	AB1_DrGuard_Artifact
261204	23100	1	100	AB1_LDGuard_Artifact
261209	23100	1	100	AB1_LDGuard_Artifact
261213	23100	1	100	AB1_DrGuard_Artifact
261505	23100	1	100	AB1_LDGuard_Artifact
261509	23100	1	100	AB1_LDGuard_Artifact
261511	23100	1	100	AB1_DrGuard_Artifact
261804	23100	1	100	AB1_LDGuard_Artifact
261808	23100	1	100	AB1_LDGuard_Artifact
261811	23100	1	100	AB1_DrGuard_Artifact
262104	23100	1	100	AB1_LDGuard_Artifact
262109	23100	1	100	AB1_LDGuard_Artifact
262113	23100	1	100	AB1_DrGuard_Artifact
262404	23100	1	100	AB1_LDGuard_Artifact
262409	23100	1	100	AB1_LDGuard_Artifact
262414	23100	1	100	AB1_DrGuard_Artifact
262704	23100	1	100	AB1_LDGuard_Artifact
262709	23100	1	100	AB1_LDGuard_Artifact
262713	23100	1	100	AB1_DrGuard_Artifact
268103	23100	1	100	AB1_LDGuard_Artifact
268108	23100	1	100	AB1_LDGuard_Artifact
268113	23100	1	100	AB1_DrGuard_Artifact
268401	23100	1	100	AB1_LDGuard_Artifact
268406	23100	1	100	AB1_LDGuard_Artifact
268411	23100	1	100	AB1_DrGuard_Artifact
268703	23100	1	100	AB1_LDGuard_Artifact
268708	23100	1	100	AB1_LDGuard_Artifact
268713	23100	1	100	AB1_DrGuard_Artifact
269303	23100	1	100	AB1_LDGuard_Artifact
269308	23100	1	100	AB1_LDGuard_Artifact
269313	23100	1	100	AB1_DrGuard_Artifact
269603	23100	1	100	AB1_LDGuard_Artifact
269608	23100	1	100	AB1_LDGuard_Artifact
269613	23100	1	100	AB1_DrGuard_Artifact
270203	23100	1	100	AB1_LDGuard_Artifact
270208	23100	1	100	AB1_LDGuard_Artifact
270213	23100	1	100	AB1_DrGuard_Artifact
270505	23100	1	100	AB1_LDGuard_Artifact
270510	23100	1	100	AB1_LDGuard_Artifact
270515	23100	1	100	AB1_DrGuard_Artifact
277187	23000	1	100	LDF5_LGuard_DisputeRvR_Defend_PM_Ke
277188	23000	1	100	LDF5_DisputeRvR_Hide_As
277193	23000	1	100	LDF5_DisputeRvR_Debuff_Ba
277195	23000	1	100	LDF5_LGuard_DisputePvP_Hide_PM_Ae
277196	23000	1	100	LDF5_DisputePvP_Strike_Gu
277198	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
277199	23000	1	100	LDF5_DisputePvP_Debuff_Ba
277200	23000	1	100	LDF5_LGuard_DisputeRvR_Defend_PM_Ke
277209	23000	1	100	LDF5_DisputePvP_Strike_Gu
277210	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pn
277211	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
277212	23000	1	100	LDF5_DisputePvP_Debuff_Ba
277242	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
277771	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
277775	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
277779	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
277783	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
279660	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
279685	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pe
279700	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
279715	23000	1	100	LDF5_LGuard_DisputePvP_Watch_PR_Re
279725	23000	1	100	LDF5_LGuard_DisputePvP_Strike_PR_Ge
279732	23000	1	100	LDF5_LGuard_DisputeRvR_Charge_PM_Fe
279754	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
279779	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pe
279794	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
279809	23000	1	100	LDF5_LGuard_DisputePvP_Watch_PR_Re
279819	23000	1	100	LDF5_LGuard_DisputePvP_Strike_PR_Ge
279829	23000	1	100	LDF5_LGuard_DisputeRvR_Charge_PM_Fe
279858	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
279883	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pe
279898	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_We
279913	23000	1	100	LDF5_LGuard_DisputePvP_Watch_PR_Re
279923	23000	1	100	LDF5_LGuard_DisputePvP_Strike_PR_Ge
279926	23000	1	100	LDF5_LGuard_DisputeRvR_Charge_PM_Fe
297115	23000	1	100	LDF5_LGuard_DisputeRvR_Charge_PM_Fe
297116	23000	1	100	LDF5_LGuard_DisputeRvR_Support_Deform_Ee
297190	23000	1	100	Gab1_Sub_Pod_Sum_Vri_Fi
297191	23000	1	100	Gab1_Sub_Pod_Sum_Vri_As
297192	23000	1	100	Gab1_Sub_Pod_Sum_Vri_Wi
800511	23000	1	100	LDF5_DGuard_DisputeRvR_Defend_PM_Ke
800512	23000	1	100	LDF5_LGuard_DisputeRvR_Defend_PM_Ke
801280	23200	1	100	F5_PvPLight_DGuard_Kn_An
801281	23100	1	100	F5_PvPLight_LGuard_Kn_An
802054	23200	1	100	F5_PvPLight_DGuard_Kn_An
802328	23200	1	100	F5_PvPLight_DGuard_Kn_An
802329	23200	1	100	F5_PvPLight_DGuard_Kn_An
802330	23200	1	100	F5_PvPLight_DGuard_Kn_An
802331	23200	1	100	F5_PvPLight_DGuard_Kn_An
802332	23200	1	100	F5_PvPLight_DGuard_Kn_An
802333	23200	1	100	F5_PvPLight_DGuard_Kn_An
802334	23200	1	100	F5_PvPLight_DGuard_Kn_An
802335	23200	1	100	F5_PvPLight_DGuard_Kn_An
802336	23200	1	100	F5_PvPLight_DGuard_Kn_An
802337	23200	1	100	F5_PvPLight_DGuard_Kn_An
802338	23200	1	100	F5_PvPLight_DGuard_Kn_An
802339	23200	1	100	F5_PvPLight_DGuard_Kn_An
802340	23200	1	100	F5_PvPLight_DGuard_Kn_An
802341	23200	1	100	F5_PvPLight_DGuard_Kn_An
802342	23200	1	100	F5_PvPLight_DGuard_Kn_An
802343	23200	1	100	F5_PvPLight_DGuard_Kn_An
802344	23200	1	100	F5_PvPLight_DGuard_Kn_An
802345	23200	1	100	F5_PvPLight_DGuard_Kn_An
802346	23200	1	100	F5_PvPLight_DGuard_Kn_An
802347	23200	1	100	F5_PvPLight_DGuard_Kn_An
802348	23200	1	100	F5_PvPLight_DGuard_Kn_An
802349	23200	1	100	F5_PvPLight_DGuard_Kn_An
802377	23100	1	100	F5_PvPLight_LGuard_Kn_An
802383	23100	1	100	F5_PvPLight_LGuard_Kn_An
802384	23200	1	100	F5_PvPLight_DGuard_Kn_An
802427	23100	1	100	F5_PvPLight_LGuard_Kn_An
802428	23100	1	100	F5_PvPLight_LGuard_Kn_An
802429	23200	1	100	F5_PvPLight_DGuard_Kn_An
802430	23200	1	100	F5_PvPLight_DGuard_Kn_An
802431	23100	1	100	F5_PvPLight_LGuard_Kn_An
802433	23200	1	100	F5_PvPLight_DGuard_Kn_An
804584	23100	1	100	F5_PvPLight_LGuard_Kn_An
804585	23100	1	100	F5_PvPLight_LGuard_Kn_An
804586	23100	1	100	F5_PvPLight_LGuard_Kn_An
804587	23100	1	100	F5_PvPLight_LGuard_Kn_An
804588	23100	1	100	F5_PvPLight_LGuard_Kn_An
804589	23200	1	100	F5_PvPLight_DGuard_Kn_An
804590	23200	1	100	F5_PvPLight_DGuard_Kn_An
804591	23200	1	100	F5_PvPLight_DGuard_Kn_An
804593	23200	1	100	F5_PvPLight_DGuard_Kn_An
805269	23200	1	100	F5_PvPLight_DGuard_Kn_An
805270	23200	1	100	F5_PvPLight_DGuard_Kn_An
805271	23200	1	100	F5_PvPLight_DGuard_Kn_An
805272	23200	1	100	F5_PvPLight_DGuard_Kn_An
805273	23200	1	100	F5_PvPLight_DGuard_Kn_An
805274	23200	1	100	F5_PvPLight_DGuard_Kn_An
805275	23200	1	100	F5_PvPLight_DGuard_Kn_An
805276	23200	1	100	F5_PvPLight_DGuard_Kn_An
805277	23200	1	100	F5_PvPLight_DGuard_Kn_An
805278	23200	1	100	F5_PvPLight_DGuard_Kn_An
805279	23200	1	100	F5_PvPLight_DGuard_Kn_An
805280	23200	1	100	F5_PvPLight_DGuard_Kn_An
805281	23200	1	100	F5_PvPLight_DGuard_Kn_An
805282	23200	1	100	F5_PvPLight_DGuard_Kn_An
805283	23200	1	100	F5_PvPLight_DGuard_Kn_An
805284	23200	1	100	F5_PvPLight_DGuard_Kn_An
805285	23200	1	100	F5_PvPLight_DGuard_Kn_An
805286	23200	1	100	F5_PvPLight_DGuard_Kn_An
805287	23200	1	100	F5_PvPLight_DGuard_Kn_An
805288	23200	1	100	F5_PvPLight_DGuard_Kn_An
805289	23200	1	100	F5_PvPLight_DGuard_Kn_An
805290	23200	1	100	F5_PvPLight_DGuard_Kn_An
805291	23200	1	100	F5_PvPLight_DGuard_Kn_An
805292	23200	1	100	F5_PvPLight_DGuard_Kn_An
805293	23200	1	100	F5_PvPLight_DGuard_Kn_An
805294	23200	1	100	F5_PvPLight_DGuard_Kn_An
832840	23200	1	100	F5_PvPLight_DGuard_Kn_An
832841	23200	1	100	F5_PvPLight_DGuard_Kn_An
880751	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880755	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880759	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880763	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880767	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880771	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880775	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880779	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880783	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880787	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880791	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
880795	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fn
881738	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fe
881753	23000	1	100	LDF5_LGuard_DisputePvP_Watch_PR_Rn
881768	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_Wn
881783	23000	1	100	LDF5_LGuard_DisputePvP_Support_HBuff_Pn
881798	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fe
881858	23000	1	100	LDF5_LGuard_DisputePvP_Charge_PM_Fe
881873	23000	1	100	LDF5_LGuard_DisputePvP_Watch_PR_Rn
881888	23000	1	100	LDF5_LGuard_DisputePvP_Strike_MRArea_Wn
