npc_id	first_ms	period_ms	range	pattern
262401	21500	22000	50	AB1_LDGuard_Artifact
262402	21500	22000	50	AB1_LDGuard_Artifact
262403	21500	22000	50	AB1_LDGuard_Artifact
262404	21500	22000	50	AB1_LDGuard_Artifact
262405	21500	22000	50	AB1_LDGuard_Artifact
262406	21500	22000	50	AB1_LDGuard_Artifact
262407	21500	22000	50	AB1_LDGuard_Artifact
262408	21500	22000	50	AB1_LDGuard_Artifact
262409	21500	22000	50	AB1_LDGuard_Artifact
262410	21500	22000	50	AB1_LDGuard_Artifact
262411	27500	28000	50	AB1_DrGuard_Artifact
262412	27500	28000	50	AB1_DrGuard_Artifact
262413	27500	28000	50	AB1_DrGuard_Artifact
262414	27500	28000	50	AB1_DrGuard_Artifact
262415	27500	28000	50	AB1_DrGuard_Artifact
262701	21500	22000	50	AB1_LDGuard_Artifact
262702	21500	22000	50	AB1_LDGuard_Artifact
262703	21500	22000	50	AB1_LDGuard_Artifact
262704	21500	22000	50	AB1_LDGuard_Artifact
262705	21500	22000	50	AB1_LDGuard_Artifact
262706	21500	22000	50	AB1_LDGuard_Artifact
262707	21500	22000	50	AB1_LDGuard_Artifact
262708	21500	22000	50	AB1_LDGuard_Artifact
262709	21500	22000	50	AB1_LDGuard_Artifact
262710	21500	22000	50	AB1_LDGuard_Artifact
262711	27500	28000	50	AB1_DrGuard_Artifact
262712	27500	28000	50	AB1_DrGuard_Artifact
262713	27500	28000	50	AB1_DrGuard_Artifact
262714	27500	28000	50	AB1_DrGuard_Artifact
262715	27500	28000	50	AB1_DrGuard_Artifact
268101	21500	22000	50	AB1_LDGuard_Artifact
268102	21500	22000	50	AB1_LDGuard_Artifact
268103	21500	22000	50	AB1_LDGuard_Artifact
268104	21500	22000	50	AB1_LDGuard_Artifact
268105	21500	22000	50	AB1_LDGuard_Artifact
268106	21500	22000	50	AB1_LDGuard_Artifact
268107	21500	22000	50	AB1_LDGuard_Artifact
268108	21500	22000	50	AB1_LDGuard_Artifact
268109	21500	22000	50	AB1_LDGuard_Artifact
268110	21500	22000	50	AB1_LDGuard_Artifact
268111	27500	28000	50	AB1_DrGuard_Artifact
268112	27500	28000	50	AB1_DrGuard_Artifact
268113	27500	28000	50	AB1_DrGuard_Artifact
268114	27500	28000	50	AB1_DrGuard_Artifact
268115	27500	28000	50	AB1_DrGuard_Artifact
268401	21500	22000	50	AB1_LDGuard_Artifact
268402	21500	22000	50	AB1_LDGuard_Artifact
268403	21500	22000	50	AB1_LDGuard_Artifact
268404	21500	22000	50	AB1_LDGuard_Artifact
268405	21500	22000	50	AB1_LDGuard_Artifact
268406	21500	22000	50	AB1_LDGuard_Artifact
268407	21500	22000	50	AB1_LDGuard_Artifact
268408	21500	22000	50	AB1_LDGuard_Artifact
268409	21500	22000	50	AB1_LDGuard_Artifact
268410	21500	22000	50	AB1_LDGuard_Artifact
268411	27500	28000	50	AB1_DrGuard_Artifact
268412	27500	28000	50	AB1_DrGuard_Artifact
268413	27500	28000	50	AB1_DrGuard_Artifact
268414	27500	28000	50	AB1_DrGuard_Artifact
268415	27500	28000	50	AB1_DrGuard_Artifact
268701	21500	22000	50	AB1_LDGuard_Artifact
268702	21500	22000	50	AB1_LDGuard_Artifact
268703	21500	22000	50	AB1_LDGuard_Artifact
268704	21500	22000	50	AB1_LDGuard_Artifact
268705	21500	22000	50	AB1_LDGuard_Artifact
268706	21500	22000	50	AB1_LDGuard_Artifact
268707	21500	22000	50	AB1_LDGuard_Artifact
268708	21500	22000	50	AB1_LDGuard_Artifact
268709	21500	22000	50	AB1_LDGuard_Artifact
268710	21500	22000	50	AB1_LDGuard_Artifact
268711	27500	28000	50	AB1_DrGuard_Artifact
268712	27500	28000	50	AB1_DrGuard_Artifact
268713	27500	28000	50	AB1_DrGuard_Artifact
268714	27500	28000	50	AB1_DrGuard_Artifact
268715	27500	28000	50	AB1_DrGuard_Artifact
269301	21500	22000	50	AB1_LDGuard_Artifact
269302	21500	22000	50	AB1_LDGuard_Artifact
269303	21500	22000	50	AB1_LDGuard_Artifact
269304	21500	22000	50	AB1_LDGuard_Artifact
269305	21500	22000	50	AB1_LDGuard_Artifact
269306	21500	22000	50	AB1_LDGuard_Artifact
269307	21500	22000	50	AB1_LDGuard_Artifact
269308	21500	22000	50	AB1_LDGuard_Artifact
269309	21500	22000	50	AB1_LDGuard_Artifact
269310	21500	22000	50	AB1_LDGuard_Artifact
269311	27500	28000	50	AB1_DrGuard_Artifact
269312	27500	28000	50	AB1_DrGuard_Artifact
269313	27500	28000	50	AB1_DrGuard_Artifact
269314	27500	28000	50	AB1_DrGuard_Artifact
269315	27500	28000	50	AB1_DrGuard_Artifact
269601	21500	22000	50	AB1_LDGuard_Artifact
269602	21500	22000	50	AB1_LDGuard_Artifact
269603	21500	22000	50	AB1_LDGuard_Artifact
269604	21500	22000	50	AB1_LDGuard_Artifact
269605	21500	22000	50	AB1_LDGuard_Artifact
269606	21500	22000	50	AB1_LDGuard_Artifact
269607	21500	22000	50	AB1_LDGuard_Artifact
269608	21500	22000	50	AB1_LDGuard_Artifact
269609	21500	22000	50	AB1_LDGuard_Artifact
269610	21500	22000	50	AB1_LDGuard_Artifact
269611	27500	28000	50	AB1_DrGuard_Artifact
269612	27500	28000	50	AB1_DrGuard_Artifact
269613	27500	28000	50	AB1_DrGuard_Artifact
269614	27500	28000	50	AB1_DrGuard_Artifact
269615	27500	28000	50	AB1_DrGuard_Artifact
270201	21500	22000	50	AB1_LDGuard_Artifact
270202	21500	22000	50	AB1_LDGuard_Artifact
270203	21500	22000	50	AB1_LDGuard_Artifact
270204	21500	22000	50	AB1_LDGuard_Artifact
270205	21500	22000	50	AB1_LDGuard_Artifact
270206	21500	22000	50	AB1_LDGuard_Artifact
270207	21500	22000	50	AB1_LDGuard_Artifact
270208	21500	22000	50	AB1_LDGuard_Artifact
270209	21500	22000	50	AB1_LDGuard_Artifact
270210	21500	22000	50	AB1_LDGuard_Artifact
270211	27500	28000	50	AB1_DrGuard_Artifact
270212	27500	28000	50	AB1_DrGuard_Artifact
270213	27500	28000	50	AB1_DrGuard_Artifact
270214	27500	28000	50	AB1_DrGuard_Artifact
270215	27500	28000	50	AB1_DrGuard_Artifact
270501	21500	22000	50	AB1_LDGuard_Artifact
270502	21500	22000	50	AB1_LDGuard_Artifact
270503	21500	22000	50	AB1_LDGuard_Artifact
270504	21500	22000	50	AB1_LDGuard_Artifact
270505	21500	22000	50	AB1_LDGuard_Artifact
270506	21500	22000	50	AB1_LDGuard_Artifact
270507	21500	22000	50	AB1_LDGuard_Artifact
270508	21500	22000	50	AB1_LDGuard_Artifact
270509	21500	22000	50	AB1_LDGuard_Artifact
270510	21500	22000	50	AB1_LDGuard_Artifact
270511	27500	28000	50	AB1_DrGuard_Artifact
270512	27500	28000	50	AB1_DrGuard_Artifact
270513	27500	28000	50	AB1_DrGuard_Artifact
270514	27500	28000	50	AB1_DrGuard_Artifact
270515	27500	28000	50	AB1_DrGuard_Artifact
277069	0	5000	20	LDF5_Village_chief01
277070	0	5000	20	LDF5_Village_chief01
277071	0	5000	20	LDF5_Village_chief01
277072	0	5000	20	LDF5_Village_chief02
277073	0	5000	20	LDF5_Village_chief02
277074	0	5000	20	LDF5_Village_chief02
277075	0	5000	20	LDF5_Village_chief03
277076	0	5000	20	LDF5_Village_chief03
277077	0	5000	20	LDF5_Village_chief03
277078	0	5000	20	LDF5_Village_chief04
277079	0	5000	20	LDF5_Village_chief04
277080	0	5000	20	LDF5_Village_chief04
277081	0	5000	20	LDF5_Village_chief05
277082	0	5000	20	LDF5_Village_chief05
277083	0	5000	20	LDF5_Village_chief05
277084	0	5000	20	LDF5_Village_chief06
277085	0	5000	20	LDF5_Village_chief06
277086	0	5000	20	LDF5_Village_chief06
277087	0	5000	20	LDF5_Village_chief07
277088	0	5000	20	LDF5_Village_chief07
277089	0	5000	20	LDF5_Village_chief07
277090	0	5000	20	LDF5_Village_chief08
277091	0	5000	20	LDF5_Village_chief08
277092	0	5000	20	LDF5_Village_chief08
277093	0	5000	20	LDF5_Village_chief09
277094	0	5000	20	LDF5_Village_chief09
277095	0	5000	20	LDF5_Village_chief09
277096	0	5000	20	LDF5_Village_chief10
277097	0	5000	20	LDF5_Village_chief10
277098	0	5000	20	LDF5_Village_chief10
277099	0	5000	20	LDF5_Village_chief11
277100	0	5000	20	LDF5_Village_chief11
277101	0	5000	20	LDF5_Village_chief11
277102	0	5000	20	LDF5_Village_chief12
277103	0	5000	20	LDF5_Village_chief12
277104	0	5000	20	LDF5_Village_chief12
277105	0	5000	20	LDF5_Village_chief13
277106	0	5000	20	LDF5_Village_chief13
277107	0	5000	20	LDF5_Village_chief13
277108	0	5000	20	LDF5_Village_chief14
277109	0	5000	20	LDF5_Village_chief14
277110	0	5000	20	LDF5_Village_chief14
277111	0	5000	20	LDF5_Village_chief15
277112	0	5000	20	LDF5_Village_chief15
277113	0	5000	20	LDF5_Village_chief15
277114	0	5000	20	LDF5_Village_chief16
277115	0	5000	20	LDF5_Village_chief16
277116	0	5000	20	LDF5_Village_chief16
277117	0	5000	20	LDF5_Village_chief17
277118	0	5000	20	LDF5_Village_chief17
277119	0	5000	20	LDF5_Village_chief17
277120	0	5000	20	LDF5_Village_chief18
277121	0	5000	20	LDF5_Village_chief18
277122	0	5000	20	LDF5_Village_chief18
277123	0	5000	20	LDF5_Village_chief19
277124	0	5000	20	LDF5_Village_chief19
277125	0	5000	20	LDF5_Village_chief19
297158	21500	22000	50	AB1_LDGuard_Artifact
297159	21500	22000	50	AB1_LDGuard_Artifact
297160	27500	28000	50	AB1_DrGuard_Artifact
297203	21500	22000	50	AB1_LDGuard_Artifact
297204	21500	22000	50	AB1_LDGuard_Artifact
297205	27500	28000	50	AB1_DrGuard_Artifact
297516	21500	22000	50	LDF5_Fortress_LDGuard_Artifact
297517	21500	22000	50	LDF5_Fortress_LDGuard_Artifact
297518	27500	28000	50	LDF5_Fortress_DrGuard_Artifact
855077	5000	5000	50	LDF4_Advance_village_02
855078	5000	5000	50	LDF4_Advance_village_02
855079	5000	5000	50	LDF4_Advance_village_02
855080	5000	5000	50	LDF4_Advance_village_02
855271	5000	5000	50	LDF4_Advance_village_02
855272	5000	5000	50	LDF4_Advance_village_04
855273	5000	5000	50	LDF4_Advance_village_05
855274	5000	5000	50	LDF4_Advance_village_07
855275	5000	5000	50	LDF4_Advance_village_02
855276	5000	5000	50	LDF4_Advance_village_02
855277	5000	5000	50	LDF4_Advance_village_02
855278	5000	5000	50	LDF4_Advance_village_02
