npc	index	skill	level	prob	cooldown
211250	1	16677	35	0	0
211250	2	16556	35	0	0
211251	0	16574	35	0	0
211251	1	16699	35	0	0
211252	0	16822	35	0	0
211252	1	16680	35	0	0
211253	0	16697	35	0	0
211253	1	16596	35	0	0
211264	0	16822	36	0	0
211264	1	16556	36	0	0
211267	0	16822	36	0	0
211267	1	16680	36	0	0
211268	0	16697	36	0	0
211268	1	16596	36	0	0
211269	0	16697	36	0	0
211269	1	16596	36	0	0
211287	0	16746	19	0	0
211287	1	16814	19	15	0
211288	0	16746	20	0	0
211288	1	16814	20	15	0
211291	0	16561	4	20	0
211303	0	16706	12	0	0
211311	0	16706	13	0	0
211326	0	16895	15	0	0
211326	1	16891	15	0	0
211329	0	16706	15	0	0
211330	0	16706	16	0	0
211331	0	16794	16	0	0
211331	1	16677	16	0	0
211331	2	16556	16	0	0
211332	0	16862	16	0	0
211332	1	16525	16	0	0
211333	0	16516	16	0	0
211333	1	16671	16	0	0
211333	2	16538	16	0	0
211334	0	16933	16	0	0
211337	0	16936	16	0	0
211337	1	16938	16	0	0
211341	0	16516	16	0	0
211342	0	16895	16	0	0
211342	1	16891	16	0	0
211343	0	16794	17	0	0
211343	1	16677	17	0	0
211343	2	16556	17	0	0
211344	0	16862	17	0	0
211344	1	16525	17	0	0
211346	0	16516	17	0	0
211346	1	16671	17	0	0
211346	2	16538	17	0	0
211347	0	16933	17	0	0
211352	0	16903	17	0	0
211352	1	16895	17	0	0
211354	0	16516	17	0	0
211355	0	16895	17	0	0
211355	1	16891	17	0	0
211358	0	16600	17	0	0
211358	1	16762	17	0	0
211358	2	16549	17	0	0
211358	3	16554	17	0	0
211358	4	16556	17	0	0
211358	5	16540	17	0	0
211359	0	16519	17	0	0
211359	1	16517	17	0	0
211359	2	16532	17	0	0
211360	0	16920	18	0	0
211360	1	16918	18	15	0
211361	0	16918	18	20	0
211362	0	16794	18	0	0
211362	1	16677	18	0	0
211362	2	16556	18	0	0
211363	0	16862	18	0	0
211363	1	16525	18	0	0
211365	0	16516	18	0	0
211365	1	16671	18	0	0
211365	2	16538	18	0	0
211366	0	16933	18	0	0
211375	0	16903	18	0	0
211375	1	16895	18	0	0
211377	0	16516	18	0	0
211380	0	16723	18	20	0
211383	0	17006	18	0	0
211383	1	17005	18	0	0
211383	2	16770	18	0	0
211383	3	16767	18	0	0
211384	0	16920	19	0	0
211384	1	16918	19	15	0
211385	0	16918	19	20	0
211387	0	16862	19	0	0
211387	1	16525	19	0	0
211388	0	16933	19	0	0
211389	0	16520	19	0	0
211389	1	16516	19	0	0
211390	0	16519	19	0	0
211390	1	16516	19	10	0
211394	0	16791	19	20	0
211396	0	16889	19	0	0
211396	1	16891	19	0	0
211396	2	16893	19	0	0
211397	0	16533	19	20	0
211398	0	16520	19	0	0
211398	1	16395	19	0	0
211400	0	16928	19	0	0
211400	1	16844	19	0	0
211400	2	16842	19	0	0
211401	0	16841	19	0	0
211401	1	16819	19	15	0
211402	0	16841	19	0	0
211402	1	16819	19	15	0
211404	0	16516	19	0	0
211405	0	16723	19	20	0
211406	0	16589	19	0	0
211406	1	16723	19	20	0
211407	0	16723	19	0	0
211407	1	16592	19	0	0
211407	2	16522	19	0	0
211415	0	16519	19	0	0
211415	1	16517	19	0	0
211415	2	16532	19	0	0
211416	0	16535	19	0	0
211416	1	16566	19	0	0
211416	2	16563	19	0	0
211416	3	16562	19	0	0
211416	4	16568	19	0	0
211417	0	16920	20	0	0
211417	1	16918	20	15	0
211418	0	16918	20	20	0
211420	0	16933	20	0	0
211421	0	16520	20	0	0
211421	1	16516	20	0	0
211422	0	16519	20	0	0
211422	1	16516	20	10	0
211423	0	16807	20	0	0
211423	1	16863	20	0	0
211424	0	16807	20	0	0
211424	1	16863	20	0	0
211425	0	16791	20	20	0
211427	0	16889	20	0	0
211427	1	16891	20	0	0
211427	2	16893	20	0	0
211428	0	16533	20	20	0
211429	0	16520	20	0	0
211429	1	16395	20	0	0
211431	0	16928	20	0	0
211431	1	16844	20	0	0
211431	2	16842	20	0	0
211432	0	16841	20	0	0
211432	1	16819	20	15	0
211433	0	16841	20	0	0
211433	1	16819	20	15	0
211434	0	16589	20	0	0
211434	1	16723	20	20	0
211435	0	16723	20	0	0
211435	1	16592	20	0	0
211435	2	16522	20	0	0
211443	0	16660	20	0	0
211443	1	16748	20	20	0
211446	0	16519	20	0	0
211446	1	16517	20	0	0
211446	2	16532	20	0	0
211447	0	16535	20	0	0
211447	1	16566	20	0	0
211447	2	16563	20	0	0
211447	3	16562	20	0	0
211447	4	16568	20	0	0
211450	0	16522	21	0	0
211450	1	16523	21	100	0
211451	0	16516	21	0	0
211451	1	16671	21	0	0
211451	2	16538	21	0	0
211452	0	16722	21	0	0
211452	1	16718	21	0	0
211454	0	16520	21	0	0
211454	1	17231	21	100	0
211463	0	16918	22	20	0
211465	0	16522	22	0	0
211465	1	16523	22	100	0
211466	0	16516	22	0	0
211466	1	16671	22	0	0
211466	2	16538	22	0	0
211467	0	16722	22	0	0
211467	1	16718	22	0	0
211469	0	16520	22	0	0
211469	1	17231	22	100	0
211473	0	16918	23	20	0
211475	0	16522	23	0	0
211475	1	16523	23	100	0
211476	0	16516	23	0	0
211476	1	16671	23	0	0
211476	2	16538	23	0	0
211477	0	16722	23	0	0
211477	1	16718	23	0	0
211479	0	16520	23	0	0
211479	1	17231	23	100	0
211480	0	16862	23	0	0
211480	1	16525	23	0	0
211481	0	16889	23	0	0
211481	1	16891	23	0	0
211481	2	16893	23	0	0
211483	0	16791	23	20	0
211486	0	16519	23	0	0
211486	1	16516	23	10	0
211489	0	16918	24	20	0
211490	0	16719	24	0	0
211490	1	16519	24	0	0
211490	2	16516	24	20	0
211491	0	16722	24	0	0
211491	1	16718	24	0	0
211492	0	16791	24	20	0
211494	0	16889	24	0	0
211494	1	16891	24	0	0
211494	2	16893	24	0	0
211496	0	16520	24	0	0
211496	1	17231	24	100	0
211497	0	16913	24	0	0
211497	1	16631	24	0	0
211497	2	16934	24	15	0
211498	0	16862	24	0	0
211498	1	16525	24	0	0
211501	0	16918	25	20	0
211504	0	16722	25	0	0
211504	1	16718	25	0	0
211506	0	16889	25	0	0
211506	1	16891	25	0	0
211506	2	16893	25	0	0
211508	0	16520	25	0	0
211508	1	17231	25	100	0
211509	0	16913	25	0	0
211509	1	16631	25	0	0
211509	2	16934	25	15	0
211510	0	16862	25	0	0
211510	1	16525	25	0	0
211511	0	16600	25	0	0
211511	1	16762	25	0	0
211511	2	16549	25	0	0
211511	3	16554	25	0	0
211511	4	16556	25	0	0
211511	5	16540	25	0	0
211512	0	16701	25	0	0
211512	1	16392	25	0	0
211512	2	17004	25	0	0
211512	3	16643	25	0	0
211513	0	16837	26	0	0
211513	1	16838	26	0	0
211513	2	16917	26	100	0
211517	0	16889	26	0	0
211517	1	16891	26	0	0
211517	2	16893	26	0	0
211520	0	16913	26	0	0
211520	1	16631	26	0	0
211520	2	16934	26	15	0
211521	0	16862	26	0	0
211521	1	16525	26	0	0
211524	0	16701	26	0	0
211524	1	16392	26	0	0
211524	2	17004	26	0	0
211524	3	16643	26	0	0
211525	0	16535	26	0	0
211525	1	16981	26	0	0
211525	2	16522	26	0	0
211525	3	16997	26	0	0
211526	0	16837	27	0	0
211526	1	16838	27	0	0
211526	2	16917	27	100	0
211528	0	16720	27	0	0
211528	1	16517	27	0	0
211528	2	16791	27	10	0
211531	0	17164	27	0	0
211532	0	17164	27	0	0
211533	0	16717	27	0	0
211533	1	16598	27	0	0
211536	0	16913	27	0	0
211536	1	16631	27	0	0
211536	2	16934	27	15	0
211537	0	16862	27	0	0
211537	1	16525	27	0	0
211541	0	16837	28	0	0
211541	1	16838	28	0	0
211541	2	16917	28	100	0
211543	0	16719	28	0	0
211543	1	16519	28	0	0
211543	2	16516	28	20	0
211544	0	16720	28	0	0
211544	1	16517	28	0	0
211544	2	16791	28	10	0
211547	0	17164	28	0	0
211550	0	16913	28	0	0
211550	1	16631	28	0	0
211550	2	16934	28	15	0
211551	0	16862	28	0	0
211551	1	16525	28	0	0
211552	0	16862	28	0	0
211552	1	16525	28	0	0
211553	0	16561	28	0	0
211553	1	16595	28	0	0
211553	2	16588	28	0	0
211556	0	16837	29	0	0
211556	1	16838	29	0	0
211556	2	16917	29	100	0
211559	0	16720	29	0	0
211559	1	16517	29	0	0
211559	2	16791	29	10	0
211560	0	16545	29	0	0
211560	1	16942	29	0	0
211560	2	16541	29	100	0
211561	0	16791	29	20	0
211563	0	17164	29	0	0
211564	0	17164	29	0	0
211566	0	16928	29	0	0
211566	1	16844	29	0	0
211566	2	16842	29	0	0
211568	0	16913	27	0	0
211568	1	16631	27	0	0
211568	2	16934	27	15	0
211569	0	16862	29	0	0
211569	1	16525	29	0	0
211571	0	16561	29	0	0
211571	1	16595	29	0	0
211571	2	16588	29	0	0
211572	0	16561	29	0	0
211572	1	16595	29	0	0
211572	2	16588	29	0	0
211572	3	16564	29	0	0
211578	0	16660	29	0	0
211578	1	16748	29	20	0
211579	0	16660	29	0	0
211579	1	16748	29	20	0
211583	0	17006	29	0	0
211583	1	17005	29	0	0
211583	2	16770	29	0	0
211583	3	16767	29	0	0
211584	0	16535	29	0	0
211584	1	16853	29	0	0
211584	2	16522	29	0	0
211584	3	16519	29	0	0
211584	4	16997	29	0	0
211585	0	17008	29	0	0
211585	1	16563	29	0	0
211585	2	16684	29	0	0
211585	3	16635	29	0	0
211585	4	16628	29	0	0
211586	0	16837	30	0	0
211586	1	16838	30	0	0
211586	2	16917	30	100	0
211589	0	17164	30	0	0
211590	0	16928	30	0	0
211590	1	16844	30	0	0
211590	2	16842	30	0	0
211592	0	16913	30	0	0
211592	1	16631	30	0	0
211592	2	16934	30	15	0
211594	0	16979	30	0	0
211594	1	16748	30	0	0
211594	2	16622	30	0	0
211594	3	16985	30	0	0
211597	0	16979	30	0	0
211597	1	16645	30	0	0
211597	2	16701	30	0	0
211597	3	16987	30	0	0
211597	4	16988	30	0	0
211600	0	16979	30	0	0
211600	1	16981	30	0	0
211600	2	16615	30	0	0
211600	3	16613	30	0	0
211600	4	16522	30	0	0
211604	0	16458	30	0	0
211604	1	16424	30	0	0
211604	2	16993	30	0	0
211605	0	17001	30	0	0
211605	1	16842	30	0	0
211605	2	16767	30	0	0
211605	3	17002	30	0	0
211605	4	16770	30	0	0
211606	0	16535	30	0	0
211606	1	16853	30	0	0
211606	2	16522	30	0	0
211606	3	16519	30	0	0
211606	4	16997	30	0	0
211607	0	17008	30	0	0
211607	1	16563	30	0	0
211607	2	16684	30	0	0
211607	3	16635	30	0	0
211607	4	16628	30	0	0
211615	0	16979	31	0	0
211615	1	16857	31	0	0
211615	2	16671	31	0	0
211615	3	16618	31	0	0
211615	4	16856	31	0	0
211615	5	16983	31	0	0
211616	0	17006	31	0	0
211616	1	17005	31	0	0
211616	2	16770	31	0	0
211616	3	16767	31	0	0
211617	0	16535	31	0	0
211617	1	16853	31	0	0
211617	2	16522	31	0	0
211617	3	16519	31	0	0
211617	4	16997	31	0	0
211618	0	17008	31	0	0
211618	1	16563	31	0	0
211618	2	16684	31	0	0
211618	3	16635	31	0	0
211618	4	16628	31	0	0
211619	0	16696	31	0	0
211619	1	16392	31	0	0
211619	2	17007	31	0	0
211619	3	16571	31	0	0
211619	4	16698	31	0	0
211622	0	16517	6	0	0
211622	1	16516	6	30	0
211623	0	17018	6	20	0
211636	0	16723	31	0	0
211636	1	16592	31	0	0
211636	2	16522	31	0	0
211637	0	16723	32	0	0
211637	1	16592	32	0	0
211637	2	16522	32	0	0
211638	0	16723	32	0	0
211638	1	16592	32	0	0
211638	2	16522	32	0	0
211638	3	16710	32	0	20000
211639	0	16723	33	0	0
211639	1	16592	33	0	0
211639	2	16522	33	0	0
211639	3	16710	33	0	20000
211640	0	16725	27	0	0
211640	1	16594	27	0	0
211640	2	17039	27	0	0
211641	0	16725	28	0	0
211641	1	16594	28	0	0
211641	2	17039	28	0	0
211650	0	17558	20	0	0
211650	1	17559	20	0	0
211658	0	16724	20	0	0
211658	1	16593	20	0	0
211658	2	16699	20	0	0
211659	0	16780	21	0	0
211659	1	16644	21	0	0
211659	2	16781	21	0	0
211659	3	16643	21	0	0
211661	0	16526	27	0	0
211661	1	16529	27	0	0
211661	2	16531	27	0	0
211665	0	16516	28	0	0
211666	0	16516	29	0	0
211667	0	16516	30	0	0
211693	0	16519	27	0	0
211696	0	16606	21	0	0
211696	1	16650	21	0	0
211696	2	16735	21	0	0
211696	3	16616	21	0	0
211696	4	16608	21	0	0
211696	5	16796	21	0	0
211696	6	16736	21	0	0
211697	0	16780	21	0	0
211697	1	16644	21	0	0
211697	2	16781	21	0	0
211697	3	16643	21	0	0
211698	0	16633	21	0	0
211698	1	16635	21	0	0
211698	2	16631	21	0	0
211698	3	16774	21	0	0
211698	4	16771	21	0	0
211698	5	16773	21	0	0
211699	0	16783	21	0	0
211699	1	16760	21	0	0
211699	2	16761	21	0	0
211699	3	16764	21	0	0
211699	4	16759	21	0	0
211701	0	16606	31	0	0
211701	1	16650	31	0	0
211701	2	16735	31	0	0
211701	3	16614	31	0	0
211701	4	16605	31	0	0
211721	0	16516	29	0	0
211733	0	16545	19	0	0
211733	1	16820	19	0	0
211733	2	17093	19	100	0
211734	0	17039	20	0	0
211734	1	16725	20	20	0
211734	2	17091	20	100	0
211746	0	16722	22	0	0
211746	1	16718	22	0	0
211746	2	17089	22	0	0
211758	0	16545	19	0	0
211758	1	16820	19	0	0
211758	2	17093	19	100	0
211770	0	16524	30	0	0
211770	1	16516	30	0	0
211771	0	16524	30	0	0
211771	1	16516	30	0	0
211791	0	16725	23	0	0
211791	1	16594	23	0	0
211791	2	16555	23	0	0
211791	3	17091	23	100	0
211793	0	16524	26	0	0
211793	1	16516	26	0	0
211813	0	16734	30	0	0
211813	1	16516	30	0	0
211820	0	16734	28	0	0
211820	1	16516	28	0	0
211823	0	16429	71	0	0
211851	0	16698	21	1	0
211851	1	17092	21	100	0
211877	0	16524	27	0	0
211877	1	16837	27	0	0
211877	2	16839	27	0	0
211877	3	16828	27	100	0
211888	0	16524	31	0	0
211888	1	16837	31	0	0
211888	2	16839	31	0	0
211888	3	16828	31	100	0
211894	0	16939	31	20	0
211902	0	16518	31	0	0
211902	1	16516	31	10	0
211904	0	16889	31	0	0
211904	1	16891	31	0	0
211904	2	16893	31	0	0
211913	0	16698	33	0	0
211913	1	16787	33	0	0
211913	2	16574	33	0	0
211913	3	16788	33	0	0
211913	4	16570	33	0	0
211922	0	16524	25	0	0
211922	1	16837	25	0	0
211922	2	16838	25	0	0
211937	0	16394	27	100	0
211937	1	16520	27	1	0
211942	0	17558	27	0	0
211942	1	17559	27	0	0
211943	0	17558	28	0	0
211943	1	17559	28	0	0
211950	0	16841	26	0	0
211950	1	16551	26	30	0
211957	0	16531	28	0	0
211959	0	16518	31	0	0
211959	1	16516	31	15	0
211960	0	16522	30	0	0
211960	1	16662	30	20	0
211960	2	16935	30	1	0
211961	0	16522	31	0	0
211961	1	16662	31	20	0
211961	2	16935	31	1	0
211966	0	16714	31	0	0
211966	1	16573	31	10	0
211968	0	16808	31	0	0
211968	1	16516	31	30	0
211974	0	16520	30	20	0
211974	1	16599	30	10	0
211991	0	16697	32	0	0
211991	1	16596	32	0	0
211999	0	16516	35	0	0
211999	1	16671	35	0	0
211999	2	16538	35	0	0
212003	0	16699	35	0	0
212003	1	16909	35	100	0
212030	0	16604	28	0	0
212030	1	16742	28	0	0
212030	2	16605	28	0	0
212030	3	16739	28	0	0
212030	4	16737	28	0	0
212030	5	16741	28	0	0
212073	0	16641	21	0	0
212073	1	16642	21	0	0
212073	2	16392	21	0	0
212073	3	16779	21	0	0
212073	4	16797	21	0	0
212076	0	16633	21	0	0
212076	1	16635	21	0	0
212076	2	16631	21	0	0
212076	3	16774	21	0	0
212076	4	16771	21	0	0
212076	5	16773	21	0	0
212077	0	16783	21	0	0
212077	1	16656	21	0	0
212077	2	16623	21	0	0
212077	3	16768	21	0	0
212077	4	16770	21	0	0
212100	0	16524	29	0	0
212100	1	16837	29	0	0
212100	2	16838	29	0	0
212100	3	16824	29	100	0
212101	0	16920	27	0	0
212101	1	16918	27	15	0
212102	0	16728	27	0	0
212102	1	16811	27	100	0
212102	2	16732	27	10	0
212116	0	16931	23	0	0
212116	1	16667	23	0	0
212116	2	16711	23	0	0
212116	3	16666	23	100	0
212131	0	16553	33	0	0
212131	1	16677	33	0	0
212131	2	16678	33	0	0
212134	0	16395	35	0	0
212134	1	16711	35	100	0
212182	0	16535	24	0	0
212182	1	16566	24	0	0
212182	2	16563	24	0	0
212182	3	16562	24	0	0
212182	4	16568	24	0	0
212200	0	16698	25	0	0
212200	1	16787	25	0	0
212200	2	16701	25	0	0
212200	3	16700	25	0	0
212200	4	16788	25	0	0
212200	5	16570	25	0	0
212201	0	16519	25	0	0
212201	1	16523	25	0	0
212201	2	16528	25	0	0
212201	3	16662	25	0	0
212201	4	16735	25	0	0
212201	5	16525	25	0	0
212201	6	16516	25	0	0
212208	0	16600	27	0	0
212208	1	16762	27	0	0
212208	2	16549	27	0	0
212208	3	16769	27	0	0
212208	4	16794	27	0	0
212208	5	16556	27	0	0
212208	6	16540	27	0	0
212209	0	16600	27	0	0
212209	1	16762	27	0	0
212209	2	16549	27	0	0
212209	3	16767	27	0	0
212209	4	16794	27	0	0
212209	5	16680	27	0	0
212209	6	16678	27	0	0
212209	7	16556	27	0	0
212209	8	16770	27	0	0
212210	0	16600	27	0	0
212210	1	16762	27	0	0
212210	2	16549	27	0	0
212210	3	16769	27	0	0
212210	4	16794	27	0	0
212210	5	16556	27	0	0
212210	6	16540	27	0	0
212227	0	18372	31	0	0
212227	1	16650	31	0	0
212227	2	16748	31	0	0
212227	3	17983	31	0	0
212227	4	16813	31	0	0
212227	5	17031	31	0	0
212227	6	16849	31	0	0
212232	0	16448	30	20	0
212264	0	16780	35	0	0
212264	1	16644	35	0	0
212264	2	16781	35	0	0
212264	3	16643	35	0	0
212267	0	17480	35	0	0
212267	1	16775	35	0	0
212267	2	17481	35	0	0
212267	3	17446	35	0	0
212267	4	17497	35	0	0
212267	5	17485	35	0	0
212267	6	16635	35	0	0
212267	7	16563	35	0	0
212325	0	16522	36	0	0
212325	1	16662	36	20	0
212325	2	16932	36	100	0
212325	3	16935	36	0	0
212356	0	16429	32	0	0
212358	0	16429	30	0	0
212359	0	16728	33	0	0
212359	1	16811	33	100	0
212359	2	16732	33	10	0
212380	0	16930	15	30	0
212399	0	16533	16	20	0
212412	0	16556	17	0	0
212412	1	16845	17	20	0
212413	0	16556	18	0	0
212413	1	16845	18	20	0
212445	0	16841	17	0	0
212445	1	16551	17	30	0
212446	0	16841	18	0	0
212446	1	16551	18	30	0
212522	0	16724	28	0	0
212522	1	16593	28	0	0
212522	2	16699	28	0	0
212524	0	16564	26	5	0
212525	0	16564	27	5	0
212530	0	16913	26	0	0
212530	1	16631	26	0	0
212530	2	16934	26	15	0
212537	0	16843	27	0	0
212537	1	16837	27	0	0
212537	2	16838	27	0	0
212540	0	16843	27	0	0
212540	1	16837	27	0	0
212540	2	16838	27	0	0
212544	0	16598	27	0	0
212544	1	16914	27	100	0
212545	0	16670	27	0	0
212545	1	16395	27	0	0
212545	2	16711	27	20	0
212550	0	16395	27	0	0
212550	1	16706	27	0	0
212553	0	16531	28	0	0
212553	1	16862	28	15	0
212556	0	16979	29	0	0
212556	1	16645	29	0	0
212556	2	16701	29	0	0
212556	3	16987	29	0	0
212556	4	16988	29	0	0
212558	0	16979	29	0	0
212558	1	16748	29	0	0
212558	2	16622	29	0	0
212558	3	16985	29	0	0
212587	0	17558	30	0	0
212587	1	17559	30	0	0
212591	0	16522	34	0	0
212591	1	16662	34	20	0
212591	2	16932	34	100	0
212591	3	16935	34	0	0
212599	0	16584	34	0	0
212599	1	16923	34	100	0
212599	2	16935	34	3	0
212602	0	16584	34	0	0
212602	1	16923	34	100	0
212602	2	16935	34	3	0
212625	0	16841	19	0	0
212625	1	16553	19	40	0
212675	0	16995	1	0	0
212682	0	16907	21	30	0
212682	1	16904	21	30	0
212682	2	17092	21	100	0
212683	0	16699	22	0	0
212683	1	16909	22	100	0
212683	2	17088	22	100	0
212684	0	16522	23	0	0
212684	1	16523	23	100	0
212684	2	17097	23	100	0
212728	0	16979	29	0	0
212728	1	16748	29	0	0
212728	2	16847	29	0	0
212753	0	16719	16	0	0
212753	1	16519	16	0	0
212753	2	16516	16	20	0
212754	0	16719	17	0	0
212754	1	16519	17	0	0
212754	2	16516	17	20	0
212755	0	16719	16	0	0
212755	1	16519	16	0	0
212755	2	16516	16	20	0
212756	0	16719	17	0	0
212756	1	16519	17	0	0
212756	2	16516	17	20	0
212757	0	16719	18	0	0
212757	1	16519	18	0	0
212757	2	16516	18	20	0
212758	0	16719	19	0	0
212758	1	16519	19	0	0
212758	2	16516	19	20	0
212759	0	16719	18	0	0
212759	1	16519	18	0	0
212759	2	16516	18	20	0
212760	0	16719	19	0	0
212760	1	16519	19	0	0
212760	2	16516	19	20	0
212791	0	16576	24	0	0
212791	1	16589	24	15	0
212804	0	16842	26	0	0
212804	1	16818	26	0	0
212805	0	16842	27	0	0
212805	1	16818	27	0	0
212812	0	16979	20	0	0
212812	1	16569	20	0	0
212812	2	16636	20	0	0
212812	3	16992	20	0	0
212812	4	16631	20	0	0
212814	0	17732	21	0	0
212814	1	17733	21	0	0
212814	2	17734	21	0	0
212814	3	17735	21	0	0
212814	4	16524	21	0	0
212832	0	16921	23	0	0
212832	1	17086	23	15	0
212838	0	16723	25	0	0
212838	1	16592	25	0	0
212838	2	16522	25	0	0
212855	0	16701	31	0	0
212855	1	16392	31	0	0
212855	2	17004	31	0	0
212855	3	16643	31	0	0
212900	0	16535	29	0	0
212900	1	16981	29	0	0
212900	2	16522	29	0	0
212900	3	16997	29	0	0
212902	0	16535	31	0	0
212902	1	16981	31	0	0
212902	2	16522	31	0	0
212902	3	16997	31	0	0
212989	0	17164	23	0	0
212997	0	16670	1	0	0
212997	1	16669	1	0	0
212997	2	16520	1	100	0
212999	0	16519	29	0	0
213057	0	16670	26	0	0
213057	1	16669	26	0	0
213057	2	16520	26	100	0
213062	0	17272	26	0	0
213062	1	16724	26	0	0
213063	0	17272	27	0	0
213063	1	16724	27	0	0
213069	0	17272	25	0	0
213069	1	16724	25	0	0
213070	0	17261	25	0	0
213070	1	17273	25	0	0
213071	0	17261	26	0	0
213071	1	17273	26	0	0
213151	0	16394	28	100	0
213151	1	16520	28	1	0
213152	0	16394	29	100	0
213152	1	16520	29	1	0
213175	0	17277	30	10	0
213176	0	17277	31	10	0
213177	0	16518	28	0	0
213177	1	16516	28	0	0
213179	0	16912	28	0	0
213179	1	16837	28	0	0
213179	2	16915	28	0	0
213181	0	16519	28	20	0
213183	0	16794	28	0	0
213183	1	16556	28	0	0
213185	0	16746	28	0	0
213185	1	16660	28	15	0
213187	0	16906	28	0	0
213187	1	16882	28	15	0
213245	0	17274	26	0	0
213245	1	16920	26	0	0
213245	2	16570	26	0	0
213248	0	16394	27	100	0
213248	1	16520	27	1	0
213250	0	16516	29	0	0
213250	1	16671	29	0	0
213250	2	16538	29	0	0
213251	0	16516	30	0	0
213251	1	16671	30	0	0
213251	2	16538	30	0	0
213252	0	16516	31	0	0
213252	1	16671	31	0	0
213252	2	16538	31	0	0
213264	0	16516	28	0	0
213265	0	16516	29	0	0
213306	0	17414	34	0	0
213306	1	17409	34	0	0
213306	2	17413	34	0	0
213306	3	17418	34	0	0
213306	4	17419	34	0	0
213306	5	17444	34	0	0
213306	6	16540	34	0	0
213378	0	18363	38	0	0
213378	1	17471	38	0	0
213378	2	17459	38	0	0
213378	3	17468	38	0	0
213378	4	17519	38	0	0
213384	0	17464	38	0	0
213384	1	17471	38	0	0
213384	2	16602	38	0	0
213384	3	17461	38	0	0
213384	4	17473	38	0	0
213384	5	17474	38	0	0
213387	0	18363	38	0	0
213387	1	17471	38	0	0
213387	2	16602	38	0	0
213387	3	17459	38	0	0
213387	4	17473	38	0	0
213387	5	17519	38	0	0
213393	0	17414	38	0	0
213393	1	17409	38	0	0
213393	2	17413	38	0	0
213393	3	17418	38	0	0
213393	4	17419	38	0	0
213393	5	17444	38	0	0
213393	6	16540	38	0	0
213394	0	17274	36	0	0
213394	1	17518	36	0	0
213394	2	17959	36	0	0
213394	3	16865	36	0	0
213394	4	17527	36	0	0
213394	5	17520	36	0	0
213404	0	17466	38	0	0
213404	1	16768	38	0	0
213404	2	17550	38	0	0
213404	3	17003	38	0	0
213404	4	17493	38	0	0
213404	5	17529	38	0	0
213406	0	17466	37	0	0
213406	1	16768	37	0	0
213406	2	17031	37	0	0
213406	3	17493	37	0	0
213406	4	17003	37	0	0
213407	0	17466	38	0	0
213407	1	16768	38	0	0
213407	2	17031	38	0	0
213407	3	17493	38	0	0
213407	4	17003	38	0	0
213408	0	17466	39	0	0
213408	1	16768	39	0	0
213408	2	17031	39	0	0
213408	3	17493	39	0	0
213408	4	17003	39	0	0
213411	0	17480	38	0	0
213411	1	17487	38	0	0
213411	2	17481	38	0	0
213411	3	17486	38	0	0
213411	4	17497	38	0	0
213411	5	17485	38	0	0
213411	6	16635	38	0	0
213411	7	16563	38	0	0
213425	0	18364	37	0	0
213425	1	17048	37	0	0
213425	2	17477	37	0	0
213425	3	17476	37	0	0
213425	4	17525	37	0	0
213425	5	16737	37	0	0
213430	0	16690	39	0	0
213430	1	17448	39	0	0
213430	2	17446	39	0	0
213430	3	16563	39	0	0
213430	4	18375	39	0	0
213430	5	17447	39	0	0
213430	6	17482	39	0	0
213430	7	16628	39	0	0
213434	0	16576	37	0	0
213434	1	17261	37	0	0
213434	2	17531	37	0	0
213434	3	16559	37	0	0
213435	0	16576	38	0	0
213435	1	17261	38	0	0
213435	2	17531	38	0	0
213435	3	16559	38	0	0
213436	0	16576	39	0	0
213436	1	17261	39	0	0
213436	2	17531	39	0	0
213436	3	16559	39	0	0
213442	0	17467	38	0	0
213442	1	17471	38	0	0
213443	0	17467	39	0	0
213443	1	17471	39	0	0
213457	0	18363	37	0	0
213457	1	17471	37	0	0
213457	2	17459	37	0	0
213457	3	17468	37	0	0
213457	4	17519	37	0	0
213458	0	18363	38	0	0
213458	1	17471	38	0	0
213458	2	17459	38	0	0
213458	3	17468	38	0	0
213458	4	17519	38	0	0
213461	0	18363	38	0	0
213461	1	17471	38	0	0
213461	2	16602	38	0	0
213461	3	17459	38	0	0
213461	4	17473	38	0	0
213461	5	17519	38	0	0
213462	0	17464	36	0	0
213462	1	17471	36	0	0
213462	2	16602	36	0	0
213462	3	17461	36	0	0
213462	4	17473	36	0	0
213462	5	17474	36	0	0
213464	0	17464	38	0	0
213464	1	17471	38	0	0
213464	2	16602	38	0	0
213464	3	17461	38	0	0
213464	4	17473	38	0	0
213464	5	17474	38	0	0
213465	0	17414	36	0	0
213465	1	17409	36	0	0
213465	2	17413	36	0	0
213465	3	17418	36	0	0
213465	4	17419	36	0	0
213465	5	17444	36	0	0
213465	6	16540	36	0	0
213466	0	17414	37	0	0
213466	1	17409	37	0	0
213466	2	17413	37	0	0
213466	3	17418	37	0	0
213466	4	17419	37	0	0
213466	5	17444	37	0	0
213466	6	16540	37	0	0
213467	0	17414	38	0	0
213467	1	17409	38	0	0
213467	2	17413	38	0	0
213467	3	17418	38	0	0
213467	4	17419	38	0	0
213467	5	17444	38	0	0
213467	6	16540	38	0	0
213468	0	17464	37	0	0
213468	1	17458	37	0	0
213468	2	16984	37	0	0
213468	3	16399	37	0	0
213469	0	17464	38	0	0
213469	1	17458	38	0	0
213469	2	16984	38	0	0
213469	3	16399	38	0	0
213472	0	17466	38	0	0
213472	1	16768	38	0	0
